WFO_ID,Vernacular,Devnagari,Transliteration,ScientificName,NamepublishedIn
wfo-0001094092,"ठूलो पिप्ला, लामो पिप्ला  (Thulo pipla, Lamo pipla)","ठूलो पिप्ला, लामो पिप्ला ","Thulo pipla, Lamo pipla",,
wfo-0000486013,"पिप्ला, गज पिप्ला  (Pipla, Gaj pipla)","पिप्ला, गज पिप्ला ","Pipla, Gaj pipla",,
wfo-0001094058,पहाडी पान  (Pahadi pan),पहाडी पान ,Pahadi pan,,
wfo-0000486372,वन पिप्ला  (Ban pipla),वन पिप्ला ,Ban pipla,,
wfo-0001094083,टाङ्ग (Tang: Chepang),टाङ्ग,Tang: Chepang,,
wfo-0000547854,"ईश्वरी, शिवलिङ्गी, भैँसी लहरा (Ishwari, Shivalingi, Bhainsi lahara)","ईश्वरी, शिवलिङ्गी, भैँसी लहरा","Ishwari, Shivalingi, Bhainsi lahara",,
wfo-0000548243,भैँसी लहरा (Bhainsi lahara),भैँसी लहरा,Bhainsi lahara,,
wfo-0000724865,"वन सुपारी, रामगुवा, रुन्चे पात (Ban supari, Ramguwa, Runche pat)","वन सुपारी, रामगुवा, रुन्चे पात","Ban supari, Ramguwa, Runche pat",,
wfo-0001285885,रातो भलायो  (Rato bhalayo),रातो भलायो ,Rato bhalayo,,
wfo-0000233034,"पुर्बेली चाँप, घोगे चाँप (Purbeli chanp, Ghoge chanp)","पुर्बेली चाँप, घोगे चाँप","Purbeli chanp, Ghoge chanp",,
wfo-0000233054,"सुन चाँप, औले चाँप, सिर्मु  (Sun chanp, Aule chanp, Sirmu)","सुन चाँप, औले चाँप, सिर्मु ","Sun chanp, Aule chanp, Sirmu",,
wfo-0000464769,रानी चाँप (Rani chanp),रानी चाँप,Rani chanp,,
wfo-0000233165,"खुकि चाँप, लाली चाँप (Khuki chanp, Lali chanp)","खुकि चाँप, लाली चाँप","Khuki chanp, Lali chanp",,
wfo-0000233202,भालु काठ (Bhalu kath),भालु काठ,Bhalu kath,,
wfo-0000233214,वन कमल (Ban kamal),वन कमल,Ban kamal,,
wfo-0000464882,वन चाँप (Ban chanp),वन चाँप,Ban chanp,,
wfo-0000464912,"गोगल चाँप, सुन चम्पा (Gogal chanp, Sun champa)","गोगल चाँप, सुन चम्पा","Gogal chanp, Sun champa",,
wfo-0000527383,"ठेकी फल, ढेँडु झुला (Theki phal, Dhendu jhula)","ठेकी फल, ढेँडु झुला","Theki phal, Dhendu jhula",,
wfo-0000549776,कनक चम्पा  (Kanak champa),कनक चम्पा ,Kanak champa,,
wfo-0000642348,माले लहरा  (Male lahara),माले लहरा ,Male lahara,,
wfo-0000372967,काली काठ  (Kali kath),काली काठ ,Kali kath,,
wfo-0000372954,"करी, काली (Kari, Kali)","करी, काली","Kari, Kali",,
wfo-0000372950,पाँदरी  (Pandari),पाँदरी ,Pandari,,
wfo-0001066143,वन सुपाडी (Ban supadi),वन सुपाडी,Ban supadi,,
wfo-0001066584,"रबु लहरा, काली लहरा (Rabu lahara, Kali lahara)","रबु लहरा, काली लहरा","Rabu lahara, Kali lahara",,
wfo-0000519390,"झाँक्री काठ, लाम्पाते  (Jhankri kath, Lampate)","झाँक्री काठ, लाम्पाते ","Jhankri kath, Lampate",,
wfo-0000519474,मसिनो खपटे (Masino khapate),मसिनो खपटे,Masino khapate,,
wfo-0000519548,खपटे  (Khapate),खपटे ,Khapate,,
wfo-0001070351,ठूलो तार्सिङ्ग (Thulo tarsing),ठूलो तार्सिङ्ग,Thulo tarsing,,
wfo-0000604917,"सिन्काउली, बडा सिँगोली, मरिचे मालागिरी (Sinkauli, Bada singoli, Mariche malagiri)","सिन्काउली, बडा सिँगोली, मरिचे मालागिरी","Sinkauli, Bada singoli, Mariche malagiri",,
wfo-0000605088,"सिन्काउली, मालागिरी, सुगन्ध कोकिला (Sinkauli, Malagiri, Sugandha kokila)","सिन्काउली, मालागिरी, सुगन्ध कोकिला","Sinkauli, Malagiri, Sugandha kokila",,
wfo-0000605467,तेजपात (Tejpat),तेजपात,Tejpat,,
wfo-0000605474,सुगन्ध कोकिला (Sugandha kokila),सुगन्ध कोकिला,Sugandha kokila,,
wfo-0000652739,"नेपाली दालचिनी, काउले (Nepali dalchini, Kaule)","नेपाली दालचिनी, काउले","Nepali dalchini, Kaule",,
wfo-0001070861,पहेँलो खपटे (Pahenlo khapate),पहेँलो खपटे,Pahenlo khapate,,
wfo-0001070756,"सिल टिमुर, ठेकी फूल (Sil timur, Theki phul)","सिल टिमुर, ठेकी फूल","Sil timur, Theki phul",,
wfo-0001071996,"फुसुरे, खराने (Fusure), Kharane)","फुसुरे, खराने","Fusure), Kharane",,
wfo-0000365367,सिल टिमुर (Sil timur),सिल टिमुर,Sil timur,,
wfo-0000365304,"पहेँली, काठे काउलो (Pahenli, Kathe kaulo)","पहेँली, काठे काउलो","Pahenli, Kathe kaulo",,
wfo-0000365695,मेदा (Meda),मेदा,Meda,,
wfo-0000365805,"कुटमिरो, कदमेरो (Kutmiro, Kadmero)","कुटमिरो, कदमेरो","Kutmiro, Kadmero",,
wfo-0001070313,पहेँली (Pahenli),पहेँली,Pahenli,,
wfo-0001070314,पहेँले (Pahenle),पहेँले,Pahenle,,
wfo-0000373703,सेतो काउलो (Seto kaulo),सेतो काउलो,Seto kaulo,,
wfo-0001071296,"काठे काउलो, माहिलो काउलो (Kathe kaulo, Mahilo kaulo)","काठे काउलो, माहिलो काउलो","Kathe kaulo, Mahilo kaulo",,
wfo-0001071297,"चिप्ले काउलो, काठे काउलो (Chiple kaulo, Kathe kaulo)","चिप्ले काउलो, काठे काउलो","Chiple kaulo, Kathe kaulo",,
wfo-0001071298,"भाटे काउलो, सेतो काउलो (Bhate kaulo, Seto kaulo)","भाटे काउलो, सेतो काउलो","Bhate kaulo, Seto kaulo",,
wfo-0001244725,कल्चे (Kalche),कल्चे,Kalche,,
wfo-0001071951,"मकै काठ, खपटे (Makai kath, Khapate)","मकै काठ, खपटे","Makai kath, Khapate",,
wfo-0001070428,झाँक्री काठ (Jhankri kath),झाँक्री काठ,Jhankri kath,,
wfo-0000350733,बोझो  (Bojho),बोझो ,Bojho,,
wfo-0000949607,पिँडालु  (Pindalu),पिँडालु ,Pindalu,,
wfo-0000963446,ओल  (Ol),ओल ,Ol,,
wfo-0000964987,सर्प डाँठ  (Sarpa danth),सर्प डाँठ ,Sarpa danth,,
wfo-0000270275,बीर बाँको  (Bir Banko),बीर बाँको ,Bir Banko,,
wfo-0000270386,काल (Kal),काल,Kal,,
wfo-0000270688,रकाया बाँको  (Rakaya banko),रकाया बाँको ,Rakaya banko,,
wfo-0000270849,"भाले बाँको, तिन्चु  (Bhale banko, Tinchu)","भाले बाँको, तिन्चु ","Bhale banko, Tinchu",,
wfo-0000271036,ढोकायो साग (Dhokayo sag),ढोकायो साग,Dhokayo sag,,
wfo-0000271527,बाँको (Banko),बाँको,Banko,,
wfo-0000272536,टुवा  (Tuwa),टुवा ,Tuwa,,
wfo-0000274144,विष झार्ने  (Bish jharne),विष झार्ने ,Bish jharne,,
wfo-0000274133,विष झार्ने  (Bish jharne),विष झार्ने ,Bish jharne,,
wfo-0000274566,बीर बाँको  (Bir banko),बीर बाँको ,Bir banko,,
wfo-0000275001,"ढोकायो, तीनपाते  (Dhokayo, Tinpate)","ढोकायो, तीनपाते ","Dhokayo, Tinpate",,
wfo-0000917419,"कर्कलो, गाभा  (Karkalo, Gava)","कर्कलो, गाभा ","Karkalo, Gava",,
wfo-0000223543,काँडे कर्कलो  (Kande karkalo),काँडे कर्कलो ,Kande karkalo,,
wfo-0000224440,हाँसको चिउरा (Hansko chiura),हाँसको चिउरा,Hansko chiura,,
wfo-0000273956,"जल कुम्भी, पानी बन्दा  (Jal kumbhi, Pani banda)","जल कुम्भी, पानी बन्दा ","Jal kumbhi, Pani banda",,
wfo-0000295503,"जलुका, माने (Jaluka, Mane)","जलुका, माने","Jaluka, Mane",,
wfo-0000295504,"कालो पिँडालु, जलुका  (Kalo pindalu, Jaluka)","कालो पिँडालु, जलुका ","Kalo pindalu, Jaluka",,
wfo-0000295963,"हड्डी जोर, कान चिरुवा  (Haddi jor, Kan chiruwa)","हड्डी जोर, कान चिरुवा ","Haddi jor, Kan chiruwa",,
wfo-0000304967,वन कर्कलो  (Ban karkalo),वन कर्कलो ,Ban karkalo,,
wfo-0000916133,तालु  (Talu),तालु ,Talu,,
wfo-0000307271,"कान चिर्नु, गज पिप्ला (Kan chirnu, Gaj pipla)","कान चिर्नु, गज पिप्ला","Kan chirnu, Gaj pipla",,
wfo-0000328982,निखिश (Nikhish),निखिश,Nikhish,,
wfo-0000755476,जल पर्नी  (Jal parnee),जल पर्नी ,Jal parnee,,
wfo-0000762564,कर्कले झार  (Karkale jhar),कर्कले झार ,Karkale jhar,,
wfo-0000770507,वन रभेगा  (Ban rabhega),वन रभेगा ,Ban rabhega,,
wfo-0000738042,कानपाते  (Kanpate),कानपाते ,Kanpate,,
wfo-0000770592,लसुने  (Lasune),लसुने ,Lasune,,
wfo-0000769366,पानी उन्यु  (Pani unyu),पानी उन्यु ,Pani unyu,,
wfo-0000769606,जल पालक  (Jal palak),जल पालक ,Jal palak,,
wfo-0000770251,"सलिल कुन्तला, फुल्के कमल  (Salil kuntala, Fulke kamal)","सलिल कुन्तला, फुल्के कमल ","Salil kuntala, Fulke kamal",,
wfo-0000770262,फुल्के कमल  (Fulke kamal),फुल्के कमल ,Fulke kamal,,
wfo-0000770185,ना–रम (Na-ram: Tibetan),ना–रम,Na-ram: Tibetan,,
wfo-0000769797,पानी झार  (Pani jhar),पानी झार ,Pani jhar,,
wfo-0000769905,पानी झार  (Pani jhar),पानी झार ,Pani jhar,,
wfo-0000769912,पानी झार  (Pani jhar),पानी झार ,Pani jhar,,
wfo-0000755348,पाङ्ग (Pang: Tamang),पाङ्ग,Pang: Tamang,,
wfo-0000342477,निलमणि (Nilmani),निलमणि,Nilmani,,
wfo-0000388864,घर तरुल  (Ghar tarul),घर तरुल ,Ghar tarul,,
wfo-0000389411,"भ्याकुर, गिठ्ठा (Bhyakur, Gittha)","भ्याकुर, गिठ्ठा","Bhyakur, Gittha",,
wfo-0000390472,"कुकुर तरुल, काँडे भ्याकुर  (Kukur tarul, Kande bhyakur)","कुकुर तरुल, काँडे भ्याकुर ","Kukur tarul, Kande bhyakur",,
wfo-0000390601,"सुथानी तरुल, काँडे तरुल (Suthani tarul, Kande tarul)","सुथानी तरुल, काँडे तरुल","Suthani tarul, Kande tarul",,
wfo-0000390742,पातली तरुल  (Patali tarul),पातली तरुल ,Patali tarul,,
wfo-0000390828,वन तरुल  (Ban tarul),वन तरुल ,Ban tarul,,
wfo-0000391093,"भार्लाङ्ग, गिठ्ठो  (Bharlang, Gittho)","भार्लाङ्ग, गिठ्ठो ","Bharlang, Gittho",,
wfo-0000391496,"रानी भ्याकुर, त्यागुना  (Rani bhyakur, Tyaguna)","रानी भ्याकुर, त्यागुना ","Rani bhyakur, Tyaguna",,
wfo-0000393431,"मिठे तरुल, जगल्टे भ्याकुर  (Mithe tarul, Jagalte bhyakur)","मिठे तरुल, जगल्टे भ्याकुर ","Mithe tarul, Jagalte bhyakur",,
wfo-0000394023,"कुकुर तरुल, भ्याकुर  (Kukur tarul, Bhyakur)","कुकुर तरुल, भ्याकुर ","Kukur tarul, Bhyakur",,
wfo-0000394174,पाङ्लाङ्ग तरुल  (Panglang tarul),पाङ्लाङ्ग तरुल ,Panglang tarul,,
wfo-0000731477,"केउरा, वनतरी  (Keura, Bantari)","केउरा, वनतरी ","Keura, Bantari",,
wfo-0000730924,"वन घिउकुमारी, केतकी (Ban ghiukumari, Ketaki)","वन घिउकुमारी, केतकी","Ban ghiukumari, Ketaki",,
wfo-0000715243,सतुवा  (Satuwa),सतुवा ,Satuwa,,
wfo-0000715007,सतुवा  (Satuwa),सतुवा ,Satuwa,,
wfo-0000751103,नक्कली सतुवा  (Nakkali satuwa),नक्कली सतुवा ,Nakkali satuwa,,
wfo-0000765542,महजरी  (Mahajari),महजरी ,Mahajari,,
wfo-0000765544,"महजरी, सानो कुकुरडाइनु  (Mahajari, Sano kukurdainu)","महजरी, सानो कुकुरडाइनु ","Mahajari, Sano kukurdainu",,
wfo-0000769245,"केवरी, हरितालि फूल  (Kewari, Haritali phul)","केवरी, हरितालि फूल ","Kewari, Haritali phul",,
wfo-0000740704,"चोपचिनी, कुकुरडाइनु  (Chopchini, Kukurdainu)","चोपचिनी, कुकुरडाइनु ","Chopchini, Kukurdainu",,
wfo-0000742584,चटलाङ्ग  (Chatlang),चटलाङ्ग ,Chatlang,,
wfo-0000773544,"चोपचिनी, सानो कुकुरडाइनु  (Chopchini, Sano kukurdainu)","चोपचिनी, सानो कुकुरडाइनु ","Chopchini, Sano kukurdainu",,
wfo-0000742709,हाडे कुकुरडाइनु  (Hade kukurdainu),हाडे कुकुरडाइनु ,Hade kukurdainu,,
wfo-0000741815,नादर  (Nadar),नादर ,Nadar,,
wfo-0000741992,कुकुरडाइनु  (Kukurdainu),कुकुरडाइनु ,Kukurdainu,,
wfo-0000741997,चोपचिनी  (Chopchini),चोपचिनी ,Chopchini,,
wfo-0000762955,घिउपाते  (Ghiupate),घिउपाते ,Ghiupate,,
wfo-0000763752,रेछेमा  (Rechhema),रेछेमा ,Rechhema,,
wfo-0000767733,काकोली  (Kakoli),काकोली ,Kakoli,,
wfo-0000768544,खिरौँला  (Khiraunla),खिरौँला ,Khiraunla,,
wfo-0000768660,सानो काकोली  (Sano kakoli),सानो काकोली ,Sano kakoli,,
wfo-0000773263,खिरौँला  (Khiraunla),खिरौँला ,Khiraunla,,
wfo-0000679061,"खिरौँला, वन लसुन   (Khiraunla, Ban lasun)","खिरौँला, वन लसुन  ","Khiraunla, Ban lasun",,
wfo-0000677186,काकोली  (Kakoli),काकोली ,Kakoli,,
wfo-0000773745,वन लसुन  (Ban lasun),वन लसुन ,Ban lasun,,
wfo-0000679638,तिते पिँडालु  (Tite pindalu),तिते पिँडालु ,Tite pindalu,,
wfo-0000681533,सानो काकोली  (Sano kakoli),सानो काकोली ,Sano kakoli,,
wfo-0000738143,खिरौँला  (Khiraunla),खिरौँला ,Khiraunla,,
wfo-0001426257,रसना  (Rasana),रसना ,Rasana,,
wfo-0000867573,प्याजी सुनाखरी  (Pyaji sunakhari),प्याजी सुनाखरी ,Pyaji sunakhari,,
wfo-0000282008,गाभा  (Gava),गाभा ,Gava,,
wfo-0000381072,"गामडोल, कालादाना  (Gamdol, Kaladana)","गामडोल, कालादाना ","Gamdol, Kaladana",,
wfo-0000763963,बाँदरको धोती  (Bandarko dhoti),बाँदरको धोती ,Bandarko dhoti,,
wfo-0000763985,पङ्खा फूल  (Pankha phul),पङ्खा फूल ,Pankha phul,,
wfo-0000764631,पङ्खा फूल  (Pankha phul),पङ्खा फूल ,Pankha phul,,
wfo-0000907404,चाँदी गाभा  (Chandi gava),चाँदी गाभा ,Chandi gava,,
wfo-0000907447,"चाँदी गाभा, भालु केरा  (Chandi gava, Bhalu kera)","चाँदी गाभा, भालु केरा ","Chandi gava, Bhalu kera",,
wfo-1000026210,हात्ती टाउके  (Hatti tauke),हात्ती टाउके ,Hatti tauke,,
wfo-0000907823,थुर गाभा  (Thur gava),थुर गाभा ,Thur gava,,
wfo-0000908273,"पत्थर केरा, भालु केरा  (Patthar kera, Bhalu kera)","पत्थर केरा, भालु केरा ","Patthar kera, Bhalu kera",,
wfo-0000908562,चाँदी गाभा  (Chandi gava),चाँदी गाभा ,Chandi gava,,
wfo-0000908882,जिवन्ती  (Jiwanti),जिवन्ती ,Jiwanti,,
wfo-0000908934,थुरगाउजो  (Thurgaujo),थुरगाउजो ,Thurgaujo,,
wfo-0000934297,हरजोर  (Harjor),हरजोर ,Harjor,,
wfo-0000934366,थिर गाभा  (Thir gava),थिर गाभा ,Thir gava,,
wfo-0000935276,"जिब्रे, ठूलो काकोली  (Jibre, Thulo kakoli)","जिब्रे, ठूलो काकोली ","Jibre, Thulo kakoli",,
wfo-0000935404,खुजुक्पा  (Khujukpa: Amchi),खुजुक्पा ,Khujukpa: Amchi,,
wfo-0000936626,"पाँच औँले, हाथेजरा  (Panch aunle, Hathejara)","पाँच औँले, हाथेजरा ","Panch aunle, Hathejara",,
wfo-0000938389,जिवन्ती  (Jiwanti),जिवन्ती ,Jiwanti,,
wfo-0000938987,सुनगाभा  (Sungava),सुनगाभा ,Sungava,,
wfo-0000939715,बावर  (Bawar),बावर ,Bawar,,
wfo-0000939749,जिवन्ती  (Jiwanti),जिवन्ती ,Jiwanti,,
wfo-0000943409,टुकुना  (Tukuna),टुकुना ,Tukuna,,
wfo-0000959699,हात्ती पाइले  (Hatti paile),हात्ती पाइले ,Hatti paile,,
wfo-0000959806,हात्ती पाइले  (Hatti paile),हात्ती पाइले ,Hatti paile,,
wfo-0000974607,"नक्कली भृङ्गराज, नक्कली जिवन्ती  (Nakkali bhringraj, Nakkali jiwanti)","नक्कली भृङ्गराज, नक्कली जिवन्ती ","Nakkali bhringraj, Nakkali jiwanti",,
wfo-0000976647,"हात्ती जरा, नक्कली पाँच औँले  (Hatti jara, Nakkali panch aunle)","हात्ती जरा, नक्कली पाँच औँले ","Hatti jara, Nakkali panch aunle",,
wfo-0000977656,सँकलो  (Sankalo),सँकलो ,Sankalo,,
wfo-0000977865,थुनमा  (Thunma),थुनमा ,Thunma,,
wfo-0001345840,कङ्गाछा  (Kangachha),कङ्गाछा ,Kangachha,,
wfo-0000231045,अर्जोना  (Arjona),अर्जोना ,Arjona,,
wfo-0000231053,"कौवाको केरा, बोेरि झार  (Kauwako kera, Bori jhar)","कौवाको केरा, बोेरि झार ","Kauwako kera, Bori jhar",,
wfo-0000234051,रसाभक  (Rasabhak),रसाभक ,Rasabhak,,
wfo-0000251655,स्थल कमल  (Sthal kamal),स्थल कमल ,Sthal kamal,,
wfo-0000264277,"हरजोर, थुर्जो  (Harjor, Thurjo)","हरजोर, थुर्जो ","Harjor, Thurjo",,
wfo-0000276417,"हात्ती टाउके, बत्ती टाउके  (Hatti tauke, Batti tauke)","हात्ती टाउके, बत्ती टाउके ","Hatti tauke, Batti tauke",,
wfo-0000276433,लसुन पाते  (Lasun pate),लसुन पाते ,Lasun pate,,
wfo-0000276458,"लसुन पाते, शक्ति गुम्बा  (Lasun pate, Shakti gumba)","लसुन पाते, शक्ति गुम्बा ","Lasun pate, Shakti gumba",,
wfo-0000296590,घोडे गाभा  (Ghode gava),घोडे गाभा ,Ghode gava,,
wfo-0000304818,"गामडोल, थाम्नी  (Gamdol, Thamni)","गामडोल, थाम्नी ","Gamdol, Thamni",,
wfo-0000304817,थाम्नी  (Thamni),थाम्नी ,Thamni,,
wfo-0000313100,बेरुवे सुनाखरी  (Beruwe sunakhari),बेरुवे सुनाखरी ,Beruwe sunakhari,,
wfo-0000323569,"चाँदे फूल, गोलाईनो  (Chande phul, Golaino)","चाँदे फूल, गोलाईनो ","Chande phul, Golaino",,
wfo-0000331006,"भ्यागुते फूल, हरचुर  (Bhyagute phul, Harchur)","भ्यागुते फूल, हरचुर ","Bhyagute phul, Harchur",,
wfo-0000331116,"गाइतबारे, हरजोर  (Gaitabare, Harjor)","गाइतबारे, हरजोर ","Gaitabare, Harjor",,
wfo-0000331118,हरजोर  (Harjor),हरजोर ,Harjor,,
wfo-0000764802,कालो मुस्ली  (Kalo musli),कालो मुस्ली ,Kalo musli,,
wfo-0000668239,"वन सिरु, कर्सुल   (Ban siru, Karsul)","वन सिरु, कर्सुल  ","Ban siru, Karsul",,
wfo-0000691636,धोति सरो  (Dhoti saro),धोति सरो ,Dhoti saro,,
wfo-0000783212,बोझो झार  (Bojho jhar),बोझो झार ,Bojho jhar,,
wfo-0000783257,पद्म पुष्कर  (Padma puskar),पद्म पुष्कर ,Padma puskar,,
wfo-0000796076,"खड्गदारी, टयाङ्ग पत्रे   (Khadgadari, Tyang patre)","खड्गदारी, टयाङ्ग पत्रे  ","Khadgadari, Tyang patre",,
wfo-0000783503,"पिपेरी, पद्म पुष्कर   (Piperi, Padma puskar)","पिपेरी, पद्म पुष्कर  ","Piperi, Padma puskar",,
wfo-0000755908,जङ्गली लसुन  (Jangali lasun),जङ्गली लसुन ,Jangali lasun,,
wfo-0000756208,"लसुने साग, जिम्बु   (Lasune sag, Jimbu)","लसुने साग, जिम्बु  ","Lasune sag, Jimbu",,
wfo-0000757055,जङ्गली लसुन  (Jangali lasun),जङ्गली लसुन ,Jangali lasun,,
wfo-0000757068,जिम्बु  (Jimbu),जिम्बु ,Jimbu,,
wfo-0000757365,चिउ गोग  (Chiu gog: Tibetan),चिउ गोग ,Chiu gog: Tibetan,,
wfo-0000757447,जिम्बु  (Jimbu),जिम्बु ,Jimbu,,
wfo-0000757641,दुँडूको साग  (Dunduko sag),दुँडूको साग ,Dunduko sag,,
wfo-0000757747,"वन लसुन, जिम्बु झार   (Ban lasun, Jimbu jhar)","वन लसुन, जिम्बु झार  ","Ban lasun, Jimbu jhar",,
wfo-0000764384,"हाडे फूल, हाडे लसुन   (Hade phul, Hade lasun)","हाडे फूल, हाडे लसुन  ","Hade phul, Hade lasun",,
wfo-0000764562,हाडे फूल  (Hade phul),हाडे फूल ,Hade phul,,
wfo-0000752298,चुलोचा स्वाँ  (Chulocha swan: Newari),चुलोचा स्वाँ ,Chulocha swan: Newari,,
wfo-0000754119,केतुकी  (Ketuki),केतुकी ,Ketuki,,
wfo-0000754224,"केतुकी, हाथी बार   (Ketuki, Hathi bar)","केतुकी, हाथी बार  ","Ketuki, Hathi bar",,
wfo-0000631214,मुस्ली काँडा  (Musli kanda),मुस्ली काँडा ,Musli kanda,,
wfo-0000632104,कुरिलो  (Kurilo),कुरिलो ,Kurilo,,
wfo-0000632511,"वन कुरिलो, सतावरी   (Ban kurilo, Satawari)","वन कुरिलो, सतावरी  ","Ban kurilo, Satawari",,
wfo-0000634415,"कुरिलो, झिरझिरे काँडा, सतावरी    (Kurilo, Jhirjhire kanda, Satawari)","कुरिलो, झिरझिरे काँडा, सतावरी   ","Kurilo, Jhirjhire kanda, Satawari",,
wfo-0000763227,दँति साग  (Danti sag),दँति साग ,Danti sag,,
wfo-0000763497,"वन प्याज, दँति साग   (Ban pyaj, Danti sag)","वन प्याज, दँति साग  ","Ban pyaj, Danti sag",,
wfo-0000763658,सेतो मुस्ली  (Seto musli),सेतो मुस्ली ,Seto musli,,
wfo-0000766126,वन प्याज  (Ban pyaj),वन प्याज ,Ban pyaj,,
wfo-0000690868,सेतो जरा  (Seto jara),सेतो जरा ,Seto jara,,
wfo-0000690684,"खिरिङ्लो, सिकारी साग   (Khiringlo, Sikari sag)","खिरिङ्लो, सिकारी साग  ","Khiringlo, Sikari sag",,
wfo-0000673555,"वन कसुर, गाडे माला   (Ban kasur, Gade mala)","वन कसुर, गाडे माला  ","Ban kasur, Gade mala",,
wfo-0000716172,खिरौँला  (Khiraunla),खिरौँला ,Khiraunla,,
wfo-0000716490,चनरा  (Chanara),चनरा ,Chanara,,
wfo-0000716898,खिरौँला  (Khiraunla),खिरौँला ,Khiraunla,,
wfo-0000716855,"खिरौँला, केरुवा   (Khiraunla, Keruwa)","खिरौँला, केरुवा  ","Khiraunla, Keruwa",,
wfo-0000922480,तमुर्के  (Tamurke: Gurung),तमुर्के ,Tamurke: Gurung,,
wfo-0000748972,जङ्गली प्याज  (Jangali pyaj),जङ्गली प्याज ,Jangali pyaj,,
wfo-0000753905,"बेत, गौरी बेत   (Bet, Gauri bet)","बेत, गौरी बेत  ","Bet, Gauri bet",,
wfo-0000757133,फेक्रि बेत  (Fekri bet),फेक्रि बेत ,Fekri bet,,
wfo-0000757303,डाङ्ग्रे बेत  (Dangre bet),डाङ्ग्रे बेत ,Dangre bet,,
wfo-0000760674,"पानी बेत, बेत लौरी   (Pani bet, Bet lauri)","पानी बेत, बेत लौरी  ","Pani bet, Bet lauri",,
wfo-0000269737,"थाकल, खजुर   (Thakal, Khajur)","थाकल, खजुर  ","Thakal, Khajur",,
wfo-0000269784,"खजुर, थाकल   (Khajur, Thakal)","खजुर, थाकल  ","Khajur, Thakal",,
wfo-0000269807,"खजुर, ताडी   (Khajur, Tadi)","खजुर, ताडी  ","Khajur, Tadi",,
wfo-0000275161,हिमाली बेत  (Himali bet),हिमाली बेत ,Himali bet,,
wfo-0000358154,काने झार  (Kane jhar),काने झार ,Kane jhar,,
wfo-0000358648,सिम काने  (Sim kane),सिम काने ,Sim kane,,
wfo-0000360346,"बुकी, काने झार  (Buki, Kane jhar)","बुकी, काने झार ","Buki, Kane jhar",,
wfo-0000361194,कटस प्रिय  (Katas priya),कटस प्रिय ,Katas priya,,
wfo-0000366339,तेने झार  (Tene jhar),तेने झार ,Tene jhar,,
wfo-0000366429,सानो काने  (Sano kane),सानो काने ,Sano kane,,
wfo-0000425179,सिमकाने घाँस  (Simkane ghans),सिमकाने घाँस ,Simkane ghans,,
wfo-0000473445,"स्याल मुस्ली, निगाले गाभा  (Syal musli, Nigale gava)","स्याल मुस्ली, निगाले गाभा ","Syal musli, Nigale gava",,
wfo-0000473534,निगाले गाभा  (Nigale gava),निगाले गाभा ,Nigale gava,,
wfo-0000473651,"मसिनो काने, काने झार  (Masino kane, Kane jhar)","मसिनो काने, काने झार ","Masino kane, Kane jhar",,
wfo-0000589094,सेतो खाने फूल  (Seto khane phul),सेतो खाने फूल ,Seto khane phul,,
wfo-0000501039,जल कुम्भी  (Jal kumbhee),जल कुम्भी ,Jal kumbhee,,
wfo-0000501077,"निलो जलुके, दलकच्छु  (Nilo jaluke, Dalkachchhu)","निलो जलुके, दलकच्छु ","Nilo jaluke, Dalkachchhu",,
wfo-0000501333,"निलो जलुके, कर्कले झार  (Nilo jaluke, Karkale jhar)","निलो जलुके, कर्कले झार ","Nilo jaluke, Karkale jhar",,
wfo-0000407843,वन केरा  (Ban kera),वन केरा ,Ban kera,,
wfo-0000473990,वन केरा  (Ban kera),वन केरा ,Ban kera,,
wfo-0001354099,बेत लौरी  (Bet lauri),बेत लौरी ,Bet lauri,,
wfo-0000338600,जङ्गली सुकुमेल  (Jangali sukumel),जङ्गली सुकुमेल ,Jangali sukumel,,
wfo-0000338640,"कुरँजन, कुलँजन  (Kuranjan, Kulanjan)","कुरँजन, कुलँजन ","Kuranjan, Kulanjan",,
wfo-0000338744,सेतो बोझो  (Seto bojho),सेतो बोझो ,Seto bojho,,
wfo-0000339263,"अलैँची, ठूलो अलैँची  (Alainchi, Thulo alainchi)","अलैँची, ठूलो अलैँची ","Alainchi, Thulo alainchi",,
wfo-0000353044,"गग्लेटो, पानी सरो  (Gagleto, Pani saro)","गग्लेटो, पानी सरो ","Gagleto, Pani saro",,
wfo-0000365429,"बर्खे सर्रो, कालो बेसार  (Barkhe sarro, Kalo besar)","बर्खे सर्रो, कालो बेसार ","Barkhe sarro, Kalo besar",,
wfo-0000365436,"वन हलेदो, कचुर  (Ban haledo, Kachur)","वन हलेदो, कचुर ","Ban haledo, Kachur",,
wfo-0000415635,मधु  (Madhu),मधु ,Madhu,,
wfo-0000430226,देवी सरो  (Devi saro),देवी सरो ,Devi saro,,
wfo-0000430646,"पानी सरो, देवी सरो  (Pani saro, Devi saro)","पानी सरो, देवी सरो ","Pani saro, Devi saro",,
wfo-0000435716,रातो सरो  (Rato saro),रातो सरो ,Rato saro,,
wfo-0000435787,दुध केवारा  (Dudh kewara),दुध केवारा ,Dudh kewara,,
wfo-0000435868,धुँगल हाप्ती  (Dhungal hapti: Tamang),धुँगल हाप्ती ,Dhungal hapti: Tamang,,
wfo-0000435904,रातो सरो  (Rato saro),रातो सरो ,Rato saro,,
wfo-0000435934,सुन क्यामरा  (Sun kyamara),सुन क्यामरा ,Sun kyamara,,
