taxonID,vernacularName,identifier,source,language,,,,,,,,,,,,,,,
wfo-0000344220,Carex brûlé,13B4D267-A7E8-4DC0-B2EC-21B98F64B383,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344242,Summer sedge,416AEF23-8C37-46AC-B184-F997332923EF,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344282,White sedge,C2E7A9DF-C7EE-4CA0-8308-040403AED816,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344300,Carex du lac à l’Ours-Blanc,228E769C-986F-41E3-B39E-EE1C617F4E60,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344320,Carex alopécoïde,C53FB5C8-FFD9-43F6-B9D3-DBB82FE226D9,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344445,Carex à gaine tronguée,AFF40F96-8BAA-4751-A7E3-B80CABDC0797,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344478,Carex des Appalaches,ECD74896-17C6-471B-AD5A-A3A71EC3AB0E,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344500,Carex aquatique,B209D0F9-D897-489A-AA7F-727EBA099D17,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344517,Carex subétroit,57FE2A13-67D9-4C75-8F35-80C432439D4A,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344530,Carex dru,7E1B29F5-8CA2-4BF1-BB90-C7F307A7C332,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344532,"Drooping woodland sedge, carex comprimé",3687EE45-A7A3-490D-8E68-2ADF98C434BA,,,,,,,,,,,,,,2004-05-21,,,2004-03-17
wfo-0001301617,"Silvery-flowered sedge, carex argenté",BADBEED5-BA6F-4254-8116-D5866B6C8ADC,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344638,Assiniboia sedge,8D13F7A3-AA22-4928-B88D-4D044A45F1B7,,,,,,,,,,,,,,2004-05-21,,,2003-02-14
wfo-0000344649,Carex épi-de-blé,225F2ABA-152E-4620-A880-441A22BAA4AE,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344665,Carex atlantique,8ADD3273-1B88-4356-8DAA-05BD102A4F1B,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344717,Carex atratiforme,EAB6674D-243A-4CF4-B398-70A912C58CCC,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344756,Carex doré,B66F089C-C25E-41D2-A927-2ED4294536DF,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344797,"Back’s sedge, carex de Back",D8E58573-34BE-48D8-A333-8F4BA4EC0CB7,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344802,Carex de Bailey,975F5238-D949-4EDF-8BBB-1A9596E9B847,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344852,Carex de Bebb,DEDDA95B-A9A1-4B82-960B-059538FAB08A,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344895,Carex bicolore,082FBA89-DE3E-4A30-9BB5-4D8863C5D6B9,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344915,Carex de Bigelow,2D4D9092-BB8A-437F-8E98-8DDFB0198918,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000344953,Carex lisse,F304131E-316B-4071-826A-1D08A45C54BF,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345100,Carex à têtes,0DDD8208-6C90-421C-8225-DB440B21F14B,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345159,Carex brunâtre,4BA59C49-D7FC-428B-9AAB-D4E2D0937C6F,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345163,Carex à épis globulaires,CDE3BD95-2315-4507-8925-D1BC83722CFA,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345198,Carex de Buxbaum,FC659F35-C602-4AC7-BCF4-46CC80011777,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345258,Carex blanchâtre,351CEF37-980E-478F-A86F-6AA9A1A43ECB,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345261,Carex disjoint,7F40AE40-E48B-4A4C-B450-866E0113E1C2,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000766953,Sierra foothills fawn-lily,C3BC0FFB-370B-483A-877A-27B344BB2B16,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000766958,Oregon fawn-lily,2C9F2D0C-C727-4B2C-A68E-B6AE52625937,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000766965,Golden fawn-lily,E7455A95-F495-4A06-87EE-06281C55EC50,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000766966,Minnesota dwarf trout-lily,1037836A-7D1C-4F5D-B705-56C57ACCC72B,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000766967,Sierra Nevada fawn-lily,230CCD12-6B75-47B8-AC14-2DC76CADD558,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000766968,Kaweah Lakes fawn-lily,3C451A9E-D3C7-4E66-8B29-01490D4B2536,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000766969,Quinault fawn-lily,E32CBD7B-8327-4486-88C2-90EF381C741B,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000766970,Pink fawn-lily,E3205730-38FE-4C15-ADC2-E2D61727F5DD,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000766972,Beaked trout-lily,4AA05A24-6DB8-4EE5-B343-AFA64D2DD71D,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000766976,Taylor’s fawn-lily,8CD10816-D8F3-4B36-8DD7-61954FED5441,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000766977,Tuolumne fawn-lily,1849CBD3-E0CC-42BC-8903-A6F3EEFDB8B6,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000766978,Dimpled trout-lily,52A9F88F-1F9C-4687-B603-9A9718EA1F31,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000959647,Wild coco,83C8BC13-20A2-4EAF-8EFC-820285A566A6,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000767653,Checker-lily,43ECE73A-0795-4137-BD31-CC8F5E34678C,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000767654,Stinkbells,11F4268E-D2C1-4034-BAD6-6F6FC6736C94,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000767697,"Chocolate-lily, mission bells",EFE3A2AD-FD6D-4886-B066-08F9CED59784,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000767706,Greenhorn fritillary,9FB4C894-4528-4644-A02B-2F2E2FC0277C,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000767772,Butte County fritillary,EE6323A1-077B-43AF-92E7-680EB3BC3F9F,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000767790,Talus fritillary,771DEDA0-A7CB-47D0-9E16-252054C35878,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000767895,Fragrant fritillary,D0B25542-F30E-481D-A547-E3D5FF72FDC7,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000767956,Brown bells,CE99C100-5772-4DCF-AD63-9DD4E6CCE2A6,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000767986,Ojai fritillary,D693EC3B-FF46-4DDD-8741-33B37C8AF979,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000768019,Adobe-lily,2836F6C5-F756-44A2-ADAA-D0BAB1FBEEFB,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000768035,Yellow fritillary,DB39889C-D91B-4E92-BDE1-3737B2442C20,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000768038,Purdy’s fritillary,E7005B1D-EE27-4B54-BA2A-54DD50770EFF,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000768052,Scarlet fritillary,17AC5047-606E-4921-B212-0DBBFC5ECC65,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000768090,Striped adobe-lilyStriped adobe-lily,726F5ABF-698D-415D-BEE8-B8E90D2B5EA1,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000768151,San Benito fritillary,07AB4224-379E-49C8-A233-462F3A21E66D,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000974724,"Menzies’s giant rattlesnake-plantain, giant rattlesnake-plantain, goodyérie à feuilles oblongues",139800E4-3AF3-4812-9127-4629ABB144FF,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000974748,"Downy rattlesnake-plantain, goodyérie pubescente",69541ECB-D49C-457A-8E43-96FE705F256F,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000974794,"Checkered rattlesnake-plantain, goodyérie panachée",93A3E214-74B0-4F47-9C7C-DAFC392822B6,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000978505,"Long-horned habenaria, Michaux’s orchid",85BEA97D-125F-4B25-83DE-314A0E21E221,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000978533,"Water-spider orchid, Floating orchid, water orchid",25A6C99E-5283-460F-A6E7-2FFA3642D99D,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000657970,"Red yucca, red hesperaloe",A06B653A-F091-4B51-B353-63D8133832AD,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000441495,Hétéranthère litigieuse,00D67453-8C6B-41A5-815B-880F82C1EB88,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000982231,"Greenman’s hexalectris, giant coral-root, Greenman’s cock’s-comb",FCEBDD68-7A00-4081-AC96-9DEBC400256E,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000982233,"Glass Mountain coral-root, shining cock’s-comb",AC4CB415-D232-4E45-B4BC-1E405074D115,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000982235,"Curly coral-root, Correll’s cock’s-comb",313F56DF-C944-437A-938D-F5A8D63CC911,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000982236,Crested coral-root,CCB77CE0-D8C4-4FE7-98E3-881E7E17282A,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000982241,Texas purple-spike,2E55485D-7DB8-4031-8FF2-784F1DFA0C5F,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000666598,Florida panhandle spider-lily,473C010F-BCF5-421D-81D3-A26FFBEDE2A8,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000666687,"Shoals spider-lily, cahaba-lily",A11C4DC6-D65C-43F0-B8F1-05C96F3886F1,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000666698,Coastal Carolina spider-lily,9B54B8B9-38E1-413B-BC70-BCE24D5BF7FD,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000666890,Cow Creek spider-lily,99FD03AE-FD6A-4F93-9C0B-D51130B40758,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000345294,Carex capillaire,2A1555E0-47CC-4984-B590-EE4E05D4F254,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000345323,Carex capité,4FB10FC5-3DEA-4A3C-832B-F9AA9EB7BC60,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000345383,"Chestnut sedge, carex châtain",B305D4A1-48FE-4DE3-ACEC-A5D1637E6328,,,,,,,,,,,,,,2004-05-21,,,2003-02-14
wfo-0001301698,Carex céphaloïde,8DE6D0BB-746F-41AD-AB05-39334EDD36FA,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345417,Carex porte-tête,3125B85D-B307-4E41-BE8D-3A629B561369,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345487,"Cherokee sedge, wolftail sedge",2F8AB591-B536-4525-BCAF-C90164947FD2,,,,,,,,,,,,,,2004-05-21,,,2003-02-14
wfo-0000345526,Carex à long rhizome,91A57388-2F98-4407-BA97-298C998FFC06,,,,,,,,,,,,,,2004-05-21,,,2016-08-23
wfo-0000345624,Carex commun,411A61EC-207B-46F3-8BCE-9CE224873C3B,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345628,Carex à toupet,FD8F3499-109C-4202-8F52-C3E7D73D613B,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345645,"Northern elegant sedge, carex élégant",688A0AC0-FAF8-4C11-B428-A1556A61B867,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345646,Northwest sedge,ACDFCA89-7DFE-4C79-A362-7312811E99E7,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345678,Carex conoïde,A963EDD9-1B31-439E-9734-B3CD00998CCD,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345713,Cordilleran sedge,A3E9739A-F044-4E3C-B77F-E5704406D54D,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0001301619,Carex de Crawe,17DBF29D-CB89-4F5D-933A-E021E2AB8598,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345750,Carex de Crawford,4E68333D-21DC-41D5-83AE-48DA37547B2C,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345762,Carex crépu,F604AA4C-1FDB-4258-9EF7-E61AAB5E43F8,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345775,Carex accrêté,9623118B-DDC2-4D71-B90A-CA63974AC60C,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345797,Carex à écailles cachées,ABC714F0-0E56-4D11-A416-97D2D556D5BE,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345808,Carex dense,95600907-FB20-4F4D-8DCC-62D7669BE30D,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000345904,Davis’ sedge,12B6042E-11B9-4904-B7AA-81076BF5C754,,,,,,,,,,,,,,2004-05-21,,,2003-02-14
wfo-0000345914,"White-edge sedge, weak sedge",F7440AC0-F029-4F72-9A25-B432E4A0AF80,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000345923,Carex de Rudge,5A914FE7-11CD-44C6-A9EB-A0BB8C5611C5,,,,,,,,,,,,,,2004-05-21,,,2003-02-14
wfo-0000345947,Carex déprimé,F7DE0004-624E-40BF-9232-CBA819C477FD,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000346026,Carex digital,92822C7D-BC18-4A91-8202-152E624AA20D,,,,,,,,,,,,,,2004-05-21,,,2004-03-08
wfo-0000346108,Carex disperme,3B325C3C-BBB6-4F6C-904A-2832D55EC0BA,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000346148,Carex distique,B4CF1667-B7D9-4818-AD8C-096CEA4A474B,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000346290,Carex ivoirin,BAA69AE8-FC46-4983-80D9-FFD388B9CB7E,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000346300,Carex étoilé,A75CAD33-11A4-4C7F-B455-EDC4F41BA2FB,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000346480,Carex maigre,C2CA09A4-DF6D-42FD-9B6B-454AD0AC3755,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000346670,"Yellow sedge, carex jaune",FC08402C-22E3-4FBA-AA7C-AE5C925074DE,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000346749,Carex fourrager,0482D981-A3B6-4364-B3CD-9BDB156C210B,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000346777,Carex folliculé,942FECDD-C4DA-438D-BFB3-0E49CD64AEE5,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000346797,"Handsome sedge, carex joli",DB37113A-F58E-4D4E-BFBD-C70AFD8E861A,,,,,,,,,,,,,,2004-05-21,,,2003-02-14
wfo-0000346846,Carex fuligineux,A44690CB-1FF7-45A6-B525-58F7EACD62CF,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000346929,Carex de Garber,F214BB24-3727-4802-801C-9D62C024BE57,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000346977,Elk sedge,A4CE22E3-DADC-489E-9C69-ECDF1C9ACA42,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000347002,Carex des glaces,8050FF02-1372-44FF-B92A-E804FF74FF2D,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000347011,Carex des graviers,7B6DF673-BFC6-45C9-A4C0-05CD230B82E2,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000347149,Carex grêle,313FFE04-41FD-4928-AE57-E0E47DCC1373,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000347195,"Graceful sedge, carex filiforme",3E6ED2F2-EE65-4846-8174-F423DC1E3578,,,,,,,,,,,,,,2004-05-21,,,2003-02-14
wfo-0000347219,Carex granuleux,CFF3EC02-8F1C-404F-812A-8736E6C818CA,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000347227,Carex de Gray,94DEF27D-CDC7-4DFF-9129-5BDC6904F910,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000347237,Carex gris,7B786101-0190-47E7-AE41-7F63E249E88D,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000347261,Carex gynandre,0267BA00-111E-4070-B3D3-2E73E2B150E9,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000347265,Carex à côtes,69A13194-70CC-4CF9-B970-4A84FD6027FF,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000347266,Olney’s hairy sedge,1DB4CD9C-7E94-421B-83C9-DD8121718542,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000347363,Carex de Hayden,0D6ECEC1-8D71-4D0C-92D8-1C0E3240A22E,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000347376,Carex des tourbières,B634560F-8DA3-41D4-BD5C-E024F903D9E6,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000347451,Carex hirsute,83E1A1AD-EA4B-42E2-9A8B-F56926341380,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000347452,Carex hérissé,17CD746A-3D5F-4797-9EC7-01C1A7F290EC,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000347475,Carex à feuilles poilues,61408C94-920B-4BDC-8E2B-7A1630E13AF4,,,,,,,,,,,,,,2004-05-21,,,2010-11-15
wfo-0000347483,"Fuzzy sedge, hairy Sierra sedge",9488BF0C-B9A0-4F38-B72F-12BF6CA024F5,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000347494,Carex de Hitchcock,BB6DBC5E-FF30-47D4-802C-6B47E736571B,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000347505,Carex à bec entier,3306E8F4-4AD2-422D-9C8F-0991042F6204,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000347533,Carex moniliforme,C7F34420-02E3-461D-80B5-7236E897F29A,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000667042,"Green spider-lily, Henry’s spider-lily",B511571F-2C79-45F6-B059-A64F23455863,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000667453,"Woodland, hammock, or northern spider-lily",F0F88E16-A4EE-4DFE-8092-4145584D213F,,,,,,,,,,,,,,2004-05-21,,,2004-03-08
wfo-0000667503,Alligator-lily,0671DAC3-B011-47FB-9595-9DA0BF6D7300,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000667678,Small cup spider-lily,7C8B35CD-69CE-453B-9D93-E51F35500027,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000667689,Dwarf spider-lily,195F492F-E4A5-445D-95E5-73752DDD5C88,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000667750,Spring-run spider-lily,4D919228-AB64-4BF0-BD21-594B73526059,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000667970,Florida spider-lily,E9203322-8123-4769-B368-EADFE838A360,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783158,Siskiyou iris,C1D3F25E-A08F-4CED-9B85-91400BE527B9,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783160,Short-stem iris,1E2AD53F-DA2A-4162-9A85-A19E14FD00F3,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783205,Yellow-leaf iris,27AE83BB-9895-408F-9BB4-DF59F965ABB5,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783236,Crested iris,3E556611-871A-4449-BEC3-13145A7C6410,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783279,Mountain iris,340E7A51-D5CD-4F0A-9C9E-A7E05BFE466F,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783322,Fernald’s iris,342C0D2F-1C1E-4393-9C2A-5B068D0FE2D7,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783359,Copper iris,15094B31-7AB7-4367-A23C-074E1FAD85A6,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783377,Giant blue iris,BF41FB9C-C910-4A6C-B982-A7F8CC74172C,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783417,Sierra iris,3B793374-8C88-4C68-B867-64DE1678433F,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783435,Carolina iris,1B86D79A-89F7-4068-98AA-60F9EB8150C2,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783449,"Beach-head iris, iris de Hooker",40A72378-99F0-47FE-953F-FCADE84B0664,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783477,Del Norte County iris,3EB19A06-A70A-474A-A9C3-C0F1381F8D18,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783526,Dwarf lake iris,2EB09F47-B4BD-4195-9344-AF5981491117,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783560,Long-petaled iris,3EB4DE3B-0FAD-41ED-BAE3-1878E9C2D7FA,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783586,Ground iris,671528D6-9F27-4B37-B355-508ACDB4A033,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783633,Rocky Mountain iris,71EF6A85-6D06-4759-AE5C-C9C92BD333DD,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000783647,Munz’s iris,065CF286-3A11-4FAE-AF38-146297CEE83C,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783747,Slender blue iris,51F50774-C778-4E6A-98FF-DB0BD8DF4D2A,,,,,,,,,,,,,,2004-05-21,,,2017-02-09
wfo-0000783768,Dwarf iris,A7AC2C48-A70B-4CE1-B1B0-C836E4FCA8A0,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000783771,Purdy’s iris,2E96FED5-61B2-441A-ACD0-74B54D8D2644,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783830,Prairie iris,D1CDDF33-0727-4C4D-AEF8-57624FB5031E,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783941,"Tough-leaf iris, Oregon flag",1FC8BCB6-F68C-4F59-A6EA-A8F2321556EF,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783954,Clackamas iris,D61307B8-A13E-435C-BAEE-DBC5E7F5AF8B,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000783955,Long-tube iris,C0F405C8-DFCA-42F8-9391-214BF1CA4C8D,,,,,,,,,,,,,,2004-05-21,,,2004-03-08
wfo-0000783980,Savannah iris,44F85632-AC97-4F9D-9833-7A1BC7638BA8,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000784014,Dwarf violet iris,BA34D2E5-5F25-4DAA-8103-09B4D1926DD3,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000784039,"Southern blue flag, iris de Virginie",9E9AC2BF-DFBE-49B7-A737-6C3E42AFB814,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000218106,Small whorled pogonia orchid,0E99FC0B-A010-4BB9-8F93-8C23CAB1BC7F,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000685470,Bolander’s lily,8A09F54A-EEC0-4426-9B37-312A60426480,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000684824,"Canada lily, lis du Canada",099D46FA-E89F-4DFA-BCA7-2D413C65C3A4,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000685068,Pine lily,7D56A252-D158-489F-B63F-B6B3C89BDC75,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000678175,Columbia lily,241C31E7-C475-40CA-BCF5-5A94D104C5A3,,,,,,,,,,,,,,2004-05-21,,,2017-04-05
wfo-0000677735,Gray’s lily,A2B447F2-B965-4A47-A03B-B7BF9B94AC75,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000677725,Humboldt lily,F05A48EF-BB51-4F61-A06B-5538BE38C3BA,,,,,,,,,,,,,,2004-05-21,,,2003-06-12
wfo-0000679182,Panhandle lily,0B9E00DD-C5AC-46C3-9FAA-0DEAA63EBD5F,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000677907,Kelley’s lily,FBE7B3D8-623E-4952-A3E2-C1472572A230,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000677823,Kellogg’s lily,5A67C686-E25D-4627-8967-9ED00B50DEA5,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000677263,Coast lily,F7E949C3-F760-4064-B70E-4C34A2A9F800,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000678701,Carolina lily,A877B1AE-319F-4E59-9CFD-968E833526AC,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000678723,Michigan lily,24ADFFDB-E76A-472D-914A-9E6AF719A823,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000678588,"Western lily, Eureka lily",AD10E6CD-C208-4187-87C1-110ED3171D82,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000677426,Lemon lily,AE749F4C-D2E8-4C84-85D7-218FAE576C4E,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000677563,"Alpine lily, Sierra tiger lily",6598E1A6-ECD1-4C4F-AD71-0811B3561175,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000677468,"Wood lily, lis de Philadelphie",8013FDA5-89C6-4229-89F7-486B4C07D705,,,,,,,,,,,,,,2004-05-21,,,2004-05-18
wfo-0000679225,Sandhills lily,B072FC9B-5580-46AC-98C2-46263E8C5A0C,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
wfo-0000677026,"Redwood lily, chaparral lily",1B69B3E0-0AF3-4A26-9B4D-5AB0563B3BB1,,,,,,,,,,,,,,2004-05-21,,,2004-03-22
