WFO-ID,Fl.Afr.centr.-ID,family,tribe/subfam.,genus,specificEpithet,infraspecificEpithet,scientificnameauthorship,taxonRank,taxon abbr. lookup,taxon abbr.,scientificnamelookup,scientificname,parentNameUsageID,typematerial,morphology,Classification,distribution,habitat,conservation,use,vernacular names,Notes/Observations,Key,Key as PDF,bibliographicCitation,other data,,,
wfo-0000769670,FAC028004008,Hydrocharitaceae,,Ottelia,verdickii,,Gürke,species,,,Ottelia verdickii,Ottelia verdickii,FAC028004000,"République démocratique du Congo, lac Moero, X.1900, Verdick s.n. (holo- : BR).","Herbe vivace, 0,6–2 m de hauteur ; racines oranges ; tige dressée, cormiforme, 2,5–4 cm de longueur. Feuilles adultes à pétiole de 6–44 cm ; limbe d’abord submergé, puis flottant, étroitement elliptique à elliptique-oblong, 15–100(–120) × 2–5(–10) cm, base cunéée à longuement atténuée, sommet aigu, bords ondulés, lisses ou portant des petites épines, surtout près du sommet, vert pâle à vert sombre, tacheté de pourpre ; nervures longitudinales principales (3–)7 à 11, scabres. Inflorescence : pédoncule 16–200 cm, rose à la base, vert foncé dans le haut, nettement épineux sous la spathe, finement épineux ou lisse plus bas, se rétractant en hélice après l’anthèse ; spathe 1-flore, cylindrique à étroitement oblongue-elliptique, dilatée dans la moitié inférieure, comprimée à trigone, 50–110 × 6–23 mm, à plusieurs côtes longitudinales portant des tubercules ou des épines robustes qui sont étalés ou orientés vers le sommet, déhiscente en 2 à 6 lobes au sommet. Fleur hermaphrodite ; sépales 15–25(–34) × 4,2–6,5 mm, mais atteignant 12 mm de largeur après l’anthèse, à sommet obtus, verts ou rouge pourpre pâle, 7-nervé, à bords souvent hyalins ; pétales obovales, 25–35 × ± 30 mm de largeur, très délicats, blancs ; étamines 9, filets étroitement triangulaires, 3–5 mm de longueur, anthères atteignant 10 mm de longueur, à appendice terminal de 1 mm ; ovaire étroitement ellipsoïde, trigone, approximativement aussi long que la spathe, ovules nombreux, apiculés ; styles (8–)9(–11), bifides depuis leur mi-hauteur, branches stigmatiques 13–25 mm. Fruit lagéniforme (en forme de bouteille), ± 5,5 cm de longueur, surmonté d’un hypanthium robuste de 2-2,5 cm de longueur. Graines étroitement cylindriques, 3–4(–5,5) × 1 mm, brunes, terminées en un appendice de 5–7 mm.",,"En Afrique centrale, rare et connue du Forestier Central et du Haut-Katanga ; hors d’Afrique centrale, observée en Angola, en Zambie et en Tanzanie.","Eaux calmes, marais et cours d’eau ; en Afrique centrale, à 500–1000 m d’altitude, ailleurs jusqu’à 1300 m.",,,,T.C.E. Fries (1916 : 191) avait déjà souligné l’étroite parenté d’O. gigas et O. verdickii. Tous deux croissent en certaines localités communes et O. gigas paraît n’être que le nom donné aux individus les plus grands de la même espèce.,,,"Symoens J.-J. & Sosef M.S.M. (2015). Hydrocharitaceae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-0000769628,FAC028004009,Hydrocharitaceae,,Ottelia,cylindrica,,(T.C.E.Fr.) Dandy,species,,,Ottelia cylindrica,Ottelia cylindrica,FAC028004000,"Zambie, Katakwe près de Mporokoso, 30.x.1911, R.E. Fries 1170 (holo- : UPS).","Herbe dioïque, vivace, atteignant 110 cm de hauteur ; tige contractée, ± 5 cm de longueur. Feuilles entièrement submergées, graminiformes, 17–111 × 0,25–1,2 cm, longuement atténuées vers la base en un pétiole de 0,5–2 mm de largeur, sommet longuement aigu, se terminant le plus souvent en un appendice filiforme de 10–20 mm et portant quelques petites dents, souvent minces et translucides, à bords lisses ou portant de petites épines, vert pâle ou brunâtres ; nervures principales jusqu’à 9, portant parfois de petites épines. Inflorescence : pédoncule à peu près aussi long que les feuilles, vert pâle ou brunâtre, lisse ou portant quelques épines sous la spathe, celui de la spathe femelle se rétractant en hélice après la fécondation ; spathe lisse ou portant de petits aiguillons, les mâles entourant 25 fleurs ou plus, oblongues-elliptiques à étroitement oblongues-elliptiques, 21–46 × (3,5–)7,5–12 mm, les femelles 1(–2)-flores, cylindriques, droites ou légèrement arquées, 28–65 × 2,5–4(–7) mm, s’ouvrant au sommet en 2 lobes hyalins, avec 6 à 8 nervures longitudinales. Fleur unisexuée. Fleur mâle : pédicelle exsert de 17–25 mm au-dessus de la spathe à l’anthèse ; sépales étroitement elliptiques, 8–18 × 1,5–4 mm, à sommet plus foncé, obtus ; pétales obovales, (13–)15–24 × jusqu’à 14 mm, délicats et transparents, blancs ; étamines 9 à 12, inégales, les plus longues 8–13 mm, anthères ± 2 mm de longueur ; pistillode globuleux, ± 1 mm de diamètre, 3-lobé, jaune ou orange. Fleur femelle : hypanthium exsert de 6–36 mm au-dessus de la spathe ; sépales étroitement elliptiques-oblongues, (9–)15–23 × 1–4 mm, verts à bords hyalins près de la base, à sommet plus foncé ; pétales obovales, (15–)21–25 × 10–20 mm, blancs, à odeur douce ; staminodes 3, subulés, 6–7(–10) mm de longueur, orange ; ovaire ± 15 mm de longueur ; styles 3, 12–16 mm, branches stigmatiques 7–9 mm de longueur. Fruit oblong, ± 30 × 3 mm. Graines elliptiques, 1,3 mm de longueur.",,"En Afrique centrale, seulement connue du Haut-Katanga ; hors Afrique centrale, connue de la Zambie et de l’Angola.","Ruisseaux, en plein courant ou dans les anses calmes, également dans les mares tourbeuses ; profondeur de l’eau 60 cm ; associé à Brasenia schreberi J.F.Gmel., Utricularia gibba L., Eriocaulon setaceum L. et Eleocharis confervoides (Poir.) Steud. ; en Afrique centrale, à 1590–1750 m d’altitude, ailleurs jusqu’à 1900 m.",,,,,,,"Symoens J.-J. & Sosef M.S.M. (2015). Hydrocharitaceae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-0000913852,FAC028004010,Hydrocharitaceae,,Ottelia,lisowskii,,Symoens,species,,,Ottelia lisowskii,Ottelia lisowskii,FAC028004000,"République démocratique du Congo, Haut-Shaba, à l’W de Minga, près du village Kalemba, rivière Kikole, alt. env. 1080 m, 23.iv.1971, Lisowski 10589 (holo- : POZG ; iso- : BR, K, POZG).","Herbe dioïque, submergée ou semi-flottante, vivace, 50–90 cm de hauteur ; tige dressée, cormiforme, ± 2 cm de longueur. Feuilles non pétiolées, rubanées, 46,5–85 × 1–2,5 cm, à sommet aigu et bords lisses, minces, vert olive ; 5 à 7 nervures principales. Inflorescence : pédoncule 30–80 cm ; spathes lisses, à 9 nervures fines, les mâles entourant 15 fleurs, étroitement elliptiques-oblongues, (44–)55–65(–80) × (7–)11–15(–20) mm, rapport longueur/largeur 3,5–5(–5,8), les femelles 1-flores, étroitement elliptiques-ovales, 36(–45) × 14–15(–18) mm. Fleur unisexuée. Fleur mâle : pédicelle exsert de 2 cm ; pétales blancs ; étamines 9, en 3 cycles, successivement de 3,6 mm, 4,5 mm et 5,8 mm de longueur ; staminodes 3, filiformes, 6 mm de longueur. Fleur femelle inconnue. Fruit ellipsoïde, 28 × 11–14 mm, biconvexe, à 7 nervures longitudinales sur chaque face, surmonté de l’hypanthium de 1,5–2 cm de longueur. Graines très nombreuses, ellipsoïdes, environ 1 × 0,5 mm, apiculées.",,"espèce très rare ; en Afrique centrale, seulement connue du Haut-Katanga ; hors d’Afrique centrale connue d’une seule location en Zambie (Ndola Distr.).","Rivières, plaines inondées ; à 875–1300 m d’altitude.",,,,,,,"Symoens J.-J. & Sosef M.S.M. (2015). Hydrocharitaceae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-4000004837,FAC028005000,Hydrocharitaceae,,Blyxa,,,Noronha ex Thouars,genus,,,Blyxa,Blyxa,FAC028000000,,"Herbes des eaux douces, annuelles ou vivaces, à fleurs hermaphrodites ou plantes monoïques ou dioïques, glabres ; tiges soit allongées, horizontales et stolonifères ou dressées, soit contractées en un rhizome simple ou fourchu ou une simple corme. Stipules absentes. Squamules intravaginales ordinairement 2, plus nombreuses aux ramifications, triangulaires à étroitement triangulaires, blanches, à bords entiers. Feuilles submergées, à insertion spiralée, espacées le long des stolons ou radicales (ou bien caulinaires hors d’Afrique centrale), sans différenciation nette entre pétiole et limbe, graminiformes à étroitement elliptiques, bords portant le plus souvent des épines microscopiques unicellulaires, surtout au voisinage du sommet ; nervure médiane ordinairement distincte, accompagnée de 0 à 10 nervures secondaires et jusqu’à 28 nervures tertiaires parallèles, nervures transversales souvent présentes. Inflorescences à pédoncule simple ; spathes formées de 2 bractées soudées, tubuleuses, étroitement rhomboïdales en coupe transversale, 2- ou 6-nervées, 2-lobées, 1-, 2- ou multi-flores. Fleurs unisexuées ou hermaphrodites, émergeant juste au-dessus de l’eau à l’anthèse ou bien submergées et cléistogames, les mâles portées sur de longs pédicelles, les femelles à long hypanthium ; sépales libres mais continuant à former un tube durant l’anthèse, linéaires à linéaires-elliptiques, persistants ; pétales 3, en lanières étroites, capillaires ou rudimentaires, blancs ou roses, papilleux ; étamines 3, en un cycle chez les espèces à fleurs bisexuées, 6 en 2 cycles de 3 ou 9 en 3 cycles chez les espèces à fleurs unisexuées ; ovaire sessile, 3-carpellé, tubuleux, prolongé par l’hypanthium, ou dans les fleurs mâles, réduit à un pistillode 3-lobé, ovules nombreux, anatropes ; stigmates 3, simples, linéaires, papilleux. Fruit une capsule allongée, se désintégrant à maturité. Graines nombreuses, ellipsoïdales ou fusiformes, lisse ou portant des crêtes, ailes ou épines.",,"Genre comportant 9 espèces des régions tropicales de l’Ancien Monde et de l’Australie, naturalisé en Italie et aux États Unis. En Afrique, 4 espèces dont 2 présentes sur le territoire de la Flore.",,,,,,"1.	-	Tiges cormiformes, occasionnellement un peu allongées ; feuilles radicales, graduellement atténuées vers le haut, à sommet obtus à subaigu, à nervure médiane nette ou peu marquée, souvent absente près du sommet, à bords portant des épines cellulaires microscopiques près du sommet 			 1. B. hexandra
	-	Tiges rampantes, grêles et stolonifères, plus rarement épaisses et rhizomateuses ; feuilles espacées le long des stolons ou groupées en rosettes, à sommet brusquement arrondi, tronqué et en capuchon, à nervure médiane nette, le plus souvent accompagnée de nervures fines longitudinales parallèles, à bords le plus souvent sans épines cellulaires microscopiques 			 2. B. radicans",,"Symoens J.-J. & Sosef M.S.M. (2015). Hydrocharitaceae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-0000770608,FAC028005001,Hydrocharitaceae,,Blyxa,hexandra,,Cook & Lüönd,species,,,Blyxa hexandra,Blyxa hexandra,FAC028005000,"Angola, Prov. Benguela, Cassipera, à 30 km de Chicuma en direction de Capala, 1.V.1952, Hess 52/1483 (holo- : Z ; iso- : BM, Z, ZT).","Herbe annuelle, dioïque ; tige cormiforme, ± 6 mm de longueur. Feuilles radicales, linéaires à graminiformes, 10–20(–40) × 0,1–0,25(–0,45) cm, atténuées du milieu vers la base, graduellement atténuées vers le haut, sommet finement obtus à subaigu, vert jaunâtre, minces et translucides, bords à petites épines unicellulaires, surtout près du sommet ; nervure médiane nette à faiblement marquée, souvent absente près du sommet, accompagnée de chaque côté de (0–)1 nervure parallèle faible et d’une bande fibreuse submarginale. Inflorescence mâle : pédoncule atteignant 40 cm, dépassant les feuilles ; spathe cylindrique, 3,5–6,5 cm de longueur, avec jusqu’à 20 fleurs. Inflorescence femelle : pédoncule atteignant 25 cm ; spathe étroitement cylindrique, 5,5–8,5 cm de longueur, 6-nervée, à 1(–2) fleurs. Fleur mâle : pédicelle atteignant 13 cm ; sépales 4–7 × 1,5 mm, verts, légèrement translucides ; pétales linéaires, atteignant 15 × 1,5 mm, initialement soudés par leur sommet, s’étalant souvent ensuite, blancs ; étamines en 2 cycles de 3, les 3 externes à filets de ± 1 mm, les 3 internes à filets de ± 3 mm, anthères s’ouvrant dorsalement dans le bouton floral. Fleur femelle sessile ; hypanthium atteignant 20 cm de longueur, exsert de 4–11,5 cm au-dessus de la spathe ; sépales 6–10,5 × 0,8–1,5 mm, légèrement cucullés au sommet, vert pâle, souvent avec des traits pourpre sombre ; pétales linéaires, 20–25 mm de longueur, blancs, se fanant lorsque s’étalent les stigmates ; staminodes 3, rudimentaires ou absents ; stigmates atteignant 27 mm de longueur, face adaxiale marquée d’un sillon longitudinal et papilleux. Fruit cylindrique, 4–6 cm de longueur. Graines ellipsoïdales-fusiformes, 1,5–2,5 mm × 1 mm, à bec court ; testa lisse ou faiblement tuberculé, de couleur paille à brune.",,"En Afrique centrale, présent au Haut-Katanga et Burundi ; hors d’Afrique centrale, connue de l’Angola, de la Tanzanie et de la Zambie.","Mares, surtout temporaires, sur latérite, marais, dembo, cours d’eau vaseux, en eau peu profonde de 10–30 cm ; associée au papyrus, à Thelypteris, Limnophyton, etc. ; à 1000–1750 m d’altitude.",,,,,,,"Symoens J.-J. & Sosef M.S.M. (2015). Hydrocharitaceae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-0000770623,FAC028005002,Hydrocharitaceae,,Blyxa,radicans,,Ridl.,species,,,Blyxa radicans,Blyxa radicans,FAC028005000,"Angola, Lubango (Huilla), V.1860, Welwitsch 6471 (lecto- : BM; iso- : BM).","Herbe vivace, dioïque ; tige rampante, grêle, stolonifère, parfois plus épaisse et rhizomateuse, atteignant 40 cm de longueur, irrégulièrement ramifiée, radicante aux nœuds, à entrenœuds longs ou contractés. Feuilles solitaires et espacées sur les stolons ou groupées en rosette, linéaires, (3–)15–30(–70) × (0,05–)0,2–0,35(–0,5) cm, atténuées dans la moitié inférieure jusqu’à la base embrassante, sommet abruptement arrondi, tronqué et en capuchon, membraneuse ; nervure médiane distincte, accompagnée de chaque côté par 2 à 9 nervures parallèles très fines et d’une bande fibreuse submarginale. Inflorescence mâle : pédoncule (0,5–)10–40(–70) cm ; spathe obclaviforme, 2–6 cm de longueur, avec jusqu’à 20 fleurs. Inflorescence femelle : pédoncule atteignant 40 cm ; spathe cylindrique, 3–5,5 cm de longueur, à 1(–2) fleurs. Fleur mâle : pédicelle 5–9 cm ; sépales 4,5–8,5 mm de longueur, ± translucides, brunâtres ou violets ; pétales linéaires, 16–25 × 1,5 mm, initialement soudés par leur sommet, s’étalant ordinairement ensuite, blancs ; étamines en 2 cycles de 3, les 3 externes à anthères presque sessiles, les 3 internes à filets de ± 1,5 mm, anthères 1,5–2,5 mm de longueur, extrorses. Fleur femelle sessile ; hypanthium atteignant 10 cm de longueur ; sépales 5–7 mm de longueur, opaques, brunâtres ; pétales filiformes, blancs, se fanant lorsque s’étalent les stigmates ; staminodes 3, rudimentaires, linéaires ou absents ; stigmates 13–19 mm de longueur, la face adaxiale marquée d’un sillon longitudinal et papilleux. Fruits et graines inconnues.",,"En Afrique centrale, seulement connue du Haut-Katanga ; hors d’Afrique centrale présent en République centrafricaine, en Angola, en Tanzanie et en Zambie.","Anses calmes des rivières, prairies inondées, profondeur de l’eau 0,15–2 m ; associée avec Nymphaea et Utricularia ; en Afrique centrale, à 1350–1630 m d’altitude, ailleurs à 900–2200 m.",,,,,,,"Symoens J.-J. & Sosef M.S.M. (2015). Hydrocharitaceae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-4000039974,FAC028006000,Hydrocharitaceae,,Vallisneria,,,L.,genus,,,Vallisneria,Vallisneria,FAC028000000,,"Herbes des eaux douces, vivaces, dioïques ; tige verticale, le plus souvent courte et émettant des stolons, plus rarement allongée et dressée, et alors avec ou sans stolons (V. caulescens). Stipules absentes. Feuilles radicales ou bien alternes sur des tiges allongées (V. caulescens), sessiles, d’abord dressées et submergées, mais flottantes lorsqu’elles atteignent la surface de l’eau, rubanées, à sommet obtus, bords entiers ou portant de petites épines unicellulaires, plus denses vers le sommet ; nervures longitudinales principales parallèles, reliées par des nervures transversales, la nervure médiane seule atteignant le sommet. Inflorescences axillaires, pédonculées ; spathes formées de 2 bractées soudées, à sommet 2-lobé, les mâles à pédoncule court, ovoïdes, contenant de nombreux fleurs, les femelles tubuleuses, portées par un pédoncule très long, sinueux, 1-flores, portant la fleur à la surface de l’eau à l’anthèse, se contractant en hélice après la fécondation. Fleurs mâles très petites, pédicellées, se détachant de la spathe sous forme de boutons et montant à la surface de l’eau où elles s’ouvrent et flottent librement, légèrement zygomorphes ; sépales 3 (2 plus grands et 1 plus petit), réfléchis à l’anthèse ; pétale 1, rudimentaire ; étamines (1–)2 ou 3, ordinairement 2 fertiles, libres ou à filets soudés, à anthères basifixes et 1- à 4-sporangiées, et 1 staminode. Fleurs femelles sessiles, actinomorphes ; sépales (2–)3 ; pétales (2–)3, rudimentaires, translucides ; staminodes (2–)3, parfois absents ; ovaire à (2–)3 carpelles, linéaire, ovules nombreux (environ 150), orthotropes ; styles (2–)3, courts ou très réduits, stigmates linéaires, 2-lobés ou 2-fides, papilleux. Fruit une capsule linéaire, souvent très longue, s’ouvrant par désintégration du péricarpe. Graines nombreuses, oblongues à fusiformes ; testa membraneux, aréolé ou strié.",,"Genre comportant 3 à 10 (plus probablement environ 6) espèces, largement répandu dans les régions chaudes du globe. En Afrique, 1 espèce qui est présente sur le territoire de la Flore.",,,,,,,,"Symoens J.-J. & Sosef M.S.M. (2015). Hydrocharitaceae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-0000770262,FAC028006001,Hydrocharitaceae,,Vallisneria,spiralis,,L.,species,,,Vallisneria spiralis,Vallisneria spiralis,FAC028006000,"Micheli (1729), tab. 10/1, 2.","Herbe à tige rampante et stolonifère, cylindrique. Feuille étroitement rubanée, 1–50(–200) × (0,15–)0,3–1,2 cm, vert vif à vert sombre, marquée de nombreux petits traits rouge-brun, bords entiers ou dentés en scie, surtout dans la partie supérieure. Inflorescence mâle : pédoncule atteignant 7 cm ; spathe ovoïde, 5–6 × 3–4 mm, contenant jusqu’à 50 boutons floraux. Inflorescence femelle : pédoncule atteignant 100 cm ; spathe 8–20 × 1–2 mm, verdâtre à brun clair, striée de traits rouge sombre, à sommet à 2 lobes obtus. Fleur mâle ± 1 mm de diamètre ; sépales 0,5 mm de longueur ; pétale 0,3 mm de longueur; étamines 2, libres, à filets très divergents, ± 0,5 mm, sans poils à la base. Fleur femelle : sépales 3, ovales, atteignant 3 mm de longueur, brunâtres, avec des taches ou des traits rouge sombre ; pétales 3, étroitement ovales, environ 0,5 × 0,2 mm ; staminodes 3, alternipétales ; ovaire 3-carpellé, 10–25 × 1–2 mm ; stigmates 3, bilobés à bifides, 2–3 mm de longueur, à face adaxiale papilleuse. Fruit 10–40 × 1–1,5 mm, brunâtre, à taches ou traits rouge sombre. Graines nombreuses, 1,3–2 × 0,5 mm, brunes, à stries rouges.",,"En Afrique centrale, présente en République démocratique du Congo, Rwanda et Burundi, mais apparemment absente du bassin central ; hors d’Afrique centrale, assez largement répandue en Afrique, Europe, Asie et Australie.","Eaux calmes ou courantes, sur fond sableux; profondeur d’eau jusqu’à 2(–3,5) m ; souvent associée à Hydrilla verticillata, Najas horrida et Potamogeton schweinfurthii ; en Afrique centrale, à 275–1860 m d’altitude, ailleurs à 0–1800 m.",,"En Asie, les jeunes feuilles sont consommées comme légume. La plante est parfois utilisée comme plante ornementale dans des aquariums. Elle a aussi quelques propriétés médicinales.","Vallisnérie en spirale (fr.) ; Coiled vallisneria, Eel grass, Tape grass (angl.).","V. spiralis est très variable en ce qui concerne la hauteur totale de la plante, la longueur, la largeur et le degré de denticulation des feuilles. La forme typique, telle qu’elle se présente en Europe, a les bords des feuilles entiers ou seulement denticulés dans le tiers supérieur. La plupart des populations du continent africain au sud du Sahara ont des feuilles nettement denticulées, parfois même assez grossièrement, du sommet jusqu’au tiers inférieur et même jusqu’à la base de la feuille. Ces plantes ont été désignées sous le nom de V. aethiopica. Vu la variabilité de V. spiralis, il ne convient pas de voir en V. aethiopica plus qu’une forme de V. spiralis (V. spiralis f. aethiopica). Malgré le très faible nombre des spécimens africains examinés par Lowden (1982 : 288), cet auteur a placé tout le matériel africain de Vallisneria sous V. spiralis var. denseserrulata Makino, les caractères distinctifs utilisés par lui pour distinguer cette variété étant les stigmates profondément bifides et les feuilles nettement dentées (au moins dans les populations africaines et japonaises).",,,"Symoens J.-J. & Sosef M.S.M. (2015). Hydrocharitaceae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-7000000247,FAC029000000,Gesneriaceae,,,,,Rich. & Juss. ex DC.,family,,,Gesneriaceae,Gesneriaceae,,,"Herbes monocarpiques, pérennes ou rarement annuelles (en région néotropicale, aussi sous-arbustes, arbustes ou petits arbres), terrestres, épiphytes ou grimpeurs, à racines fibreuses, rhizomes ou tubercules ; tiges dressées, ascendantes, prostrées, pendantes ou absentes. Feuilles opposées, les paires égales ou inégales, rarement alternes, parfois plantes unifoliées avec le limbe d’origine cotylédonaire. Inflorescences axillaires ou rarement terminales, cymeuses ou rarement racémeuses, souvent lâches, avec les fleurs de chaque dichotomie en paire, parfois denses et capitées. Fleurs hermaphrodites, souvent très voyantes, rarement cleistogames à corolle réduite ; calice généralement à 5 lobes ; corolle sympétale, tubulaire, à 5 lobes imbriqués, souvent bilabiée, lèvre supérieure à 2 lobes et lèvre inférieure à 3 lobes ; étamines 2 à 4(à 5), staminodes presents ou absents, anthères à 2 thèques, libres ou connées ; disque annulaire ou cupulé, souvent lobé ou ondulé, parfois absent ; ovaire supère, uniloculaire, à placentation pariétale, à ovules nombreux ; style 1, à 1 ou 2 stigmates. Fruits capsulaires, souvent linéaires et tordus en spirale, ou une baie, à nombreuses graines. Graines petites, ellipsoïdes ou fusiformes, parfois à appendices en forme de poils à chaque extrémité ; albumen  absent ou peu développé.","La famille des Gesneriaceae appartient à l’ordre des Lamiales. Elle est subdivisée dans trois sous-familles : les Sanangoideae A.Weber, J.L.Clark & Mich.Möller, monotypiques avec Sanango racemosum (Ruiz & Pavon) Barringer, arbuste ou petit arbre d’Amérique du Sud, les Gesneroideae Burnett, surtout néotropicales avec quelques genres dans le Pacifique et l’est de l’Asie, et les Didymocarpoideae Arn. (= Cyrtandroideae Burnett) de l’Europe, l’Afrique et l’Asie tropicale jusqu’au Pacifique et Hawaii. Cette dernière sous-famille est caracterisée par les cotylédons inégaux dont l’un accrescent. Toutes les Gesneriaceae de l’Afrique et Madagascar sauf Epithema appartiennent à la tribu Trichosporeae Nees, sous-tribu Streptocarpinae Ivanina. La tribu Epithemateae C.B.Clarke est représentée en Asie (e.g. Monophyllea R.Br.) et par un genre et une espèce en Afrique tropicale.","Famille comprenant environ 147 genres et 3460 espèces, surtout des régions tropicales, d’Afrique, d’Amérique et d’Asie, avec quelques genres plus au nord (Europe : Haberlea Friv. dans les Balkans, Jancaea Boiss. en Grèce, Ramonda Rich. dans les Pyrénées et les Balkans ; en Chine, dans l’Himalaya) et plus au sud (sud-est de l’Australie, Nouvelle Zélande, sud du Chili). Pour la Flore, 2 genres et 13 espèces ; de plus, des espèces, des hybrides et des cultivars du genre Streptocarpus (= Saintpaulia Wendl.) y sont cultivés comme plantes ornementales. Plus rarement on cultive dans les jardins Episcia reptans Mart., une espèce ornementale de l’Amerique du Sud. Aucune de ces espèces ornementales n’est naturalisée.",,,,,,"1.	-	Fleurs en cyme helicoïdale dense et capitée, sous-tendue par une bractée foliacée et en forme de navette ; capsule subsphérique, à déhiscence circulaire avec un opercule, non tordue 	 1. Epithema
	-	Fleurs en cyme lâche, sans bractée foliacée naviculaire ; capsule 
linéaire-allongée, cylindrique, beaucoup plus longue que large (dans le territoire de la Flore), à déhiscence loculicide, tordue ou non 
	 2. Streptocarpus",,"Fischer E. (2021). Gesneriaceae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
wfo-4000013651,FAC029001000,Gesneriaceae,,Epithema,,,Blume,genus,,,Epithema,Epithema,FAC029000000,,"Herbes caulescentes ou acaules, parfois avec une seule feuille developpée. Feuilles opposées ou alternes, l’inférieure habituellement solitaire ; limbe mince à épais, membraneux, à nervation pennée. Inflorescences generalement axillaires, en cyme helicoïde dense et capitée, sous-tendue par une bractée foliacée et en forme de navette ou cucullée, à fleurs en paires. Fleurs : calice divisé jusqu’à ± la moitié de la longueur en 5 lobes ; corolle à tube plus long que les lobes ; étamines 4, inserées près de la gorge, 2 fertiles avec la partie libre des filets tordue, staminodes 2, dépassant les anthères ; disque absent ou entier à 3-lobé ; ovaire globuleux ; style mince, stigmate 2-lobé, papilleux. Fleurs cléistogames presentes. Fruits capsulaires, subsphériques, entourés par le calice, à déhiscence circumscissile avec un opercule ou irrégulière, non tordus. Graines étroitement à largement ovoïdes, striées en spirale.",,"Genre avec 20 espèces des tropiques d’Asie et d’Afrique, dont une espèce en Afrique et les autres en Inde, au Sri Lanka, au Népal, dans le sud de la Chine, l’Asie du sud-est et la Malaisiejusqu’aux Iles Solomon.",,,,,,,,"Fischer E. (2021). Gesneriaceae. In: Sosef M.S.M. (éd.) Flore d'Afrique centrale (République démocratique du Congo – Rwanda – Burundi), nouvelle série, Spermatophyta. Meise, Jardin botanique de Meise.",,,,
