WFOID,description,type,language,contributor,audience,rightsHolder,created,creator,source,rights,license
wfo-0001297252,"<i>Ipomoea microdactyla</i> grows in Pine Woodlands, Dry Broadleaf Evergreen Formations – Forest/Shrubland and in Human Altered environments (old fields).",habitat,EN,Ethan Freid,,,2020-04-14,Ethan Freid,ref-0001297252.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001297271,"<i>Ipomoea triloba</i> grows in Pine Woodlands, Dry Broadleaf Evergreen Formations – Forest/Shrubland and in Human Altered environments (abandoned fields, road sides).",habitat,EN,Ethan Freid,,,2020-04-14,Ethan Freid,ref-0001297271.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000093775,"<i>Pectis glaucescens</i> grows in disturbed Pine Woodlands, <i>Sabal palmetto</i> flats, wet areas, and Human Altered environments (yards, roadsides, fields).",habitat,EN,Ethan Freid,,,2020-04-15,Ethan Freid,ref-0000093775.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000376916,"<i>Momordica charantia</i> grows in Human Altered environments (old fields, yards, roadsides, fence lines).",habitat,EN,Ethan Freid,,,2020-04-15,Ethan Freid,ref-0000376916.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000396576,"<i>Psiguria pedata</i> grows in Human Altered environments (old fields, yards, roadsides, fence lines).",habitat,EN,Ethan Freid,,,2020-04-15,Ethan Freid,ref-0000396576.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000454637,"<i>Talinum fruticosum</i> grows in Dry Broadleaf Evergreen Formations- Shrublands (coppice), and Human Altered environments (old fields, yards, roadsides, nurseries).",habitat,EN,Ethan Freid,,,2020-04-15,Ethan Freid,ref-0000454637.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000041883,"<i>Thymophylla tenuiloba</i> grows in Human Altered environments (yards, roadsides, fields).",habitat,EN,Ethan Freid,,,2020-04-16,Ethan Freid,ref-0000041883.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000355559,<i>Juniperus barbadensis</i> grows in open Dry Broadleaf Evergreen Formation – Woodland/Shrublands (scrubland coppice).,habitat,EN,Ethan Freid,,,2020-04-16,Ethan Freid,ref-0000355559.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000370355,<i>Cyperus correllii</i> grows in Dunes.,habitat,EN,Ethan Freid,,,2020-04-16,Ethan Freid,ref-0000370355.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000370601,"<i>Cyperus croceus</i> grows in ephemeral Fresh Water Wetlands and wet low lying Human Altered environments (yards, old fields).",habitat,EN,Ethan Freid,,,2020-04-16,Ethan Freid,ref-0000370601.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001297192,<i>Cuscuta americana</i> grows on plants in Dry Broadleaf Evergreen Formations – Forest/Woodland/Shrubland (coppice and scrublands) and Human Altrered environments.,habitat,EN,Ethan Freid,,,2020-04-16,Ethan Freid,ref-0001297192.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000169652,<i>Mimosa bahamensis</i> grows in Dry Broadleaf Evergreen Formations- Forest/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2020-04-17,Ethan Freid,ref-0000169652.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000170206,<i>Parkinsonia aculeata</i> grows along roadsides in areas of Dry Broadleaf Evergreen Formations – Forest/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2020-04-17,Ethan Freid,ref-0000170206.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000183559,"<i>Lonchocarpus sericeus</i> in Human Altered environments (yards, roadsides, old fields).",habitat,EN,Ethan Freid,,,2020-04-17,Ethan Freid,ref-0000183559.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000186780,"<i>Rhynchosia minima</i> grows in and along the edges of Dry Broadleaf Evergreen Formation – Shrublands (scrublands) and Human Altered environments (yards, old fields, roadsides).",habitat,EN,Ethan Freid,,,2020-04-17,Ethan Freid,ref-0000186780.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000376965,"<i>Cyperus ligularis</i> grows in ephemeral Fresh Water Wetlands, Dunes, and Human Altered environments (yards, old fields).",habitat,EN,Ethan Freid,,,2020-04-17,Ethan Freid,ref-0000376965.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000392476,<i>Dioscorea microphylla</i> grows in Dry Broadleaf Evergreen Formations – Forest/Shrubland (coppice) and in Pine Woodlands.,habitat,EN,Ethan Freid,,,2020-04-18,Ethan Freid,ref-0000392476.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001063484,<i>Sabatia stellaris</i> grows in and around Fresh Water Wetlands as well as Human Altered environments that stay wet.,habitat,EN,Ethan Freid,,,2020-04-18,Ethan Freid,ref-0001063484.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001072705,<i>Pinguicula pumila</i> grows in ephemeral Fresh Water Wetlands and in low lying areas in Pine Woodlands that flood regularly.,habitat,EN,Ethan Freid,,,2020-04-18,Ethan Freid,ref-0001072705.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001072709,<i>Utricularia purpurea</i> grows in Fresh Water Wetlands and in well field canals.,habitat,EN,Ethan Freid,,,2020-04-18,Ethan Freid,ref-0001072709.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001272291,<i>Linum bahamense</i> grows in Pine Woodlands and Dry Broadleaf Evergreen Formation – Dwarf Shrublands.,habitat,EN,Ethan Freid,,,2020-04-18,Ethan Freid,ref-0001272291.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000601534,"<i>Chenopodium murale</i> grows in Human Altered environments (yards, abandoned fields, roadsides).",habitat,EN,Ethan Freid,,,2020-04-19,Ethan Freid,ref-0000601534.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001109381,"<i>Sphenomeris clavata</i> grows as an epiphyte on rocks, sinkholes, wet shady areas, well field trenches primarily in Pine Woodlands.",habitat,EN,Ethan Freid,,,2020-04-19,Ethan Freid,ref-0001109381.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001109511,"<i>Campyloneurum phyllitidis</i> grows as an epiphyte in sinkholes, wet shady areas in Dry Broadleaf Evergreen Formation – Forests (coppice).",habitat,EN,Ethan Freid,,,2020-04-19,Ethan Freid,ref-0001109511.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001114631,"<i>Pecluma plumula</i> grows as an epiphyte in sinkholes, wet shady areas in Dry Broadleaf Evergreen Formation – Forests (coppice).",habitat,EN,Ethan Freid,,,2020-04-19,Ethan Freid,ref-0001114631.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001423017,<i>Hemionitis microphylla</i> grows in rock crevices in open Dry Broadleaf Evergreen Formation – Woodlands (open coppice).,habitat,EN,Ethan Freid,,,2020-04-19,Ethan Freid,ref-0001423017.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000496936,"<i>Sida acuta</i> grows in sandy Human Altered environments (yards, roadsides/abandoned fields).",habitat,EN,Ethan Freid,,,2020-04-20,Ethan Freid,ref-0000496936.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000501732,"<i>Sida ciliaris</i> grows in sandy Human Altered environments (yards, roadsides/abandoned fields).",habitat,EN,Ethan Freid,,,2020-04-20,Ethan Freid,ref-0000501732.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000630273,"<i>Cuphea parsonsia</i> grows along the edges Fresh Water Wetlands, and in sinkholes and low-lying wet areas in Dry Broadleaf Evergreen Formations – Shrublands (scrublands).",habitat,EN,Ethan Freid,,,2020-04-20,Ethan Freid,ref-0000630273.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000720286,"<i>Herissantia crispa</i> grows in Human Altered environments (yards, roadsides/abandoned fields).",habitat,EN,Ethan Freid,,,2020-04-20,Ethan Freid,ref-0000720286.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000755301,"<i>Aletris bracteata</i> grows in yards, fields, and in and around abandoned houses. ",habitat,EN,Ethan Freid,,,2020-04-20,Ethan Freid,ref-0000755301.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001228162,<i>Nymphoides grayana</i> grows in Fresh Water Wetlands.,habitat,EN,Ethan Freid,,,2020-04-20,Ethan Freid,ref-0001228162.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000430303,"<i>Ziziphus jujuba</i> grows in Human Altered environments (yards, fields, gardens).  It is a weedy species and will grow in disturbed Dry Broadleaf Evergreen Formations – Forests/Shrublands (coppice).",habitat,EN,Ethan Freid,,,2020-04-21,Ethan Freid,ref-0000430303.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000443162,<i>Ludwigia erecta</i> grows in and around ephemeral and permanent Fresh Water Wetlands.,habitat,EN,Ethan Freid,,,2020-04-21,Ethan Freid,ref-0000443162.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000556888,<i>Auerodendron northropianum</i> grows in coastal Dry Broadleaf Evergreen Formations – Forest/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2020-04-21,Ethan Freid,ref-0000556888.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000615210,"<i>Colubrina arborescens</i> grows in coastal sand substrate Dry Broadleaf Evergreen Formations – Forest/Shrublands (coppice, scrublands), and Dunes.",habitat,EN,Ethan Freid,,,2020-04-21,Ethan Freid,ref-0000615210.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000708315,"<i>Gouania lupuloides</i> grows in coastal Dry Broadleaf Evergreen Formations – Forest/Shrublands (coppice, scrublands), and Dunes.",habitat,EN,Ethan Freid,,,2020-04-21,Ethan Freid,ref-0000708315.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000832165,"<i>Forestiera segregata</i> grows in Pine Woodlands, Dry Broadleaf Evergreen Formations – Forest/Shrublands (coppice, scrublands), behind Dunes. ",habitat,EN,Ethan Freid,,,2020-04-21,Ethan Freid,ref-0000832165.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001279702,"<i>Sarcomphalus taylori</i> grows in Dry Broadleaf Evergreen Formations – Forest/Shrublands (coppice, scrublands).",habitat,EN,Ethan Freid,,,2020-04-21,Ethan Freid,ref-0001279702.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000573618,"<i>Buchnera floridana</i> grows in Pine Woodlands, <i>Sabal palmetto</i> Woodlands, edges of wetlands.",habitat,EN,Ethan Freid,,,2020-04-22,Ethan Freid,ref-0000573618.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000653170,<i>Dodonaea viscosa</i> grows in Dry Broadleaf Evergreen Formations – Forest/Woodlands/Shrublands (coppice and scrublands). ,habitat,EN,Ethan Freid,,,2020-04-22,Ethan Freid,ref-0000653170.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000920697,<i>Palicourea pubescens</i> grows as an understory shrub in Dry Broadleaf Evergreen Formation Forest/Woodland/Shrubland/Dwarf Shrublands (all coppice types) as well as in Pine Woodlands.,habitat,EN,Ethan Freid,,,2020-04-22,Ethan Freid,ref-0000920697.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001087300,<i>Schoepfia obovata</i> grows in open Dry Broadleaf Evergreen Formation – Forest/Woodland/Shrublands (coppice and scrublands).,habitat,EN,Ethan Freid,,,2020-04-22,Ethan Freid,ref-0001087300.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001109643,<i>Selaginella eatonii</i> grows on rock walls in sink holes as well as wet soil near or around Fresh Water Wetlands.,habitat,EN,Ethan Freid,,,2020-04-22,Ethan Freid,ref-0001109643.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000283329,"<i>Priva lappulacea</i> grows in Human Altered environments (old fields, yards, roadsides).",habitat,EN,Ethan Freid,,,2020-04-23,Ethan Freid,ref-0000283329.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000355259,"<i>Jacquinia berteroi</i> grows along shorelines in Dry Broadleaf Evergreen Formation-Forest/Shrublands (coppice, scrublands).",habitat,EN,Ethan Freid,,,2020-04-23,Ethan Freid,ref-0000355259.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000457802,"<i>Tribulus cistoides</i> grows in Human Altered environments (yards, abandoned fields, roadsides).",habitat,EN,Ethan Freid,,,2020-04-23,Ethan Freid,ref-0000457802.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000530495,"<i>Amaranthus spinosus</i> grows in Human Altered environments (yards, abandoned fields, roadsides).",habitat,EN,Ethan Freid,,,2020-04-23,Ethan Freid,ref-0000530495.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000619993,"<i>Corchorus aestuans</i> grows in Human Altered environments (yards, abandoned fields, roadsides).",habitat,EN,Ethan Freid,,,2020-04-23,Ethan Freid,ref-0000619993.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000846663,"<i>Andropogon glomeratus</i> grows in Pine Woodlands, open grasslands, Human Altered environments (roadsides, abandoned fields).",habitat,EN,Ethan Freid,,,2020-04-24,Ethan Freid,ref-0000846663.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000847756,"<i>Andropogon virginicus</i> grows in Pine Woodlands, at the edges of Fresh Water wetlands.",habitat,EN,Ethan Freid,,,2020-04-24,Ethan Freid,ref-0000847756.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000861178,<i>Cynodon dactylon</i> grows in Human Altered environments (yards). ,habitat,EN,Ethan Freid,,,2020-04-24,Ethan Freid,ref-0000861178.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000861704,"<i>Dactyloctenium aegyptium</i> grows in Human Altered environments (yards, abandoned fields, roadsides).",habitat,EN,Ethan Freid,,,2020-04-24,Ethan Freid,ref-0000861704.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001428787,<i>Tibisia farcta</i> grows in Pine Woodlands and Dry Broadleaf Evergreen Formation - Shrublands (scrubland coppice).,habitat,EN,Ethan Freid,,,2020-04-24,Ethan Freid,ref-0001428787.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000336880,"<i>Abildgaardia ovata</i> grows along the edges of Fresh and Salt-water wetlands, roadsides, and Dune systems.",habitat,EN,Ethan Freid,,,2020-04-27,Ethan Freid,ref-0000336880.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000863807,"<i>Digitaria ciliaris</i> grows in Human Altered environments (yards, old fields).",habitat,EN,Ethan Freid,,,2020-04-27,Ethan Freid,ref-0000863807.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000864051,"<i>Digitaria insularis</i> grows in Human Altered environments (yards, old fields).",habitat,EN,Ethan Freid,,,2020-04-27,Ethan Freid,ref-0000864051.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000864516,"<i>Digitaria villosa</i> grows in Dunes and Human Altered environments (yards, old fields).",habitat,EN,Ethan Freid,,,2020-04-27,Ethan Freid,ref-0000864516.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000882966,<i>Panicum amarum</i> grows in Dunes.,habitat,EN,Ethan Freid,,,2020-04-27,Ethan Freid,ref-0000882966.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000887348,"<i>Paspalum blodgettii</i> grows in Pine Woodlands and Human Altered environments (yard, old fields).",habitat,EN,Ethan Freid,,,2020-04-27,Ethan Freid,ref-0000887348.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000867558,"<i>Eragrostis ciliaris</i> grows in Human Altered environments (yard, old fields). ",habitat,EN,Ethan Freid,,,2020-04-28,Ethan Freid,ref-0000867558.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000879582,"<i>Melinis repens</i> occurs in Human Altered environments (yard, old fields).",habitat,EN,Ethan Freid,,,2020-04-28,Ethan Freid,ref-0000879582.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000887678,"<i>Paspalum fimbriatum</i> grows in Human Altered environments (yard, old fields).",habitat,EN,Ethan Freid,,,2020-04-28,Ethan Freid,ref-0000887678.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000780265,<i>Calopogon tuberosus</i> grows in Fresh Water wetland areas in Pine Woodlands.,habitat,EN,Ethan Freid,,,2020-04-29,Ethan Freid,ref-0000780265.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000901104,"<i>Sporobolus domingensis</i> grows in Human Altered environments (yard, old fields, roadsides).",habitat,EN,Ethan Freid,,,2020-04-29,Ethan Freid,ref-0000901104.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000906645,"<i>Uniola virgata</i> grows in Dunes, Pinelands, and Dry Broadleaf Evergreen Formation – Shrulands (scrubland coppice).",habitat,EN,Ethan Freid,,,2020-04-29,Ethan Freid,ref-0000906645.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000950829,<i>Epidendrum nocturnum</i> grows on branches as an epiphyte in Mangroves and extremely wet Dry Broadleaf Evergreen Formation – Forests (coppice) areas over sinkholes.,habitat,EN,Ethan Freid,,,2020-04-29,Ethan Freid,ref-0000950829.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000951265,<i>Epidendrum ridigum</i> grows on branches as an epiphyte in Mangroves and extremely wet Dry Broadleaf Evergreen Formation – Forests (coppice) areas over sinkholes.,habitat,EN,Ethan Freid,,,2020-04-29,Ethan Freid,ref-0000951265.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000280890,<i>Ponthieva brittoniae</i> occurs in the understory of Dry Broadleaf Evergreen Formations – Forests (coppice).,habitat,EN,Ethan Freid,,,2020-04-30,Ethan Freid,ref-0000280890.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000326351,<i>Tolumnia lucayana</i> grows in Dry Broadleaf Evergreen Formation – Forests as well as near Mangrove areas.,habitat,EN,Ethan Freid,,,2020-04-30,Ethan Freid,ref-0000326351.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000326361,<i>Tolumnia sasseri</i> grows in Dry Broadleaf Evergreen Formation – Forests as well as near Mangrove areas.,habitat,EN,Ethan Freid,,,2020-04-30,Ethan Freid,ref-0000326361.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000331537,<i>Vanilla poitaei</i> grows around wet areas (sinkholes) in Dry Broadleaf Evergreen Formation – Forest (coppice).,habitat,EN,Ethan Freid,,,2020-04-30,Ethan Freid,ref-0000331537.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000959912,"<i>Eulophia graminea</i> occurs in Human Altered environments (yards, lawns, landscaped areas). It also now occurs in Pine Woodlands and in the understory of Dry Broadleaf Evergreen Formations – Forests (coppice).",habitat,EN,Ethan Freid,,,2020-04-30,Ethan Freid,ref-0000959912.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000242198,"<i>Mesosphaerum pectinatum</i> grows in Human Altered environments (yards, roadsides).",habitat,EN,Ethan Freid,,,2020-05-01,Ethan Freid,ref-0000242198.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000255432,<i>Oldenlandiopsis callitrichoides</i> grows in wet soil or on rock.  Can be a pest in shade and green houses.,habitat,EN,Ethan Freid,,,2020-05-01,Ethan Freid,ref-0000255432.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000273293,<i>Picrodendron baccatum</i> grows in Dry Broadleaf Evergreen Formation – Forests/Shrublands (interior or coastal).,habitat,EN,Ethan Freid,,,2020-05-01,Ethan Freid,ref-0000273293.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000387203,<i>Oxalis corniculata</i> grows in Human Altered environments (yards and disturbed areas).,habitat,EN,Ethan Freid,,,2020-05-01,Ethan Freid,ref-0000387203.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000449492,<i>Malvaviscus arboreus</i> grows in Dry Broadleaf Evergreen Formations – Forest/Shrublands (coppice).,habitat,EN,Ethan Freid,,,2020-05-04,Ethan Freid,ref-0000449492.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000512187,"<i>Abutilon permolle</i> grows in Human Altered environments (yards, disturbed areas, old fields).",habitat,EN,Ethan Freid,,,2020-05-04,Ethan Freid,ref-0000512187.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000604681,"<i>Cienfuegosia yucatanensis</i> grows on the edges of Fresh Water wetlands, in ephemeral Fresh Water wetlands as they dry up, grassy areas and in Human Altered environments.",habitat,EN,Ethan Freid,,,2020-05-04,Ethan Freid,ref-0000604681.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000707931,"<i>Gossypium hirsutum</i> grows in Human Altered environments (yards, disturbed areas, old fields).",habitat,EN,Ethan Freid,,,2020-05-04,Ethan Freid,ref-0000707931.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000813884,"<i>Jasminum fluminense</i> grows in Human Altered environments (yards, abandoned fields, roadsides).",habitat,EN,Ethan Freid,,,2020-05-04,Ethan Freid,ref-0000813884.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001078054,"<i>Phymosia abutiloides</i> grows in Dry Broadleaf Evergreen Formations – Forest/Shrublands (coppice), Pine Woodlands and along roads.",habitat,EN,Ethan Freid,,,2020-05-04,Ethan Freid,ref-0001078054.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000006799,<i>Chromolaena corymbosa</i> grows in coastal areas in a sand substrate.,habitat,EN,Ethan Freid,,,2020-05-05,Ethan Freid,ref-0000006799.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000333504,"<i>Vitex trifolia</i> grows in Human Altered environments (yards, roadsides, abandoned fields).",habitat,EN,Ethan Freid,,,2020-05-05,Ethan Freid,ref-0000333504.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000450150,"<i>Melia azedarach</i> grows in Human Altered environments (yards, roadsides, abandoned fields).",habitat,EN,Ethan Freid,,,2020-05-05,Ethan Freid,ref-0000450150.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000591609,<i>Cayaponia racemosa</i> grows along Dry Broadleaf Evergreen Formations – Forest/Shrublands (coppice) edges and in Pine Woodlands.,habitat,EN,Ethan Freid,,,2020-05-05,Ethan Freid,ref-0000591609.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000845321,<i>Chiococca parvifolia</i> grows as an understory shrub in Pine Woodlands and grasslands.,habitat,EN,Ethan Freid,,,2020-05-05,Ethan Freid,ref-0000845321.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000207244,"<i>Crotalaria incana</i> grows in Human Altered environments (old fields, yards roadsides) as well as in Dunes/sandy areas.",habitat,EN,Ethan Freid,,,2020-05-06,Ethan Freid,ref-0000207244.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000245941,"<i>Morinda citrifolia</i> grows in Human Altered environments (yards, fields).",habitat,EN,Ethan Freid,,,2020-05-06,Ethan Freid,ref-0000245941.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000246073,<i>Morinda royoc</i> grows in Dry Broadleaf Evergreen Formation – Shrublands (scrubland coppice) and near Fresh Water Wetlands.,habitat,EN,Ethan Freid,,,2020-05-06,Ethan Freid,ref-0000246073.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000693979,"<i>Galphimia gracilis</i> grows in Human Altered environments (yards, gardens, roadsides, abandoned fields).",habitat,EN,Ethan Freid,,,2020-05-06,Ethan Freid,ref-0000693979.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000908055,"<i>Zoysia matrella</i> grows in Human Altered environments (lawns, yards, gardens).",habitat,EN,Ethan Freid,,,2020-05-06,Ethan Freid,ref-0000908055.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000964182,<i>Euphorbia proctorii</i> grows in sandy areas.,habitat,EN,Ethan Freid,,,2020-05-06,Ethan Freid,ref-0000964182.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000184271,"<i>Albizia lebbeck</i> grows in Human Altered environments (yards, roadsides, abandoned fields).",habitat,EN,Ethan Freid,,,2020-05-07,Ethan Freid,ref-0000184271.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000962981,<i>Euphorbia lecheoides</i> grows in sandy areas including Dunes.,habitat,EN,Ethan Freid,,,2020-05-07,Ethan Freid,ref-0000962981.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000979110,"<i>Hamelia patens</i> grows in Human Altered environments (yards, roadsides, abandoned fields). </p>A doubtful native as it does not occur in natural areas.",habitat,EN,Ethan Freid,,,2020-05-07,Ethan Freid,ref-0000979110.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001049365,<i>Toxicodendron radicans</i> grows in Dry Broadleaf Evergreen Formations – Forests/Shrublands (coppice) and Pine Woodlands.,habitat,EN,Ethan Freid,,,2020-05-07,Ethan Freid,ref-0001049365.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0001145478,<i>Vitis rotundifolia</i> var. <i>munsoniana</i> grows climbing on other vegetation in Dry Broadleaf Evergreen Formation – Woodland and Shrublands (open coppice) and Pine Woodlands.,habitat,EN,Ethan Freid,,,2020-05-07,Ethan Freid,ref-0001145478.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000961261,"<i>Euphorbia cayensis</i> grows in Dunes, Pine Woodlands, and palm dominated coastal Dry Broadleaf Evergreen Formations - Woodlands.",habitat,EN,Ethan Freid,,,2020-05-08,Ethan Freid,ref-0000961261.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000961329,"<i>Euphorbia chamaecyse</i> grows in Human Altered environments (yards, abandoned fields, nurseries).",habitat,EN,Ethan Freid,,,2020-05-08,Ethan Freid,ref-0000961329.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000962427,<i>Euphorbia gymnonota</i> grows in open Dry Broadleaf Evergreen Formations – Woodland/Shrubland (scrubland coppice). ,habitat,EN,Ethan Freid,,,2020-05-08,Ethan Freid,ref-0000962427.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000963723,"<i>Euphorbia ophthalmica</i> grows in Human Altered environments (yards, abandoned fields, nurseries, and disturbed/burned-over Pine Woodlands.",habitat,EN,Ethan Freid,,,2020-05-08,Ethan Freid,ref-0000963723.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000965260,<i>Euphorbia vaginulata</i> grows in sandy areas and the edges of salt flats.,habitat,EN,Ethan Freid,,,2020-05-08,Ethan Freid,ref-0000965260.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000962515,"<i>Euphorbia heterophylla</i> grows in Human Altered environments (yards, abandoned fields, nurseries).",habitat,EN,Ethan Freid,,,2020-05-11,Ethan Freid,ref-0000962515.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000962913,"<i>Euphorbia lactea</i> grows in Human Altered environments (yards, nurseries).",habitat,EN,Ethan Freid,,,2020-05-11,Ethan Freid,ref-0000962913.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000449489,"<i>Malvastrum corchorifolium</i> grows in sandy Human Altered environments (yards, roadsides/abandoned fields).",habitat,EN,Ethan Freid,,,2020-05-12,Ethan Freid,ref-0000449489.02,Leon Levy Native Plant Preserve.,All rights Preserved
wfo-0000458140,"<i>Triumfetta semitriloba</i> grows in Human Altered environments (yards, abandoned fields) and the edges of Dry Broadleaf Evergreen Formations – Forest/Shrublands (coppice).",habitat,EN,Ethan Freid,,,2020-05-12,Ethan Freid,ref-0000458140.02,Leon Levy Native Plant Preserve.,All rights Preserved
