WFO_ID,Vernacular,Devnagari,Transliteration,ScientificName,NamepublishedIn,rights,license,bibliographicCitation,compiler
wfo-0000372954,"करी, काली (Kari, Kali)","करी, काली","Kari, Kali",Miliusa tomentosa (Roxb.) J.Sinclair,Gard. Bull. Singapore 14: 378. 1955.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000372950,पाँदरी  (Pandari),पाँदरी ,Pandari,Miliusa velutina (Dunal) Hook.f. & Thomson,Fl. Ind. 1. 151. 1855.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001066143,वन सुपाडी (Ban supadi),वन सुपाडी,Ban supadi,Polyalthia suberosa (Roxb.) Thwaites,Enum. Pl. Zeyl. 398. 1864.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001066584,"रबु लहरा, काली लहरा (Rabu lahara, Kali lahara)","रबु लहरा, काली लहरा","Rabu lahara, Kali lahara",Uvaria hamiltonii Hook.f. & Thomson,Fl. Ind. 1: 96. 1855. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000519390,"झाँक्री काठ, लाम्पाते  (Jhankri kath, Lampate)","झाँक्री काठ, लाम्पाते ","Jhankri kath, Lampate",Actinodaphne angustifolia (Blume) Nees,Pl. Asiat. Rar. 3: 31. 1832.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000519474,मसिनो खपटे (Masino khapate),मसिनो खपटे,Masino khapate,Actinodaphne longipes Kosterm.,Reinwardtia 9: 98. 1974.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000519548,खपटे  (Khapate),खपटे ,Khapate,Actinodaphne sikkimensis Meisn.,Prodr. 15(1): 213. 1864.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001070351,ठूलो तार्सिङ्ग (Thulo tarsing),ठूलो तार्सिङ्ग,Thulo tarsing,Beilschmiedia roxburghiana Nees,Pl. Asiat. Rar. 2: 69. 1831.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000604917,"सिन्काउली, बडा सिँगोली, मरिचे मालागिरी (Sinkauli, Bada singoli, Mariche malagiri)","सिन्काउली, बडा सिँगोली, मरिचे मालागिरी","Sinkauli, Bada singoli, Mariche malagiri",Cinnamomum bejolghota (Buch.-Ham.) Sweet,Hort. Brit. 344. 1827. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000605088,"सिन्काउली, मालागिरी, सुगन्ध कोकिला (Sinkauli, Malagiri, Sugandha kokila)","सिन्काउली, मालागिरी, सुगन्ध कोकिला","Sinkauli, Malagiri, Sugandha kokila",Cinnamomum glanduliferum (Wall.) Meisn.,Prodr. 15(1): 25. 1864. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000605467,तेजपात (Tejpat),तेजपात,Tejpat,Cinnamomum tamala (Buch.-Ham.) T.Nees & Eberm.,Handb. Med. Pharm. Bot. 2: 426. 1831.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000605474,सुगन्ध कोकिला (Sugandha kokila),सुगन्ध कोकिला,Sugandha kokila,Cinnamomum tenuipile Kosterm.,Reinwardtia 8: 74. 1970. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000652739,"नेपाली दालचिनी, काउले (Nepali dalchini, Kaule)","नेपाली दालचिनी, काउले","Nepali dalchini, Kaule",Dodecadenia grandiflora Nees,Pl. Asiat. Rar. 2: 63. 1831. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001070861,पहेँलो खपटे (Pahenlo khapate),पहेँलो खपटे,Pahenlo khapate,Lindera nacusua (D.Don) Merr.,Lingnan Sci. J. 15: 419. 1936.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001070756,"सिल टिमुर, ठेकी पूmल (Sil timur, Theki phul)","सिल टिमुर, ठेकी पूmल","Sil timur, Theki phul",Lindera neesiana (Wall. ex Nees) Kurz,Forest Fl. Burma 2: 309. 1877. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001071996,"फुसुरे, खराने (Fusure), Kharane)","फुसुरे, खराने","Fusure), Kharane",Lindera pulcherrima (Nees) Benth. ex Hook.f.,Fl. Brit. India 5: 185. 1886. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000365367,सिल टिमुर (Sil timur),सिल टिमुर,Sil timur,Litsea cubeba (Lour.) Pers.,Syn. Pl. 2(1): 4. 1806. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000365304,"पहेँली, काठे काउलो (Pahenli, Kathe kaulo)","पहेँली, काठे काउलो","Pahenli, Kathe kaulo",Litsea doshia (D.Don) Kosterm.,J. Sci. Res. (Jakarta) 1: 90. 1952. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000365695,मेदा (Meda),मेदा,Meda,Litsea glutinosa (Lour.) C.B.Rob.,"Philipp. J. Sci., C 6: 321. 1911.",https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000365805,"कुटमिरो, कदमेरो (Kutmiro, Kadmero)","कुटमिरो, कदमेरो","Kutmiro, Kadmero",Litsea monopetala (Roxb.) Pers.,Syn. Pl. 2(1): 4. 1806.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001070313,पहेँली (Pahenli),पहेँली,Pahenli,Litsea salicifolia (Roxb. ex Nees) Hook.f.,Fl. Brit. India 5: 167. 1886.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001070314,पहेँले (Pahenle),पहेँले,Pahenle,Litsea sericea (Wall. ex Nees) Hook.f.,Fl. Brit. India 5: 156. 1886. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000373703,सेतो काउलो (Seto kaulo),सेतो काउलो,Seto kaulo,Machilus clarkeana King ex Hook.f.,Fl. Brit. India 5: 137. 1886.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001071296,"काठे काउलो, माहिलो काउलो (Kathe kaulo, Mahilo kaulo)","काठे काउलो, माहिलो काउलो","Kathe kaulo, Mahilo kaulo",Machilus duthiei King ex Hook.f.,Fl. Brit. India 5: 861. 1890.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001071297,"चिप्ले काउलो, काठे काउलो (Chiple kaulo, Kathe kaulo)","चिप्ले काउलो, काठे काउलो","Chiple kaulo, Kathe kaulo",Machilus gamblei King ex Hook.f.,Fl. Brit. India 5. 138. 1886.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001071298,"भाटे काउलो, सेतो काउलो (Bhate kaulo, Seto kaulo)","भाटे काउलो, सेतो काउलो","Bhate kaulo, Seto kaulo",Machilus odoratissima Nees,Pl. Asiat. Rar. 2: 70. 1831.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001244725,कल्चे (Kalche),कल्चे,Kalche,Neolitsea cuipala (D.Don) Kosterm.,Bull. Bot. Surv. India 10(3-4): 287. 1969.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001071951,"मकै काठ, खपटे (Makai kath, Khapate)","मकै काठ, खपटे","Makai kath, Khapate",Neolitsea pallens (D.Don) Momiy. & H.Hara,J. Jap. Bot. 47(9): 269. 1972.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0001070428,झाँक्री काठ (Jhankri kath),झाँक्री काठ,Jhankri kath,Phoebe lanceolata (Nees) Nees,Syst. Laur. 109. 1836.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000350733,बोझो  (Bojho),बोझो ,Bojho,Acorus calamus L.,Sp. Pl. 1: 324. 1753. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000949607,पिँडालु  (Pindalu),पिँडालु ,Pindalu,Alocasia navicularis (K.Koch & C.D.Bouché) K Koch & C.D.Bouché,Index Seminum 2. 1855. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000963446,ओल  (Ol),ओल ,Ol,Amorphophallus bulbifer (Roxb.) Blume,Rumphia 1: 148. 1837.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000964987,सर्प डाँठ  (Sarpa danth),सर्प डाँठ ,Sarpa danth,Amorphophallus napalensis (Wall.) Bogner & Mayo,Aroideana 8(1): 19. 1985. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000270275,बीर बाँको  (Bir Banko),बीर बाँको ,Bir Banko,Arisaema consanguineum Schott,Bonplandia 7: 27. 1859.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000270386,काल (Kal),काल,Kal,Arisaema costatum (Wall.) Mart.,Melet. Bot. 17. 1832. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000270688,रकाया बाँको  (Rakaya banko),रकाया बाँको ,Rakaya banko,Arisaema erubescens (Wall.) Schott,Melet. Bot. 1: 17. 1832.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000270849,"भाले बाँको, तिन्चु  (Bhale banko, Tinchu)","भाले बाँको, तिन्चु ","Bhale banko, Tinchu",Arisaema flavum (Forssk.) Schott,Prodr. Syst. Aroid. 40. 1860. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000271036,ढोकायो साग (Dhokayo sag),ढोकायो साग,Dhokayo sag,Arisaema griffithii Schott,Syn. Aroid. 26. 1856.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000271527,बाँको (Banko),बाँको,Banko,Arisaema jacquemontii Blume,Rumphia 1: 95. 1836. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000272536,टुवा  (Tuwa),टुवा ,Tuwa,Arisaema nepenthoides (Wall.) Mart.,Meletem. 1: 17. 1831.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000274144,विष झार्ने  (Bish jharne),विष झार्ने ,Bish jharne,Arisaema speciosum (Wall.) Mart.,Melet. Bot. 1: 17. 1832.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000274133,विष झार्ने  (Bish jharne),विष झार्ने ,Bish jharne,Arisaema speciosum var. mirabile (Schott) Engl.,Monogr. Phan. 2: 540. 1879.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000274566,बीर बाँको  (Bir banko),बीर बाँको ,Bir banko,Arisaema tortuosum (Wall.) Schott,Melet. Bot. 1: 17. 1832. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000275001,"ढोकायो, तीनपाते  (Dhokayo, Tinpate)","ढोकायो, तीनपाते ","Dhokayo, Tinpate",Arisaema utile Hook.f. ex Schott,Prodr. Syst. Aroid. 30. 1860. ,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
wfo-0000917419,"कर्कलो, गाभा  (Karkalo, Gava)","कर्कलो, गाभा ","Karkalo, Gava",Colocasia esculenta (L.) Schott,Melet. Bot. 18. 1832.,https://creativecommons.org/licenses/by/4.0/,Attribution 4.0 International (CC BY 4.0),"Shrestha. K.K., Bhandari, P., and Bhattarai, S. (2022). Plants of Nepal (Gymnosperms & Angiosperms). Heritage Publishers & Distributors Pvt. Ltd., Kathmandu, Nepal","Shrestha, K.K."
