Wfo,Vercular
wfo-0001031874,"Argentina. Jujuy: mora mora (Giberti et al. s.n., Arenas et al. 822, Claren 11548), ñusco (Burkart et al. s.n., Claren 11730, Ambrosetti 38, Budin s.n., Hunziker 1290), tomatillo (Biloni 6555). Bolivia. Chuquisaca: ñuschuchu (Barboza 84 bis). "
wfo-0001026736,Bolivia. Tarija: flor de oro (Coro-Rojas 1440). 
wfo-0001027128,"Bolivia. La Paz: chinchi-chinchi (Beck 27781), cusmayo (Lewis 881659). Peru. Ancash: atoqpa papán (papa de zorro) (Gamarra 662); Cusco: ccaya-ccaya (Mexia 8079), chinchi-chinchi (Herrera 819); muya khaya (Franquemont et al. 297); qusmayllu (Franquemont et al. 348); Huánuco: shopta (Weberbauer 6789); Puno: chitinqoya (Roersch 1994). "
wfo-0001028481,"None recorded.
"
wfo-0001029286,"None recorded.
"
wfo-0001029731,"None recorded.
"
wfo-0001029289,"Madagascar. Antsiranana: vahimasina (Humbert 18109), vahimbingy (RN Madagascar 2738, Miller & Randrianasolo 4563), vahinazo (RN Madagascar 8388), voajaboala (Miller & Randrianasolo 4329); Fianarantsoa: keranzy (Anon. 4026), vahimaitso (Malcomer et al. 1581), vahivahy (Randriantafika 15).
"
wfo-0001031005,"None recorded.
"
wfo-0001020042,"Common names. Argentina: Ají (Catamarca, Brizuela 1127; Chaco, Aguilar 568; Córdoba, Fernández 17; Corrientes, Nicora s.n.; Santiago del Estero, Soriano & Barret 3592), Bolita (Santiago del Estero, Perrone s.n.), Cumbaré (Córdoba, Castellanos 217), Cumbarí (Catamarca, de Ance 81; Corrientes, Ibarrola 2988; La Rioja, Hunziker 4807), Lají (Córdoba, Lorentz s.n.), Pipí (Formosa, Morel 910), Putaparió (Chaco, Gaillard s.n.; Córdoba, Cocucci 4966; Tucumán, Schreiter 1927), Putaqueteparió (Córdoba, Hawkes et al. 3308), Uchuca (Catamarca, Vervoorst 3535), Ají cumbarí (Catamarca, Schickendantz 74; Chaco, Schulz 2; Córdoba, Castagnino s.n.; La Rioja, Giacomelli 130), Ají chuca (Chaco, de Ance 81), Ají fuerte (Córdoba, Villafañe 400), Ají picante (Córdoba, Botta 115), Ají quitucho (Catamarca, Capparelli 158), Ají uchiquita (La Rioja, Hunziker 4807), Ají uchuco (Catamarca, Falcone & Castellanos 262), Ají del campo (Chaco, Schulz 92; Córdoba, Castellanos 217; La Rioja, Hunziker 5088; San Luis, Anderson 1447; Santa Fe, Krapovickas 762), Ají del monte (Catamarca, Cabrera 1132; Chaco, Fortunato 1445; Córdoba, Spegazzini s.n.; Salta, Ayarde & Sidán 299; Santiago del Estero, Bartlett 20435; Tucumán, Schreiter 1927), Ají mala palabra (Santiago del Estero, Crespo s.n.), Ají puta parió (San Juan, Cortez 156), Ají quitucho dulce (Salta, Hunziker 1578), Picante del monte (Jujuy, Joergensen s.n.), Pimiento del monte (Chaco, Meyer 8561); Bolivia: Aribibi (Santa Cruz, Navarro & Vargas C. 261), Ají del zorro (Chuquisaca, Saravia Toledo 10343); Paraguay: Ají (Boquerón, August 18), Cambarí (Central, Rojas 10821), Cumbary (Capital, Rojas 14325). Indigenous names. Argentina: Atéshuk (Chorote, Scarpa 2007), Awarañink¨i’¨i’ (Tapieté, Montani and Scarpa 2016), Chemmak’-raík’ (= picante) (Mocoví, Scarpa and Rosso 2014), Ke-ig (Guaraní, Corrientes, Ibarrola 2988), Kodae (Pilagá, Formosa, Martínez Crovetto 31, Arenas 3043), Ko’rae (Pilagá, Filipov 1994), Ko’rai’ (Pilagá, Formosa, Arenas 1956), Pájanak (Chorote, Scarpa 2007), Pa:nãn (Salta, Arenas 2121), Quihiy (Chaco, Escobar 19); Bolivia: Aguara keu (Santa Cruz, Bourdy 2000), Kî mi’ (Santa Cruz, de Michel 2568); Paraguay: Atés (Boquerón, Arenas 1688), Atic (Presidente Hayes, Arenas 1546), Ciaq taqatic (Presidente Hayes, Arenas 2377), H?pita (Boquerón, Arenas 1853), Naatikgit (Boquerón, Arenas 436), Yemade (Toba, Presidente Hayes, Williams et al. 140)."
wfo-0001020090,"Common names. Argentina: Tabasco (Salta, Hunziker 25489); Antilles: Bird pepper (Pickersgill 1984); Belize: Bird pepper (Cayo, Atha et al. 1022), Chile (Cayo, Balick et al. 2272), Chili del monte (Cayo, Arvigo et al. 148); Bolivia: Ají (Beni, Williams 933), Arivivi (Santa Cruz: Krapovickas & Schinini 36348), Aribibi chico (La Paz, Williams 764), Aribibi silvestre (Beni, Scolnik & Luti 672); Brazil: Malagueta (Amazonas, Hill et al. 12996; Bahia, Thomas et al. 9080; Goiás, Vieira 709; Mato Grosso do Sul, Pott et al. 5562; Piauí, Pickersgill RU72-140; Rio Grande do Norte, Pickersgill RU72-357; Rondonia, Walter et al. 581), Malaguetinha, malaguetão (Roraima, Barbosa et al. 2006), Olho-de-caranguejo (Paraná, Leitão s.n.), Pimenta camari (Minas Gerais, Grandi 261), Pimenta malaguêta (Amazonas, Hill 12996; Bahia, André et al. 6863; Espírito Santo, Folli 2995; Mato Grosso do Sul, Bortolotto & Rodrigues B-615; Minas Gerais, Pereira 3219; Paraíba, Agra 625; Tocantins, Eiten & Eiten 10140), Pimenta malaguetinha (Amapá, Pereira & Severino 1855), Pimenta malaguetão (Amapá, Pereira et al. 1836), Pimenta malagueta doce (Rondonia, Walter et al. 575); Colombia: Ají (Amazonas, Henao 167; Bolívar, Bro. Heriberto 231; Guainía, Triana 18; Magdalena, de Romero 72; Vaupes, Zarucchi 2173), Chivatillo (Nariño, de Benavides 4692), Ají Ajuja (Guainía, Marín & Rodríguez 508), Ají clavito (Amazonas, Torres & Rodríguez 2020), Ají chivatillo (Nariño, Caballero 40), Ají churere (Guainía, Marín & Rodríguez 509), Ají malagueta (Amazonas, Cárdenas et al. 9441), Aji pequeñito (Caquetá, Cárdenas 9307; Guainía, Rodriguez 2), Ají largo (Bolívar, Espina 586), Ají Quiñapira (Guaviare, Rodríguez & Coy s.n.), Ají de ajoja (Vaupés, Rodríguez 112), Ají de blancos (Amazonas, La Rotta 273), Ají diente, chiche (Amazonas, Cárdenas et al. 9413), Ají pico de pájaro (Bolívar, Espina 571), Diente de chucha (Amazonas, Cárdenas et al. 9412; Caquetá, Cárdenas et al. 9325); Costa Rica: Chili (Puntarenas,Tonduz 7255); Ecuador: Ají (Esmeralda, Yañez et al. 1407; Pichincha, Kvist 40201), Ají chivatillo (Esmeralda, Acosta Solías 13937; Pichincha, Acosta Solís 13927), Ají clavo, ají gallinazo (El Oro, van den Eynden & Cueva 654; Esmeraldas, Cerón 14561), Ají patate (Chimborazo, Angulo 007), Ají silvestre (Loja, Vivar C. 4003), Ají de ratón (Manabí, Deanna 53); El Salvador: Chiltepe (El Salvador, Velasco 8925), Chilpepe, Chile de zope (Sonsonate, Standley 22237), Chile chocolate (San Salvador, Calderón 1198), Guatemala: Chili (Izabal, Standley 25055; Peten, Lundell 16480), Chile largo (Izabal, Standley 24297), Chile chiltepe (Izabal, Standley 23755); Haiti: Piment-chien (Ile La Tortue, Ekman s.n.); Honduras: Chile bravo (Atlántida, Standley 53392), Pico de Pájaro (Morazán, Molina R. 1177); Mexico: Chilpaya o Chilayate (Veracruz, Martínez A. 346), Chile chocolate (Chiapas, Matuda 17642), Chile picapalo (Tabasco, Becerril Pérez & Ortiz Cornejo 7), Chile tabaquero (Oaxaca, Alcocer & Morales s.n.), Pico Paloma (Tabasco, Ortega et al. 876), Chile del monte (Yucatán, Gaumer 864), Chile pico paloma (Tabasco, Alegría O. 47), Diente de perro (Chiquimula, Kufer 100); Panamá: Ají (Balboa, Standley 25504); Peru: Arnaucho, Aji arnaucho (Peru, Dunal 1852), Malageta (Loreto, Martin & Lau-Cam 1242), Malaguete (San Martín, Libreros et al. 2013), Ají chuncho (Junín, Smith s.n.), Ají mono, Ají pinguita de mono (Lambayeque, Llatas Quiroz 3452), Mala guctí (Huánuco, Schunke V. 1397), Pipí de mono (Loreto, Libreros et al. 2013); Trinidad and Tobago: Bird pepper (Tobago, Broadway 4498; Trinidad, Heiser C 259); United States of America: Tabasco (Louisiana, Meyer & Mazzeo 11988); Panamá: Ají (Balboa, Standley 26493); Venezuela: Chirel (Margarita Island, Smith-Davis Ac 1495), Chirere (Carabobo, Pittier 7909), Aji pico pájaro (Margarita Island, Smith-Davis Ac 1498). Indigenous names. Belize: Mash-ík (Mayal, Cayo, Balick et al. 2272), Smash-ík (Cayo, Balick et al. 2391); Bolivia: Bido (Tacana, La Paz, Williams 764), Naris (Chiquitano, Santa Cruz, Del Aguila et al. 662); Colombia: Bee-a’ (Tucano, Amazonas, Schultes & Cabrera 13046), Biaá (Yucana, Amazonas, Cárdenas 9405), Cog (Puinave, Guainía, Triana 18), Eviviaa (Tucano, Guainía, Marín & Rodríguez 508), Fekorai (Huitoto-M?n?ka, Amazonas, Henao 167), Ferocoi (Huitoto, Caquetá, Cárdenas et al. 9300), Ichiriay (Matapi, Amazonas, Cárdenas et al. 9413), Jibirai (Caquetá, Cárdenas 9345), Jichiri (Yucuna, Amazonas, Cárdenas et al. 9441), Lehirihay (Yucuma, Caquetá, Cárdenas et al. 9325), Meniray (Huitoto, Caquetá, Cárdenas 9307), Mèe (Colona, Amazonas, Torres & Rodríguez 2020), Pidootú (And, Amazonas, Castro & Andoke 608), Pipitatu (And, Amazonas, Castro & Andoke 606), Pxrxtú (And, Amazonas, Castro & Andoke 597), Tsirrerreji (Sikuare guahibo, Guainía, Rodriguez 2), Viaa (Kuboes, Guainía, Marín & Rodríguez 509); Ecuador: Aatyu (Chapalaachi, Esmeraldas, Yañez et al. 1407), Ampy (Shuar, Zamora-Chinchipe, Ortega et al. 51), Chimidu dio (Cayapa, Esmeralda, Kvist & E. Asanza 40456), Ma pipi pia (Siona and Secoya Indians, Napo, Vickers 208), Ocoma (Cofán, Napo, Cerón 194), Panduchu (Achuar Jívaro, Pastaza, Lewis et al. 14011), Pía (Secoya, Sucumbíos, Miranda-Moyano 225), Pipetio (Cayapa, Esmeraldas, Kvist 40565), Pucuitape (Cayapa, Esmeraldas, Kvist & Asanza 40356), Sun’nyo pipi pia (Siona & Secoya Indians, Napo, Vickers 226), Tun (Colorado, Pichincha, Kvist 40201), Uchu (Pastaza, Lewis et al. 14011); Guatemala: Ich (Ch’orti, Chiquimula, Kufer 100); Paraguay: Ki’ï (Central, Schinini & Bordas 24511); Peru: Shunaru’ca (Chayahuita, Loreto, Odonne 641), Tsukagka (Amazonas, Salaün 177), Yancuru’ca (Chayahuita, Loreto, Odonne 664). Mexico: Guiiña xcuuchu (Zapoteco, Oaxaca, Sánchez L. et al. 953)."
wfo-0001020046,"Common names. Argentina: Ají bolita (Salta, Hilgert 2060). Belize: Jabanero pepper (Corozal, Balick 2211); Bolivia: Ají (Beni, Williams 937; La Paz, Williams 774), Aji mote (Santa Cruz, Krapovickas & Schinini 32488), Ají soliman (Cochabamba, Thomas 1093), Ají trompillo (Cochabamba, Thomas 704), Ají grande rojo (Beni, Rivero 428); Brazil: Baianinha (Rondônia, Teles Walter 579), Canaimé, Chumbinho, Malaguetão, Morangão, Moranguinho, Murici, Murupi, Pimentãozinho, Peão-amaerlo, Peão-vermelho, Peixe-boi, Pimenta amarela, Pimenta-moranga, Pimenta murici, Pimenta ornamental, Pimenta-roxa, Chifre-de-carneiro, Chifre-de veado, Cumari-do-Pará, Esporão-de-galo, Olho-de-cará, Olho-de-carangueijo, Olho-de-mutum, Olho-de-peixe (falsa), Olho-de-peixe (verdadeira), Pimenta-vermelha longa, Unha-de-gato, Pimenta-de-cherio amarela (ardosa), Pimenta-de-cheiro longa, Pimenta-de mesa-ardosa (Roraima, Barbosa et al. 2006), Pimenta (Goiás, Amaral 139; São Paulo, Hoehne s.n.), Habanero vermelha (São Paulo, Lélis et al. 12), Pimenta açaí (Amapá, Pereira et al. 1918), Pimenta acerola (Amapá, Pereira et al. 1816), Pimenta-biquinho (Mina Gerais, Goiás, Carvalho et al. 2006), Pimenta boliviana (Rondonia, Teles Walter et al. 572), Pimenta camapú (Amapá, Pereira et al. 2011), Pimenta cambuí (Bahía, Medeiros et al. 196), Pimenta-doce (Rondônia, Teles Walter 567), Pimenta habanero (Carvalho et al. 2006), Pimenta-murupi (Região Norte, Carvalho et al. 2006), Pimenta queimosa (Amapá, Pereira et al. 1905), Pimenta do Curupira (Roraima, Barbosa et al. 2002; Nascimento Filho et al. 2007), Pimenta amarela ardosa (Amapá, Pereira et al. 1908), Pimenta de bode (Região Centro-Oeste, Carvalho et al. 2006), Pimenta de cheira (Pickersgill RU72-175), Pimenta de cheiro (Bahía, Medeiros et al. 182; Rio de Janeiro, Gonçalves & Kaketru 2; Paraíba, Gadelha Neto 1748), Pimenta queimosa amarela (Amapá, Pereira et al. 1904), Pimenta roxa alongada (São Paulo, Hoehne s.n.), Pimenta de cheiro amarela (Amapá, Pereira et al. 1901), Pimenta de cheiro legítimo (Río de Janerio, Freire de Carvalho s.n.), Pimenta de cheiro redondinha (Pereira et al. 2011), Pimenta de cheiro tacacá (Amapá, Pereira et al. 2011), Pimenta-de-cheiro vermelha (Amapá, Pereira et al. 1831; Roraima, Barbosa et al. 2006), Pimenta-dedo-de-papagaio (Bahía, Medeiros et al. 200), Pimenta de cheiro de panela (Amapá, Pereira et al. 2011); Colombia: Ají (Meta, Quevedo et al. 1816, Santander, Rosado 01), Trompito (Vichada, García Guzmán s.n.), Aji amarillo (Amazonas, Cárdenas et al. 9439), Ají pecas (Caquetá, Cárdenas et al. 9311), Aji trompito (Caquetá, Cárdenas et al. 9356), Ojito de Lucía (Caquetá, Cárdenas et al. 9331), Ají de babilla (Amazonas, Cárdenas et al. 9431); Costa Rica: Chile, Chile chiricano, Chile panameño (Bohs 2015); Ecuador: Ají (Napo, Ríos 429; Morona-Santiago, Villegas & Meneses 16), Ají botoncillo (Guayas, Holmgren & Heilborn s.n.); French Guiana: Péppé (Cayenne, Fleury 124); Jamaica: Scotch bonnet (Jamaica, Bosland and Votava 2000); Mexico: Habanero (Quintana Roo, Palma Gutiérrez 85-69), Rosita (Yucatán, López Castilla et al. 2019), Chile cimarrón (México, Hinton 4336), Chile costeño (Campeche, Ramírez A. 56), Chile habanero (Yucatán, Ucan 4652), Chile xalapeño (Quintana Roo, Palma Gutiérrez 85-25), Chile de árbol (Michoacán, Soto Núñez & Silva R. 3842); Panamá: Ají Chombo (Bosland and Votava 2000); Peru: Ají (Lambayeque, Llatas Quiroz 3454; San Martín. Plowman & Schunke V. 11695), Arequipeño (Lima, Velarde Núñez 8), Charapita (Iquitos, Bosland and Votava 2000), Chinchi-uchu (Peru, Andrews 1984), Esticana (Cuzco, Ferreyra 16384), Limos (Lima, Velarde Núñez 16), Pucunuchu (San Martín, Plowman & Schunke 11497), Ají amarillo (Pasco, Huamán et al. 0317), Ají bravo (Loreto, Plowman 2457), Aji Charapa (Iquitos, Bosland and Votava 2000), Ají Dulce (Loreto, Plowman 2458), Ají mutecillo (Amazonas, Campos & Vargas 6945), Ají rojo o ají chanchamayo (Pasco, Oxapampa, Huamán et al. 0320), Ají Panca (Bosland and Votava 2000), Ají Pucomucho (Bosland and Votava 2000), Ajuju aji (Loreto, Hormia 2194), Colorado Cuzco (Lima, Velarde Núñez 4), Colorado Trujillo (Lima, Velarde Núñez 9), Munición uchu (Loreto, Williams 5225), Rojo Arequipa (Lima, Velarde Núñez 12), Ají corazón de pollo (Madre de Dios, Pesha Baca 95); Puerto Rico: Rocotillo (Bosland and Votava 2000); Trinidad and Tobago: Congo (Bosland and Votava 2000); United Stated of America: Datil (Florida, Bosland and Votava 2000), Rocotillo (Texas, Andrews 1984). Indigenous names. Bolivia: Bidó (Tacana, La Paz, Williams 1177), Cheti (Trinitario, Cochabamba, Thomas 704), Ta’ (Beni, Davis 1066), Hchetgi (Trinitario, Cochabamba, Thomas 1092), Tata (Yuqui, Cochabamba, Martínez et al. 246), Uchu (Quechua, La Paz, Williams 772), Winno (Yuracare, Cochabamba, Thomas 1093), Winno manera (Yuracare, Cochabamba, Thomas 704); Brazil: Pimi’ró (Macuxi, Roraima, Barbosa et al. 2002; Nascimento Filho et al. 2007); Colombia: Aati (Curripaco, Guainía, Espina et al. 182); Chamouiju (Colono Huitoto, Caquetá, Cárdenas et al. 9331), Doehoe (Amazonas, Cárdenas et al. 9439), Duaó (Caquetá, Cárdenas et al. 9385), Gubsovia (Makuna, Amazonas, Cárdenas et al. 9431), Kukunarí (And, Amazonas, Castro & Matapí 565), Jade deé (Mui, Amazonas, Castro & Ramírez 132), Kukunari (Amazonas, Castro & Matapí 565), Fakiki deé (Mui, Amazonas, Castro & Rodríguez 309), Lole-ra (Norte de Santander, Solange 8), Tada tarre (Sáliba, Casanare, Camargo 020), Wijichi-taku (And, Amazonas, Castro & Matapí 561); Ecuador: Atalba ucho (Kichwa, Sucumbíos, Moya & Reyes 207), Ampi (Shuar, Zamora-Chinchipe, Santín et al. 102), Ccoma (Cofán, Sucumbios, Cerón 20848), Giimo (Oncaye, Napo, Davis & Yost 993), Giimo (Huaorani, Napo, Miller & Yépez 651), Giimoñabu (Huaorani, Napo, Miller & Yépez 651), Guimo (Huaorani, Orellana, Naranjo & Freire 329), Giimohue (plant) (Huaoroni, Napo, Miller & Yépez 651), Guimuwe (Huaorani, Orellana, Freire & Naranjo 612), Hueapia (Secoya, Cerón 62013), Imiá (Shuar Jívaro, Pastaza, Lewis et al. 13960), Jinia (Shuar, Morona Santiago, Pujupet RBAE 1005), Juminialinae ([Guahibo?] Casanare, Camargo 020), Khoma (Kofán, Napo, Pinkley 230), Munisión (Kichwa, Orellana, Carrillo & Reyes 434), Ochabia (Siona, Sucumbíos, Miranda & Moya 437), Piujimia (Orellana, Herrera & Guerrero 186), Ucho (Quechua, Napo, Miller et al. 2404), Úchu (Achuar Jívaro, Pastaza, Lewis et al. 13960), Aji ucho (Quechua, Orellana, Reyes & Carrillo 773), Anya bia (= snake pepper) (Napo, Vickers 178), Arara uchu (Quechua, Orellana, Kohn 1613), Araya ucho (Quechua, Sucumbíos, Reyes & Moya 234), Araray-uchu (Quechua, Napo, Balslev & Irvine 4598), Biruti uchu (Quechua, Orellana, Kohn 1611), Butun uchu (Quechua, Napo, Ríos & Oña 430), Chipiri khuma (Kofán, Napo, Pinkley 256), Cua Khoma (Kofán, Napo, Pinkley 544), Palanda uchu (Quechua, Orellana, Kohn 1612), Puca uchu (Quechua, Orellana, Kohn 1896), Sasi uchu (Quechua, Orellana, Kohn 1611), Tiupi tio (Cayapa, Esmeraldas, Kvist 40566), T?si khuma (Kofán, Napo, Pinkley 257), thothao khuma (Kofán, Napo, Pinkley 259), Tota cu’ma (Kofán, Napo, Cerón et al. 5849), Uchu muyu (Quechua, Napo, Ríos 429), Wea bia (Siona, Napo, Vickers 115), Bula muyu uchu (Quechua, Orellana, Kohn 1910), Dio tape fin chuno (Cayapa, Esmeralda, Kvist 40586); Guyana: Há-ka-pu-tá (Cuyuni-Mazaruni, Tillett & Tillett 45424); Tor-tor-oi-ma (Cuyuni-Mazaruni, Tillett & Tillett 45627); Mexico: Habanero ik (Maya, Quintana Roo, Gutiérrez 24), Maax-ik (Maya, Quintana Roo, Gutiérrez 388), X-Kat ik (Quintana Roo, Palma Gutiérrez 85-24); Peru: Imia (Achual Jívaro, Loreto, Lewis et al. 11207), Tots (Yanesha, Pasco, Huamán et al. 0317), Yaájima (Amazonas, Kayap 652); Surinam: Ah-se-se (Kaxuyana, Kwamala, Plotkin 139), Pepra (Sranam, Kwamala, Plotkin 139), Pom-we (Tirio, Kwamala, Plotkin 139)."
wfo-0001022539,"Mexico. San Luis Potosi: tomatillo, arrete de la virgin, flor de mariposa (Standley, 1940); Veracruz: Masan ay (Marco Leonti 71).
"
wfo-0001330986,"None recorded.
"
wfo-0001030573,"Mexico [Puebla]. Tomakilit (Nahuat, Amith JDA-2084), Tomakilit (silvestre) (Nahuat, Jiménez Chimil JDA-30248).
"
wfo-0001022304,"Trompeta, chichi de perra (Dean, 2004). Used to treat stomachache in Guanajuato (Ocampo 47).
"
wfo-0001022207,"Mexico: maravilla, huevo de cuervo, chimpin, tsibu (Dean 2004).
"
wfo-0001022447,"Berenjena, berenjito, chumpin, chimpina, huevo de gato, tintón, tilindon, tlanoxtle, tlanochtle, tlalnonochtle, shimpe, tilapó, tochin, la chichi, chochocuero, coyotomate, purga de las animas, xipes, mazatlatlaixtli (Dean, 2004). Used medicinally as a purgative in the state of México (Altimirano 72).
"
wfo-0001022446,"None known.
"
wfo-0001022476,"Trompeta, berenjena, chichi de perra, ojo de venado, tonchichi, tomatillo del monte (Dean, 2004).
"
wfo-0001022448,"Chichi de venado (Dean, 2004).
"
wfo-0001022505,"Chilillo (Dean, 2004).
"
wfo-0001022284,"Common names: hoh, yich hoh, yichjoj, tintoón, ma' 'u' dsea nuu jgiaa, u dsea niquia, yich balam, guì in-dèm, ngûd-dèm, guizh-dam, kuan xille bekue, campanilla, chichi de vaca, chichi de perro, chichi de venado, binduchi, binduchito, rshtisti katya, tronchichi, tonchicho, manzanillo del campo, shashasto, la pera, chile de ratón. People eat the fruits of this species in Puebla, Oaxaca, and Chiapas. The fruits are edible and are gathered from wild plants, often from plants growing as volunteers in agricultural fields (Dean, 2004).
"
wfo-0001022352,"Not known.
"
wfo-0001022533,"Chilillo (Dean, 2004).
"
wfo-0001029287,Costa Rica. Hierba (yerba) buena (Bohs 2015). Colombia. Antioquia: hierba mora (Kirkbride & Forero 1853); Pasta: yerba mora (Vogelmann 2006); Cundinamarca: yerba mora (Barragán-Fonseca 9); Santander: yerba mora (Combita et al. 114). Ecuador. Chimborazo: hierba mora (Cerón 15905 [a]); Napo: hierba mora macho (Baez et al. 32B); Pichincha: papa de monte (Mena V. 123). Venezuela: Vargas: yerba mora (González 17). 
wfo-0001031259,"Argentina. Catamarca: chuschalin (Hueck 504); Jujuy: ají (Claren 11369), porotillo (Cabezas 49); Salta: cora cora (Krapovickas 3192). Chile. Region II (Antofagasta): salvilla (Wickens et al. 11)."
wfo-0001029804,"United States of America. Divine nightshade (NatureServe 2017, although the record of this species from Hawaii is certainly in error). Mexico and Central America. Hierba (yerba) mora (many sources). Mexico [Campeche] Chilillo (Chan 6138), [Chiapas] Cha’uku (Lacandon, Lévy & Durán 253), Ch’il wamal (Tzeltal, López Pérez 332), Moen (moem, mu’em) (Tzeltal, Isidro V. 764, Mendez Ton 4546, 6419, Reyes-García et al. 7431, Shilom Ton 7625), Moral wama (Tzeltal, Gómez López 309), Mu Itaj (Tzotzil, Pérez Gómez 159), Tukumal ejal (Tzotzil, Pérez Gómez 76), [Durango] Capulín (González 1410), [Guerrero] Yao narambo (Wagenbreth 120), yuwa tii (Avila 52), [Hidalgo] Tomaquilit (Villa 48), [Michoacán] Hierba de golpe (Hinton 5709), [Oaxaca] Bishate (bishte, bisnate) (Elorsa C. 27, 4724), Bzat (Zapotec, Hunn OAX-838), Mahuán (Chinantec, Martínez Calderón 778), Pchfuzch-yaas (Zapotec, Hunn OAX-1056), Pipitzco (Macias Acevedo 13), Quizh-jpchuux-las (Zapotec, Hunn 1849), Tomatal montes (Zarate Marcos 546), Tonchichi (Camacho 20), [Puebla] Barbechos (Solís M. 4904), Quelite de jitomate (Jiménez Chimil JDA-30419), Teconchichi (Tlapa & Ubierna 162, 232), Tomalkilit (Nahuat, Ledesma et al. JDA-20153), [Sonora] Chichiquelite (Felger et al. 1361), Mamya (Yaqui, Felger et al. 1361), Mombia (mambia) (Mayo, Van Devender et al. 93-1012), [Yucatán] Berenjena xiu (Enríquez 315), Chilillo (Góngora 137), Ik koox (Ucán Ek 4360), [Veracruz] Mustulúk (Totonaco, Cortés 156), Tomatito de sabana (Murrieta 56). Guatemala. Ix ch’yauk’ (Mopan Maya, Ventur 27), Macuy (Ramírez & García 397). Panama. Kabur gi (Kuna Yala, de Nevers et al. 7484). Colombia. Caldas: yerba mora (Grisales 9); Santander: yerba mora (López & Gonzáles 31). Ecuador. Azuay: mortiño negro (Cerón 15905); Cañar: mortiño blanco (Kohn 1469); Chimborazo: hierba mora (Cerón 15905 [b]). Leaves widely used a potherb (“quelite”) in Mexico and Central America, but we have not seen this use recorded on South American specimens."
