WFOID,vernacularName,taxon,identifier,preferredName,source,language,countryCode,uri
wfo-0000213454,Medicaga dubhsiolac,Medicago lupulina,2399,0,,ga,IE,
wfo-0000213469,Meidic na mbó,Medicago sativa subsp. sativa,2402,1,,ga,IE,
wfo-0000213469,Medicaga treabhamtach,Medicago sativa subsp. sativa,2403,0,,ga,IE,
wfo-0001136626,Lus an tsagairt,Melampyrum pratense,2406,1,,ga,IE,
wfo-0000451388,Lus sagairt beag,Melampyrum sylvaticum,2408,1,,ga,IE,
wfo-0000879476,Meilic,Melica uniflora,2410,1,,ga,IE,
wfo-0000879476,Meloigfhér aonbhlátha,Melica uniflora,2411,0,,ga,IE,
wfo-0000185371,Crúibín cait mór,Melilotus altissimus,2413,1,,ga,IE,
wfo-0000213864,Crúibín cait,Melilotus officinalis,2417,1,,ga,IE,
wfo-0000240328,Mismín mionsach,Mentha aquatica,2419,1,,ga,IE,
wfo-0000240328,Pisimín,Mentha aquatica,2420,0,,ga,IE,
wfo-0000240328,Cairteal,Mentha aquatica,2421,0,,ga,IE,
wfo-0000240328,Misimín dearg,Mentha aquatica,2422,0,,ga,IE,
wfo-0000240328,Cartloin,Mentha aquatica,2423,0,,ga,IE,
wfo-0000240328,Cartláid,Mentha aquatica,2424,0,,ga,IE,
wfo-0000240328,Miontas uisce,Mentha aquatica,2425,0,,ga,IE,
wfo-0000240349,Mismín arbhair,Mentha arvensis,2428,1,,ga,IE,
wfo-0000241235,Borógach,Mentha pulegium,2430,1,,ga,IE,
wfo-0000241235,Arán glas,Mentha pulegium,2431,0,,ga,IE,
wfo-0000450682,Báchrán,Menyanthes trifoliata,2437,1,,ga,IE,
wfo-0000450682,Pónaire chapail(l),Menyanthes trifoliata,2438,0,,ga,IE,
wfo-0000450682,Pónaire chunnaigh,Menyanthes trifoliata,2439,0,,ga,IE,
wfo-0000450682,Bearnán lacháin,Menyanthes trifoliata,2440,0,,ga,IE,
wfo-0000450682,Pacharán,Menyanthes trifoliata,2441,0,,ga,IE,
wfo-0000450682,Pór an capaill,Menyanthes trifoliata,2442,0,,ga,IE,
wfo-0000450682,Pónaire churraigh,Menyanthes trifoliata,2443,0,,ga,IE,
wfo-0000450682,Pónaire chorraigh,Menyanthes trifoliata,2444,0,,ga,IE,
wfo-0000241716,Lus glinne beag,Mercurialis annua,2447,1,,ga,IE,
wfo-0000241716,Praisneach larla,Mercurialis annua,2448,0,,ga,IE,
wfo-0000241769,Lus glinne,Mercurialis perennis,2450,1,,ga,IE,
wfo-0000241769,Praiseach bhráthar,Mercurialis perennis,2451,0,,ga,IE,
wfo-0000368197,Lus na sceallaí,Mertensia maritima,2454,1,,ga,IE,
wfo-0000879833,Taenfhér robhég,Mibora minima,2456,0,,ga,IE,
wfo-0000880073,Muiléad coille,Milium effusum,2459,1,,ga,IE,
wfo-0000880073,Meanbhphreasair,Milium effusum,2460,0,,ga,IE,
wfo-0000880073,Miledfhér coitchion,Milium effusum,2461,0,,ga,IE,
wfo-0000374916,Gaineamhlus cuar,Minuartia recurva,2463,1,,ga,IE,
wfo-0000374615,Gaineamhlus earraigh,Minuartia verna,2465,1,,ga,IE,
wfo-0000451121,Srubh lao beag,Misopates orontium,2467,1,,ga,IE,
wfo-0000374592,Gaineamhlus féitheach,Moehringia trinervia,2469,1,,ga,IE,
wfo-0000880418,Fionnán,Molinia caerulea,2473,1,,ga,IE,
wfo-0000880418,Préamh(acha) earraigh,Molinia caerulea,2474,0,,ga,IE,
wfo-0000880418,Mealoigfér corcuir,Molinia caerulea,2475,0,,ga,IE,
wfo-0000880418,Béitean,Molinia caerulea,2476,0,,ga,IE,
wfo-0000880418,Punglas (-ais),Molinia caerulea,2477,0,,ga,IE,
wfo-0000880418,Meloigfheur corcuir,Molinia caerulea,2478,0,,ga,IE,
wfo-0000880418,Féar boirne,Molinia caerulea,2479,0,,ga,IE,
wfo-0000880418,Meloigfhér corcuir,Molinia caerulea,2480,0,,ga,IE,
wfo-0000452390,Fliodh uisce,Montia fontana,2483,1,,ga,IE,
wfo-0000367842,Lus míonla goirt,Myosotis arvensis,2487,1,,ga,IE,
wfo-0000368130,Lus míonla buí,Myosotis discolor,2489,1,,ga,IE,
wfo-0000368476,Ceotharnach beag,Myosotis laxa,2491,1,,ga,IE,
wfo-0000368563,Lus míonla luath,Myosotis ramosissima,2493,1,,ga,IE,
wfo-0000368596,Ceotharnach uisce,Myosotis scorpioides,2495,1,,ga,IE,
wfo-0000368596,Súil an chuir,Myosotis scorpioides,2496,0,,ga,IE,
wfo-0000368596,Lus mínle,Myosotis scorpioides,2497,0,,ga,IE,
wfo-0000368596,Lus míola,Myosotis scorpioides,2498,0,,ga,IE,
wfo-0000368596,Cotharach,Myosotis scorpioides,2499,0,,ga,IE,
wfo-0000745541,Ceotharnach reatha,Myosotis secunda,2501,1,,ga,IE,
wfo-0000447393,Bog myrtle,Myrica gale,2502,1,,ga,IE,
wfo-0000447393,Sweet-willow,Myrica gale,2503,0,,ga,IE,
wfo-0000447393,Gale,Myrica gale,2504,0,,ga,IE,
wfo-0000447393,Golden willow,Myrica gale,2505,0,,ga,IE,
wfo-0000447393,Raidsogagh,Myrica gale,2506,0,,ga,IE,
wfo-0000447393,Rideokut,Myrica gale,2507,0,,ga,IE,
wfo-0000447393,Raideog,Myrica gale,2508,1,,ga,IE,
wfo-0000447393,Raidhleóg,Myrica gale,2509,0,,ga,IE,
wfo-0000447393,Railleóg,Myrica gale,2510,0,,ga,IE,
wfo-0000447393,Rileóg,Myrica gale,2511,0,,ga,IE,
wfo-0000447393,Ruid-eagach,Myrica gale,2512,0,,ga,IE,
wfo-0000447393,Roid,Myrica gale,2513,0,,ga,IE,
wfo-0000447393,Roideog (-eioge),Myrica gale,2514,0,,ga,IE,
wfo-0000447393,Raidleog,Myrica gale,2515,0,,ga,IE,
wfo-0000447393,Rudóg,Myrica gale,2516,0,,ga,IE,
wfo-0000447393,Roidleog,Myrica gale,2517,0,,ga,IE,
wfo-0000447393,Roilleog,Myrica gale,2518,0,,ga,IE,
wfo-0000447393,Reileog,Myrica gale,2519,0,,ga,IE,
wfo-0000447393,Roithleog,Myrica gale,2520,0,,ga,IE,
wfo-0000447393,Raideogach,Myrica gale,2521,0,,ga,IE,
wfo-0000447393,Releog,Myrica gale,2522,0,,ga,IE,
wfo-0000447393,Rideóg,Myrica gale,2523,0,,ga,IE,
wfo-0000373504,Líonán crom,Myriophyllum alterniflorum,2525,1,,ga,IE,
wfo-0000373504,Snaithe bhatheadh,Myriophyllum alterniflorum,2526,0,,ga,IE,
wfo-0000373566,Líonánach,Myriophyllum spicatum,2528,1,,ga,IE,
wfo-0000373555,Líonán fáinneach,Myriophyllum verticillatum,2530,1,,ga,IE,
wfo-0000373555,Fliodh uisce,Myriophyllum verticillatum,2531,0,,ga,IE,
wfo-0000373555,Snáithe báidhte,Myriophyllum verticillatum,2532,0,,ga,IE,
wfo-0000373555,Linnearach,Myriophyllum verticillatum,2533,0,,ga,IE,
wfo-0000371898,Lus áinleoige,Myrrhis odorata,2535,1,,ga,IE,
wfo-0000769481,Síofróg uisce,Najas flexilis,2537,1,,ga,IE,
wfo-0000881131,Beiteán,Nardus stricta,2539,1,,ga,IE,
wfo-0000881131,Luachair ghabhair,Nardus stricta,2540,0,,ga,IE,
wfo-0000881131,Fitigh direch,Nardus stricta,2541,0,,ga,IE,
wfo-0000701352,Sciollam na móna,Narthecium ossifragum,2547,1,,ga,IE,
wfo-0000701352,Blioch,Narthecium ossifragum,2548,0,,ga,IE,
wfo-0000701352,Bliochan,Narthecium ossifragum,2549,0,,ga,IE,
wfo-0000380295,Biolar mion,Nasturtium microphyllum,2551,1,,ga,IE,
wfo-0000380323,Biolar,Nasturtium officinale,2555,1,,ga,IE,
wfo-0000380323,Biorar,Nasturtium officinale,2556,0,,ga,IE,
wfo-0000250465,Magairlín glas,Neotinea maculata,2558,1,,ga,IE,
wfo-0000250465,An magairlín tiugh,Neotinea maculata,2559,0,,ga,IE,
wfo-0000250516,Dédhuilleog bheag,Neottia cordata,2561,1,,ga,IE,
wfo-0000250516,Dá-dhuilleóg (An chroidhe),Neottia cordata,2562,0,,ga,IE,
wfo-0000250588,Magairlín neide éin,Neottia nidus-avis,2564,1,,ga,IE,
wfo-0000250588,Magairlín nid éin,Neottia nidus-avis,2565,0,,ga,IE,
wfo-0000250598,Dédhuilleog,Neottia ovata,2568,1,,ga,IE,
wfo-0000250598,Dá-dhuilleóg (An uibh),Neottia ovata,2569,0,,ga,IE,
wfo-0000382140,Cabhán abhann,Nuphar lutea,2572,1,,ga,IE,
wfo-0000382140,Bileóg bháidhte bhuidhe,Nuphar lutea,2573,0,,ga,IE,
wfo-0000382140,Liath laghar,Nuphar lutea,2574,0,,ga,IE,
wfo-0000382140,Liach loghar (-air),Nuphar lutea,2575,0,,ga,IE,
wfo-0000382140,Liach lobhar,Nuphar lutea,2576,0,,ga,IE,
wfo-0000381440,Bacán bán,Nymphaea alba,2578,1,,ga,IE,
wfo-0000381440,Dhuilleóg (Bileóg) bhádhte bán,Nymphaea alba,2579,0,,ga,IE,
wfo-0000381440,Cuirinín bán,Nymphaea alba,2580,0,,ga,IE,
wfo-0000381440,Buillite,Nymphaea alba,2581,0,,ga,IE,
wfo-0000381440,Duilleog bháite bhán,Nymphaea alba,2582,0,,ga,IE,
wfo-0000381440,Pónaire chorraigh,Nymphaea alba,2583,0,,ga,IE,
wfo-0001136632,Hocas tae,Odontites verna,2586,1,,ga,IE,
wfo-0001136632,Hocas té,Odontites verna,2587,0,,ga,IE,
wfo-0000385414,Dathabha uisce,Oenanthe aquatica,2590,1,,ga,IE,
wfo-0000385414,Nimh capaill,Oenanthe aquatica,2591,0,,ga,IE,
wfo-0000385414,Greabhán mín,Oenanthe aquatica,2592,0,,ga,IE,
wfo-0000385414,Táthabha bán,Oenanthe aquatica,2593,0,,ga,IE,
wfo-0000385433,Dathabha bán,Oenanthe crocata,2595,1,,ga,IE,
wfo-0000385433,Tréanlus braonach an churraigh,Oenanthe crocata,2596,0,,ga,IE,
wfo-0000385433,Táthabha bán,Oenanthe crocata,2597,0,,ga,IE,
wfo-0000385433,Tréanlus,Oenanthe crocata,2598,0,,ga,IE,
wfo-0000385428,Dathabha giolcaí,Oenanthe fistulosa,2601,1,,ga,IE,
wfo-0000385428,Tréanlus braonac,Oenanthe fistulosa,2602,0,,ga,IE,
wfo-0000385427,Dathabha abhann,Oenanthe fluviatilis,2604,1,,ga,IE,
wfo-0000384714,Dathabha peirsile,Oenanthe lachenalii,2606,1,,ga,IE,
wfo-0000385083,Dathabha ainíse,Oenanthe pimpinelloides,2608,1,,ga,IE,
wfo-0000389564,Coinneal oíche,Oenothera biennis,2610,1,,ga,IE,
wfo-0001087734,Coinneal oíche mhór,Oenothera ×erythrosepala,2612,1,,ga,IE,
wfo-0000183366,Fréamhacha tairne,Ononis repens,2615,1,,ga,IE,
wfo-0000183366,Sreang bogha,Ononis repens,2616,0,,ga,IE,
wfo-0000183366,Pnéamh tharraingthe,Ononis repens,2617,0,,ga,IE,
wfo-0000183366,Préumh fhairge,Ononis repens,2618,0,,ga,IE,
wfo-0000257401,Magairlín na mbeach,Ophrys apifera,2620,1,,ga,IE,
wfo-0000257401,Magairlín na beiche,Ophrys apifera,2621,0,,ga,IE,
wfo-0000257965,Magairlín na stuaice,Ophrys insectifera,2623,1,,ga,IE,
wfo-0000257965,Magairlín na cuileóige,Ophrys insectifera,2624,0,,ga,IE,
wfo-0000259601,Magairlín meidhreach,Orchis mascula,2628,1,,ga,IE,
wfo-0000259601,Magairlin meireach,Orchis mascula,2629,0,,ga,IE,
wfo-0000259601,Magairlín meadhrach,Orchis mascula,2630,0,,ga,IE,
wfo-0000260765,Máirtín fiáin,Origanum vulgare,2632,1,,ga,IE,
wfo-0000260765,Oragán,Origanum vulgare,2633,0,,ga,IE,
wfo-0000260765,Seathbhóg (-óige) (-óga),Origanum vulgare,2634,0,,ga,IE,
wfo-0000205797,Crúba éin,Ornithopus perpusillus,2636,1,,ga,IE,
wfo-0000388655,Múchóg dhearg,Orobanche alba,2638,1,,ga,IE,
wfo-0000388655,Síor,Orobanche alba,2639,0,,ga,IE,
wfo-0000388655,Síorlach,Orobanche alba,2640,0,,ga,IE,
wfo-0000388655,Muchóg,Orobanche alba,2641,0,,ga,IE,
wfo-0000387777,Múchóg mhór,Orobanche hederae,2643,1,,ga,IE,
wfo-0000387777,Síor(-orr) (or Luibh-shíor),Orobanche hederae,2644,0,,ga,IE,
wfo-0000387593,Múchóg bheag,Orobanche minor,2648,1,,ga,IE,
wfo-0000387593,Siorra-lach,Orobanche minor,2649,0,,ga,IE,
wfo-0000387699,Múchóg chapaill,Orobanche rapum-genistae,2651,1,,ga,IE,
wfo-0000387699,Srathman,Orobanche rapum-genistae,2652,0,,ga,IE,
wfo-0000383734,Glasluibh fhiaclach,Orthilia secunda,2654,1,,ga,IE,
wfo-0000093469,Cluasach mhara,Otanthus maritimus,2656,1,,ga,IE,
wfo-0000387238,Seamsóg,Oxalis acetosella,2659,1,,ga,IE,
wfo-0000387238,Samhadh coilleadh,Oxalis acetosella,2660,0,,ga,IE,
wfo-0000387238,Seamróg coilleadh,Oxalis acetosella,2661,0,,ga,IE,
wfo-0000387238,Sealbhóg fiodha,Oxalis acetosella,2662,0,,ga,IE,
wfo-0000387238,Bileóg na néan,Oxalis acetosella,2663,0,,ga,IE,
wfo-0000387238,Biadh (or Bia) éanáin (na-éanán),Oxalis acetosella,2664,0,,ga,IE,
wfo-0000387238,Samhadh coille,Oxalis acetosella,2665,0,,ga,IE,
wfo-0000387238,Seamar coille,Oxalis acetosella,2666,0,,ga,IE,
wfo-0000387238,Seamar ghéar,Oxalis acetosella,2667,0,,ga,IE,
wfo-0000387238,Seamróg,Oxalis acetosella,2668,0,,ga,IE,
wfo-0000387238,Siomsán,Oxalis acetosella,2669,0,,ga,IE,
wfo-0000387238,Seamair choille,Oxalis acetosella,2670,0,,ga,IE,
wfo-0000388320,Samhadh sléibhe,Oxyria digyna,2672,1,,ga,IE,
wfo-0000388320,Sealbhaig nan fiadh,Oxyria digyna,2673,0,,ga,IE,
wfo-0000480422,Cailleach fhada,Papaver dubium,2675,1,,ga,IE,
wfo-0000481006,Cailleach dhearg,Papaver rhoeas,2679,1,,ga,IE,
wfo-0000481006,Poipin,Papaver rhoeas,2680,0,,ga,IE,
wfo-0000481006,Cromlus,Papaver rhoeas,2681,0,,ga,IE,
wfo-0000481006,Paipín,Papaver rhoeas,2682,0,,ga,IE,
wfo-0000481006,Barróg ruadh,Papaver rhoeas,2683,0,,ga,IE,
wfo-0000481006,Bláth na mbodhach,Papaver rhoeas,2684,0,,ga,IE,
wfo-0000481006,Cailicín,Papaver rhoeas,2685,0,,ga,IE,
wfo-0000481006,Caithleach dearg,Papaver rhoeas,2686,0,,ga,IE,
wfo-0000481006,Blath na mbodaigh,Papaver rhoeas,2687,0,,ga,IE,
wfo-0000481006,Loirgneach dhearc,Papaver rhoeas,2688,0,,ga,IE,
wfo-0000481006,Cáithligh dheirg,Papaver rhoeas,2689,0,,ga,IE,
wfo-0000480963,Codlaidín,Papaver somniferum,2692,1,,ga,IE,
wfo-0000480963,Cromlus,Papaver somniferum,2693,0,,ga,IE,
wfo-0000480963,Paipín,Papaver somniferum,2694,0,,ga,IE,
wfo-0000480963,Lus an chodail,Papaver somniferum,2695,0,,ga,IE,
wfo-0000887099,Cruafhéar cuar,Parapholis incurva,2697,1,,ga,IE,
wfo-0000887099,Durfhér fairge,Parapholis incurva,2698,0,,ga,IE,
wfo-0000887104,Cruafhéar,Parapholis strigosa,2700,1,,ga,IE,
wfo-0001136916,Hocas tae buí,Parentucellia viscosa,2702,1,,ga,IE,
wfo-0000473199,Feabhraíd,Parietaria judaica,2707,1,,ga,IE,
wfo-0000473199,Lus an bhalla,Parietaria judaica,2708,0,,ga,IE,
wfo-0000473199,Miontas (Meantus) chaisil,Parietaria judaica,2709,0,,ga,IE,
wfo-0000473199,Peileatra,Parietaria judaica,2710,0,,ga,IE,
wfo-0000479955,Fionnscoth,Parnassia palustris,2712,1,,ga,IE,
wfo-0000479955,Fionnán bán,Parnassia palustris,2713,0,,ga,IE,
wfo-0000391752,Cuirdín bán,Pastinaca sativa,2715,1,,ga,IE,
wfo-0000391752,Bliúcán,Pastinaca sativa,2716,0,,ga,IE,
wfo-0000391752,Geamhrán,Pastinaca sativa,2717,0,,ga,IE,
wfo-0000391752,Meacan riogh fiadhain,Pastinaca sativa,2718,0,,ga,IE,
wfo-0000391752,Meacan buidhe,Pastinaca sativa,2719,0,,ga,IE,
wfo-0000470843,Milseán móna,Pedicularis palustris,2725,1,,ga,IE,
wfo-0000470843,Lus riabhach,Pedicularis palustris,2726,0,,ga,IE,
wfo-0000475239,Lus an ghiolla,Pedicularis sylvatica,2728,1,,ga,IE,
wfo-0000475239,Artha na ndreancaidí,Pedicularis sylvatica,2729,0,,ga,IE,
wfo-0000475239,Riabhach,Pedicularis sylvatica,2730,0,,ga,IE,
wfo-0000475239,Lus riabhach,Pedicularis sylvatica,2731,0,,ga,IE,
wfo-0000475239,Rianaitín,Pedicularis sylvatica,2732,0,,ga,IE,
wfo-0000488056,Glúineach uisce,Persicaria amphibia,2734,1,,ga,IE,
wfo-0000488056,Gluineach dhearg,Persicaria amphibia,2735,0,,ga,IE,
wfo-0000488076,Stóinse,Persicaria bistorta,2740,1,,ga,IE,
wfo-0000488076,Copóg nimhe,Persicaria bistorta,2741,0,,ga,IE,
wfo-0000488076,Stóinire,Persicaria bistorta,2742,0,,ga,IE,
wfo-0000488076,Bilur,Persicaria bistorta,2743,0,,ga,IE,
wfo-0000488076,Lus na h-imirche,Persicaria bistorta,2744,0,,ga,IE,
wfo-0000488426,Biorphiobar,Persicaria hydropiper,2746,1,,ga,IE,
wfo-0000488426,Cochall an uisce,Persicaria hydropiper,2747,0,,ga,IE,
wfo-0000488426,Glúineach mhór,Persicaria hydropiper,2748,0,,ga,IE,
wfo-0000488426,Glúineach theith,Persicaria hydropiper,2749,0,,ga,IE,
wfo-0000488426,Glúineach the,Persicaria hydropiper,2750,0,,ga,IE,
wfo-0001100871,Glúineach bhán,Persicaria lapathifolia,2753,1,,ga,IE,
wfo-0000488462,Glúineach dhearg,Persicaria maculosa,2756,1,,ga,IE,
wfo-0000488462,Gluineach mhór,Persicaria maculosa,2757,0,,ga,IE,
wfo-0000488490,Biorphiobar beag,Persicaria minor,2759,1,,ga,IE,
wfo-0000488244,Glúineach shléibhe,Persicaria vivipara,2761,1,,ga,IE,
wfo-0000005828,Plúr na gréine,Petasites fragrans,2764,1,,ga,IE,
wfo-0000005828,Meacan an phubóil,Petasites fragrans,2765,0,,ga,IE,
wfo-0000005828,Gréinseiceach,Petasites fragrans,2766,0,,ga,IE,
wfo-0000045336,Gallán mór,Petasites hybridus,2769,1,,ga,IE,
wfo-0000045336,Borrán,Petasites hybridus,2770,0,,ga,IE,
wfo-0000045336,Meacan an phobóil,Petasites hybridus,2771,0,,ga,IE,
wfo-0000745326,Peirsil gharraí,Petroselinum crispum,2773,1,,ga,IE,
wfo-0000745326,Bliúcán,Petroselinum crispum,2774,0,,ga,IE,
wfo-0000745326,Fionnas garraidhe,Petroselinum crispum,2775,0,,ga,IE,
wfo-0000745326,Pearsáil,Petroselinum crispum,2776,0,,ga,IE,
wfo-0000745326,Fionnas garraí,Petroselinum crispum,2777,0,,ga,IE,
wfo-0000889610,Cuiscreach,Phalaris arundinacea,2779,1,,ga,IE,
wfo-0000889610,Biorrach lachan,Phalaris arundinacea,2780,0,,ga,IE,
wfo-0000889610,Siosgalach,Phalaris arundinacea,2781,0,,ga,IE,
wfo-0000889610,Cuile ioldathach,Phalaris arundinacea,2782,0,,ga,IE,
wfo-0000889970,Tiomóid duimhche,Phleum arenarium,2784,1,,ga,IE,
wfo-0000889970,Sleghfhér traghainmhech,Phleum arenarium,2785,0,,ga,IE,
wfo-0000890092,Tiomóid,Phleum pratense,2788,1,,ga,IE,
wfo-0000890092,Bodán,Phleum pratense,2789,0,,ga,IE,
wfo-0000890092,Feur capaill,Phleum pratense,2790,0,,ga,IE,
wfo-0000890092,Féar capaill,Phleum pratense,2791,0,,ga,IE,
wfo-0000890092,Loscatfheur leana,Phleum pratense,2792,0,,ga,IE,
wfo-0000890092,Loschaitfhér léna,Phleum pratense,2793,0,,ga,IE,
wfo-0000717490,Líon na Nua-Shéalainne,Phormium tenax,2795,1,,ga,IE,
wfo-0000890172,Giolcach,Phragmites australis,2801,1,,ga,IE,
wfo-0000890172,Biorrach,Phragmites australis,2802,0,,ga,IE,
wfo-0000890172,Cruisgiornach (or Cruisigh),Phragmites australis,2803,0,,ga,IE,
wfo-0000890172,Giolcuigh,Phragmites australis,2804,0,,ga,IE,
wfo-0000890172,Biorrach laighean,Phragmites australis,2805,0,,ga,IE,
wfo-0000890172,Cuile cruisgiornadh,Phragmites australis,2806,0,,ga,IE,
wfo-0000890172,Clabhascar,Phragmites australis,2807,0,,ga,IE,
wfo-0000890172,Cuiscireach,Phragmites australis,2808,0,,ga,IE,
wfo-0000890172,Lachán,Phragmites australis,2809,0,,ga,IE,
wfo-0000890172,Coiscreach,Phragmites australis,2810,0,,ga,IE,
wfo-0000890172,"Cuiscreach (or Cuiscear(n)ach, Cuiscireach) ",Phragmites australis,2811,0,,ga,IE,
wfo-0000890172,Gáinne,Phragmites australis,2812,0,,ga,IE,
wfo-0000890172,Cuile cruisgiornagh,Phragmites australis,2813,0,,ga,IE,
wfo-0000890172,Biorach lachan,Phragmites australis,2814,0,,ga,IE,
wfo-0000890172,Birah laghon,Phragmites australis,2815,0,,ga,IE,
wfo-0000890172,Coisgearach,Phragmites australis,2816,0,,ga,IE,
wfo-0000059157,Teanga bhó gharbh,Picris echioides,2818,1,,ga,IE,
wfo-0000059157,Boglus,Picris echioides,2819,0,,ga,IE,
wfo-0000059157,Teanga bó,Picris echioides,2820,0,,ga,IE,
wfo-0000115134,Searbh na muc,Pilosella officinarum,2822,1,,ga,IE,
wfo-0000115134,Lus na seabhac,Pilosella officinarum,2823,0,,ga,IE,
wfo-0000115134,Searbhán na muc,Pilosella officinarum,2824,0,,ga,IE,
wfo-0000115134,Cluasluch,Pilosella officinarum,2825,0,,ga,IE,
wfo-0000115134,Cluas liath,Pilosella officinarum,2826,0,,ga,IE,
wfo-0000391450,Coll an dromáin,Pimpinella major,2828,1,,ga,IE,
wfo-0000391450,Clabhras mór,Pimpinella major,2829,0,,ga,IE,
wfo-0000391166,Ainís fhiáin,Pimpinella saxifraga,2831,1,,ga,IE,
wfo-0000391166,Clabhrus,Pimpinella saxifraga,2832,0,,ga,IE,
wfo-0000469205,Leith uisce,Pinguicula grandiflora,2834,1,,ga,IE,
wfo-0000469194,Leith uisce beag,Pinguicula lusitanica,2836,1,,ga,IE,
wfo-0000469090,Bodán meascáin,Pinguicula vulgaris,2839,1,,ga,IE,
wfo-0000469090,Léith uisce,Pinguicula vulgaris,2840,0,,ga,IE,
wfo-0000469090,Liaith,Pinguicula vulgaris,2841,0,,ga,IE,
wfo-0000469090,Meascán,Pinguicula vulgaris,2842,0,,ga,IE,
wfo-0000469090,Bróga na cumhaigh,Pinguicula vulgaris,2843,0,,ga,IE,
wfo-0000487725,Adharca fia,Plantago coronopus,2845,1,,ga,IE,
wfo-0000486603,Slánlus,Plantago lanceolata,2853,1,,ga,IE,
wfo-0000486603,Slándus,Plantago lanceolata,2854,0,,ga,IE,
wfo-0000486603,Deideog,Plantago lanceolata,2855,0,,ga,IE,
wfo-0000486603,Cruachphadruic slanlus,Plantago lanceolata,2856,0,,ga,IE,
wfo-0000486603,Lus an teanchais,Plantago lanceolata,2857,0,,ga,IE,
wfo-0000486603,Slándás,Plantago lanceolata,2858,0,,ga,IE,
wfo-0000486544,Cuach Phádraig,Plantago major,2864,1,,ga,IE,
wfo-0000486544,Copóg Phádraig,Plantago major,2865,0,,ga,IE,
wfo-0000486544,Cró Phádraig,Plantago major,2866,0,,ga,IE,
wfo-0000486544,Slánlus mór,Plantago major,2867,0,,ga,IE,
wfo-0000486544,Cál Phádraig,Plantago major,2868,0,,ga,IE,
wfo-0000486561,Slánlus mara,Plantago maritima,2870,1,,ga,IE,
wfo-0000486573,Slánlus liath,Plantago media,2873,1,,ga,IE,
wfo-0000274336,Magairlín beag an fhéileacáin,Platanthera bifolia,2875,1,,ga,IE,
wfo-0000274376,Magairlín mór an fhéileacáin,Platanthera chlorantha,2877,1,,ga,IE,
wfo-0000486955,Plána Londan,Platanus ×hispanica,2879,1,,ga,IE,
wfo-0000891425,Cuisce Alpach,Poa alpina,2881,1,,ga,IE,
wfo-0000891425,Cuise ailp,Poa alpina,2882,0,,ga,IE,
wfo-0000891536,Cuise bliantúil,Poa annua,2884,1,,ga,IE,
wfo-0000891536,Glas léana,Poa annua,2885,0,,ga,IE,
wfo-0000891536,Móinfhéur,Poa annua,2886,0,,ga,IE,
wfo-0000891536,Ceanna dubha,Poa annua,2887,0,,ga,IE,
wfo-0000891536,Brobh i dtóin,Poa annua,2888,0,,ga,IE,
wfo-0000891536,Cuise bliadhainta,Poa annua,2889,0,,ga,IE,
wfo-0000891536,Cuise bliadhantamhail,Poa annua,2890,0,,ga,IE,
wfo-0000891536,Cuise blidhainta,Poa annua,2891,0,,ga,IE,
wfo-0000893068,Cuise coille,Poa nemoralis,2893,1,,ga,IE,
wfo-0000893068,Cuise coiltemhuil,Poa nemoralis,2894,0,,ga,IE,
wfo-0000893396,Cuise mín,Poa pratensis,2897,1,,ga,IE,
wfo-0000893396,Cuise mionghasach,Poa pratensis,2898,0,,ga,IE,
wfo-0000893396,Cuise mínghasach,Poa pratensis,2899,0,,ga,IE,
wfo-0000893396,Cuise cumhangdhuillech,Poa pratensis,2900,0,,ga,IE,
wfo-0000893956,Cuise reatha,Poa subcaerulea,2902,1,,ga,IE,
wfo-0000894135,Cuise garbh,Poa trivialis,2904,1,,ga,IE,
wfo-0000894135,Cuise garbghasach,Poa trivialis,2905,0,,ga,IE,
wfo-0000894135,Cuise garbhghasach,Poa trivialis,2906,0,,ga,IE,
wfo-0000488872,Na deirfiúiríní,Polygala serpyllifolia,2908,1,,ga,IE,
wfo-0000488110,Lus na bhainne,Polygala vulgaris,2911,1,,ga,IE,
wfo-0000488110,Driféaracha,Polygala vulgaris,2912,0,,ga,IE,
wfo-0000488110,Glúineach,Polygala vulgaris,2913,0,,ga,IE,
wfo-0000488110,Lusan baine,Polygala vulgaris,2914,0,,ga,IE,
wfo-0000488110,Na deirbhshiuiríní,Polygala vulgaris,2915,0,,ga,IE,
wfo-0000488110,Lus an bhainne,Polygala vulgaris,2916,0,,ga,IE,
wfo-0000488110,Lus na seacht mbuadh,Polygala vulgaris,2917,0,,ga,IE,
wfo-0000488339,Glúineach ghainimh,Polygonum arenastrum,2919,1,,ga,IE,
wfo-0000489656,Glúineach bheag,Polygonum aviculare,2922,1,,ga,IE,
wfo-0000489807,Glúineach mhara,Polygonum maritimum,2924,1,,ga,IE,
wfo-0000734065,Glúineach ghlé,Polygonum oxyspermum subsp. raii,2926,1,,ga,IE,
wfo-0000928297,Poibleog dhubh,Populus nigra,2928,1,,ga,IE,
wfo-0000928297,Crann pobail,Populus nigra,2929,0,,ga,IE,
wfo-0000928205,Crann creathach,Populus tremula,2934,1,,ga,IE,
wfo-0000928205,Eabhadh,Populus tremula,2935,0,,ga,IE,
wfo-0000928205,Crann critheach,Populus tremula,2936,0,,ga,IE,
wfo-0000928205,Cranchrith,Populus tremula,2937,0,,ga,IE,
wfo-0000928205,Crain-cretha,Populus tremula,2938,0,,ga,IE,
