taxonID,description,type,source,language, 
wfo-0001028014,"A prickly undershrub up to 60 cm tall. Stem (-s) and branches greyish-white with a dense stellate tomentum Prickles 3-6 mm long, curved, stout. Leaves 20-50 x 10-15 mm, ovate, entire to repand sinuate, base subcordate. Petiole up to 10 mm long. Peduncles 2-6-flowered, stout, up to 1.5 mm long, prickly and stellately tomentose. Calyx campanulate, stellate-tomentose, lobes linear-lanceolate, c. 3 mm long. Corolla 21/2-3 times calyx length, stellate-tomentose, bluish-purple, glabrous within; lobes 8-10 mm long, elliptic-oblong. Anthers 6-7 mm long, elongated. Filaments c. 1 mm long. Style 10 mm long, glabrous; stigma capitate. Ovary glabrescent. Berry globose, 10 mm broad, yellow, drooping. Seeds 2.7-3 mm long, subreniform, minutely foveolate.",general,ref_wfo-0001028014,English,29605672
wfo-0001032734,"Branched shrub up to 1 m tall. Shoots rigid, greyish-green, stellate-tomentose. Leaves 3-8 x 1.4-3.5 cm, elliptic-ovate to elliptic-lanceolate, obtuse or acute, cuneate, leathery, nerves faint. Petiole 5-10 mm long. Bisexual flowers: calyx cupular-campanulate, stellate-tomentose; lobes 1.5-2.5 mm long, acute. Corolla exceeding calyx, campanulate, stellate-tomentose outside, yellowish Within. Stamens included. Stigma subexserted. Male flowers: stamens ± subexserted. Anthers c. 3.5 mm long; filaments 2.0 mm long. Female flowers: stamens included. Anthers smaller than in male flowers. Style glabrous. Berry globose, 10-12 mm broad, red, included in fruiting calyx. Seeds c. 2.5 mm broad. reniform, brown, minutely rugose-reticulate to ± smooth.",general,ref_wfo-0001032734,English,29605758
wfo-0001022497,"A shrub 1.5-2 m tall. Leaves 3-6 x 1.5-3.5 cm, glabrous to puberulous or scabrid. Flowers 1-5, in axillary fascicles, deep blue-purple. Calyx lobes linear, ± 2 mm long. Corolla limb 25-30 mm broad. Anthers yellow, oblong. Berry c. 20 mm broad, red.",general,ref_wfo-0001022497,English,29608993
wfo-0000653552,"A shrub or small tree. Leaves broadly ovate to suborbicular, 6-16 cm long and broad, stellate tomentose on both sides, deeply cordate, serrate, 3-5-lobed, lobes acute-acuminate; petiole 4-18 cm long, patent hairy. Inflorescence an axillary cyme, peduncle 5-8 cm long, tomentose. Flowers pinkish, 2-3 cm across; pedicel 1.5-2.5 cm long, tomentose; bracts 3, ovate, c. 1 cm long, c. 5-6 mm broad, acuminate, caducous. Sepals linear-lanceolate, 1-1.5 cm long, 3-4 mm broad, pubescent outside, persistent. Petals oblique-obovate, 1.5-2 cm long, 1-1.5 cm broad. Fertile stamens 8-10 mm long, staminodes 1-1.5 cm long. Carpels 5; ovary oblong, densely villous; style as long as staminodes; stigmas 5, recurved-coiled. Fruit oblong, pentagonal, 5-8 cm long, 3-4 mm broad, densely villous.",general,ref_wfo-0000653552,English,30401522
wfo-0001142060,"Shrub, 1-3 (-5) m tall with reddish brown to greyish brown bark and more or less appressed branches, plant entirely glabrous except the younger parts, glabrous to sparsely papillose. Leaves simple sessile with narrow base, narrowly ovate to lanceolate, younger leaves somewhat imbricate, 2-4 mm long, 0.5-2 mm broad, acute. Racemes aestival, densely compound, 4-12(-15) cm long, (2.5)-3 (-3.5) mm broad, peduncle 0.5-2.5 cm long. Bract herbaceous, somewhat narrowly triangular, 1.5-2 mm long, less than 0.5 mm broad, acuminate; pedicel c. 1 mm long or slightly shorter. Flowers pentamerous, pink. Sepals almost free, ovate or trullate ovate, acute to obtuse, finely denticulate at the margin, 0.5-0.75 mm long, 0.25-0.4 mm' broad. Petals free, obovate, rarely somewhat spathulate, 1.25-1.5 mm long, 0.5 mm broad, obtuse, caducous. Stamens 5, haplostemonous, filaments fused with the discal lobe i.e. confluent epilophic, 3 mm long, anthersmuticous, insertion peridiscal. Styles, 3 obovate, ovary stipitate, bottle-shaped, c. 1 mm long. Capsule 1.75-2 mm long, 0.5 mm broad.",general,ref_wfo-0001142060,English,31100067
wfo-0001142070,"Shrub or under-sized tree, 2-3 m tall, with reddish brown bark, entirely glabrous. Leaves sessile, somewhat ovate with narrow base, 1.5-2 mm long, 0.5-1 mm broad, acute. Racemes simple, aestival, 1-3 cm long, 34 mm broad, densely flowered. Flowers pentamorous, pinkish. Bracts triangular, acuminte, finely denticulate, 1-(-1.5) mm long. 0.5-0.75 mm broad. Pedicel shorter than the bract, 0.5-0.75 mm long. Sepals fused at the base, ovate, 0.75-1 mm long, 0.5 mm broad, finely denticulate, the outer 2 somewhat smaller and acute, than the inner 3. Petals elliptic-ovate, 1-1.5 mm long, 0.75-1 mm broad. Stamens 1-1.5 mm long, anthers somewhat apiculate, c. 0.5 mm long. Disc epilophic. Styles 3, obovate, ovary stipitate, 0.5-0.75 mm long. Capsule 3 mm long.",general,ref_wfo-0001142070,English,31100087
wfo-0000409081,"Dioecious tree 6‑18 m tall. Branches spreading, irregular; bark reddishbrown, scaly. Leaves spirally disposed, linear, 2‑4 cm long, upper surface green, shiny. Staminate cone solitary, globose, axillary on the underside of branches. Sporophylls 6‑10 in number, peltate, each with 5‑8 pendant sporangia; microspores not winged. Female flowers solitary, axillary, green, with 3 pairs of scales, decussate. Seed olive‑green, when young (ovule) partially surrounded by a red fleshy aril.",general,ref_wfo-0000409081,English,31200045
wfo-0000508045,"Erect annual up to 55 cm tall. Stem glabrous, woody below. Leaves alternate, less often opposite, 8-25 mm long, 2-3 mm broad, linear to lanceolate, glabrous, sessile. Flowers greenish yellow, c. 3 mm long, axillary solitary or in clusters of 2-3, sessile, base with dense white hairs; bracts 2, c. 1.5 mm long, ovate. Calyx tube c. 2 mm long, pubescent, 4 lobed; lobes c. 1 mm long, ovate. Stamens 8, upper 4 antisepalous. Ovary c. 1.8 mm long, ovoid, pubescent above; style less than 1 mm long; stigma capitate. Fruit ovoid, c. 1.6 mm long, black, enclosed within the persistent remains of calyx.",general,ref_wfo-0000508045,English,32000104
wfo-0001142565,"Woody shrub or undershrub, c. 15-50 cm tall, with spreading branches. Stem with greyish-white or brownish bark, young shoots densely hairy, scabrous. Leaves thick, 3-5-costate, very broadly obovate to orbicular, (0.7-) 1-4.2 cm long, (0.8-) 1-4.2 cm broad, sparsely hairy and green above, densely whitish hairy below, cuneate or obtuse at the base, irregularly and unequally serrate; petiole 0.6-3.5 cm long, densely hairy; stipules subulate, c. 4 mm long, hairy. Cymes many on young shoots, extra-axillary, arranged racemosely due to abortion of upper leaves. Flowers yellow, c. 6 mm across, subsessile; bracts linear, c. 3 mm long. Buds oblong, c. 5-6 mm long, 5-tipped at the apex. Sepals lorate, 5-6 mm long, cucullate and awned at the apex, densely stellate hairy outside. Petals spathulate, 4-5 mm long, hairy at the base, emarginate at the apex. Stamens 10-25, as long as the petals. Capsule ovoid-subglobose, 6-7 mm long, 5-6 mm in diameter including c. 2 mm long, basally dilated, pubescent, uncinate spines.",general,ref_wfo-0001142565,English,32200020
wfo-0000430322,"Tree, 9-15 m or large shrub, branches spreading and drooping, young branches softly tomentose, longer stipular spine, c. 5-7 mm long, sometime without spines. Leaves ovate, oblong, elliptic-ovate, or sub-orbicular, 2-9 cm x 1.5-5 cm, slightly oblique at base, obtuse, rounded shortly acuminate at apex, rounded or sub-cordate or entire, serrate, glabrous and dark green above, greyish pale-coloured and densely tomentose beneath; petiole 8-15 mm long, tomentose. Inflorescence axillary cymes, tomentose. Flowers 2-3 mm across, greenish yellow. Calyx 5, hairy out-side, glabrous within, c. 1.5 mm long, ovate, acute, keeled within. Petals 5, spoon like or clawed, reflexed, c.1 mm long. Stamens 5, smaller than the petals. Ovary 2-celled, styles bifid. Disc 10-lobed or grooved; fruit 1.5-3.5 x 1.5-2.5 cm, globose to ovoid, bilocular; pyrene tubercled and irregularly furrowed.",general,ref_wfo-0000430322,English,27500741
wfo-0000430303,"A small tree or shrub, with spreading branches, glabrous, prickles stout, straight up to 3 cm long, older tree unarmed, leaves coriaceous, glabrous, obliquely oblong-ovate, lanceolate, crenate to serrate, obtuse-subacute, base slightly cordate, 2-5 cm x 1-2.5 cm; petiole very short c. 1-2 mm long, Inflorescence of axillary clusters. Flower 3-4 mm in diameter, peduncles very short; pedicels 1-2 mm long. Calyx ovate, acuminate somewhat keeled. Petals spathulate cucullate, c. 2 mm long. Disc thin, 5-lobed, styles 2 united to the middle, fruit globose or oblong 1-2 x .5-1 cm, succulent, shining.",general,ref_wfo-0000430303,English,27500858
wfo-0000564135,"An erect deciduous shrub, branches cylindrical glabrous. Leaves very variable in size 10-30 x 2-20 mm, elliptic, ovate, oblong, glabrous, entire, paler beneath with 6-8 pairs of lateral nerves, petiole 3-4 mm long; stipules free, c. 5 mm long, acuminate, ovate-lanceolate scarious. Inflorescence axillary 2-3 flowered. Flowers 5-(-6) merous, c. 2.5 mm across. Pedicel 4-5 mm long. Calyx 5-(-6) acute, much longer than the petals, c. 2.5 mm. Petals 5(-6), c. 1.5 x c. 5 mm, broadly ovate. Stamens 5(-6) as long as the petals. Drupe ovoid 6-7 x 4 mm, surrounded by persistent calyx tube.",general,ref_wfo-0000564135,English,27501141
wfo-0001131556,"A much branched large shrub or moderate sized tree, up to 10 m tall, supported on adventitious prop roots from stem and branches with reddish brown bark. Leaves with 1-3 cm long, stout petiole; lamina broadly elliptic or oblong-elliptic to oval, (6-) 8-15 (-20) cm long. (3.5-) 4-8 (-10) cm broad, cuneate at the base, entire, apical mucro 5-9 mm long, upper surface bright green but lower with minute, reddish-black lenticular dots, glabrous; stipules 4-6 cm long, minutely rugulose, acute. Peduncles 4-many-flowered, usually longer than the petioles, borne in axils of leaves of same year, 4-6 cm long, bearing 2-3 flowered cymes. Flowers on 4-8 mm long, rugulose, upwardly thickened pedicels; bracteoles orbiculate, 1.5-2.5 mm long, apically truncate. Calyx tube 2-3 mm long, lobes pale-yellow, narrowly ovate, lanceolate, 10-15 mm long, keeled. Petals yellowish-white, oblong, nearly as long as calyx lobes or slightly shorter, densely villose on margins, sparsely hairy on back and within. Stamens almost sessile, anthers 6-8 mm long, apiculate. Ovary ovoid with free conical portion protruding beyond disc; style inconspicuous, stigma 2-lobed. Fruit ovoid, 4-5 cm long, 2-3.5 cm in diameter, dull brown-green. Hypocotyle rugose, 20-40 cm long, 1.5-2 cm broad.",general,ref_wfo-0001131556,English,27600050
wfo-0000457312,"An annual herb, c. 1 m tall. Stem glabrous except for a single line of crispy hairs on purplish side of internodes, alternating at each node. Leaves membranous, 3-costate, ovate or ovate-lanceolate, 5.5-7 cm long, 2-3 cm broad, with scattered simple hairs on both sides, acuminate-acute, coarsely serrate; petiole 1-2 cm long, hairy on upper side; stipules subulate, hirsute. Cymes antiphyllous, 3-flowered, c. 1 cm long. Flowers orange, c. 8 mm across; pedicel c. 3 mm long, longer in fruit. Sepals lorate, cucullate and awned at the apex. Petals spathulate, slightly smaller than the sepals, obtuse. Stamens twice as many as petals. Carpels 4;ovary globose, 4-loculed, hairy; style equalling the stamens, stigma 4-lobed. Capsule globose, glabrous, 9-11 mm in diameter including 4-5 mm long, glabrous, conical uncinate spines.",general,ref_wfo-0000457312,English,32200031
wfo-0000458183,"Floating leaves 1-3 x 1.5-4 cm, dentate, glabrous above, pubescent to villous below, especially on the nerves; petiole up to 10 cm long, dilated near the leaf base, villous. Sepals c. 5 mm long, ovate, villous, especially in the middle portion. Petals c. 8 mm, white. Fruit 1.3 x 1.7 cm, excluding spines; spines 4, 1-1.3 cm long, two of which are shorter.",general,ref_wfo-0000458183,English,32400001
wfo-0000594910,"Robust plant 1.5-3.0 m or more tall, stem somewhat stout; leaf sheath usually open at throat, margin free; lamina 5-12 mm broad. Flowering stem equal or somewhat smaller than the leaves; male and female flowers separated; staminate spike covered with pointed or linear hairs, hairs often laciniate at apex; covered with bracts; apiculate, translucent; pollens usually free; female spikes with c. 1 mm long peduncles; stigma linear and usually equal to the hairs and bracts.",general,ref_wfo-0000594910,English,33200006
wfo-0000595621,"Glabrous perennial plant not more than 1 m tall; stem slender. Leaves usually absent from the flowering stem, very narrow, linear, 1-2 (-3) mm broad. Flowering stem at base surrounded by several short, bladeless lance-tipped sheaths. Male and female parts of inflorescence separate; male spikes hairless; pollen in tetrads; female spikes cylindric, sometimes enlarged above, dark brown in colour; female flowers covered by bracts; hairs and bracts are equal in length.",general,ref_wfo-0000595621,English,33200023
wfo-0000691593,"A suberect, up to 65 cm tall, hispid, woody herb. Leaves with 5-25 (-30) mm long petiole; lamina ovate-rhombic to obovate-orbicular, 1-4(4.5) cm long, 0.7-3(3.7) cm broad, upper side with uncinate and straight hairs, lower side densely white-wooly, margin sinuate or crenate dentate, cuneate at the base; stipules ovate, 3-5 mm long, 1.5-2.5 mm broad, persistent, scarious. Involucral bracts (2-) 5 (-8), lanceolate-oblanceolate, 5-6 mm long, densely wooly. Male flowers 4-8 (-12), subsessile, female flowers 2-6 in centre of head, sessile. Calyx unequally 3-lobed. Stamen c. 3 mm long, anther apiculate. Ovary conical-ovate, c. 2 mm long, surrounded by dense wool, stigma as long as ovary. Achenes ovoid-elliptic, c. 3 mm long, reddish-brown.",general,ref_wfo-0000691593,English,33400297
wfo-0001144002,"Plant 10-25 cm tall, non rhizomatous. Caudex covered by fibrous scales and the persistent leaf bases. Roots few, long and stout. Stem glabrous and fistular. Radical leaves mostly cordate-reniform, deciduous, subentire, others lyrately pinnatisect with 2-3(-4) lateral pairs of lobes; lobes ovate-obtuse, the terminal lobe the largest, suborbiculate, sinuate to repand. Cauline leaves similarly divided, but smaller and with narrower lobes. Petiole as long as divided part of lamina or shorter. Flowers in lax dichotomous corymbs. Upper bracts lanceolate. Achene c. 2.3 mm long, longer than the bracts, hirsute.",general,ref_wfo-0001144002,English,33500411
wfo-0000426273,"Plant 6-18 cm tall. Leaves linear to lanceolate, 20-30 mm x 2-4 mm, upper often pinnatifid, margin sparsely pubescent. Bracts 3-4 mm long, margin white, ciliate. Flowers in dense globose clusters. Calyx 6-lobed; lobes triangular, uncinate. Achene 3-5 mm long, turbinate, vinous; sterile locule pair smaller than the fertile one.",general,ref_wfo-0000426273,English,33500416
wfo-0001144146,"Plants 4-5 cm tall. Leaves 1.5-3 cm x 2.5-5 mm, linear to lanceolate. Bracts oblong to linear, ciliate. Corolla tube hispid. Calyx with 2-3 linear extensions, unequal, as long as or longer than the fruit. Achene 2.5-3 mm long, bigibbous at the base, sparsely papillose. Sterile locule pair reduced or lacking.",general,ref_wfo-0001144146,English,33500686
wfo-0000283307,"Erect, perennial herb, up to 1 m tall, branched with conspicuously elongated fruiting branches; stern quadrangular, pubescent with hooked hairs, especially at nodes. Leaves ovate, ovate-triangular to elliptic, (2-) 3-6 (-7.5) cm long, (1.5-) 2-5 cm broad, crenate-serrate, obtuse, subcordate or subtruncate at the base, pubescent with hooked hairs; petiole 10-20 (-30) mm long. Spicate racemes 10-20 cm long, increasing up to 30 cm in fruit, interrupted, distantly flowered. Flowers white, rarely violaceous, c. 1 cm across, subsessile. Calyx-tube cylindrical, minutely toothed, 6-8 mm long, 2-2.5 mm broad, increasing up to 8 mm in breadth in fruit and becoming almost globose with narrow acutish mouth, persistent, pubescent with hooked hairs. Corolla 8-12 mm long, tube c. as long or slightly exceeding the calyx; limb 2-lipped with 5, unequal lobes. Fruit 4-5 mm long, broadly obcordate, splitting into 2, glabrous but echinulate and pitted pyrenes with 1-2 seeds in each, enclosed within inflated, persistent calyx.",general,ref_wfo-0000283307,English,33700532
wfo-0000321229,"Deciduous tree, up to 50 m tall, younger parts densely pubescent with stellate hairs. Leaves broadly elliptic, (10-)25-50(-80) cm long, (5-)20-40(-50) cm broad, entire to repand-dentate, acute or shortly acuminate, glabrescent, shining-green above, paler and tomentose beneath. Terminal cymes usually 30-40 cm long, and nearly as broad. Flowers c. 6 mm across, white, rarely pinkish. Calyx 3-4.5 mm long, campanulate, 5-7-toothed, bladder-like and enlarged up to 2.5 cm in fruit, brittle and dry. Corolla-tube 1.5-3 mm long; lobes 5-7, ovate-elliptic, 2.5-3 mm long, straight or reflexed. Stamens 2.5-4 mm long, exserted. Fruit subglobose to tetragonally flattened, c. 1.5 cm in diameter, tomentose, usually slightly 4-lobed at the apex.",general,ref_wfo-0000321229,English,33700544
wfo-0000882771,"Shrub, 1.5-3 m tall, laxly branched. Leaves verticillate, sessile, 3-5 in each whorl, narrowly lanceolate, 10-20 cm long, 1-2.5 cm broad, entire, acute. Cymes verticillately arranged to form a terminal, 20-25 cm long panicle. Flowers white, c. 1.5 cm across; bracts 5-10 mm long, reddish when young, linear to linear-lanceolate; pedicels up to 1.5 cm long. Calyx-lobes 6-7 mm long, ovate-lanceolate. Corolla-tube 8-10 mm long, glabrous; lobes ovate-oblong, 10-12 mm long, obtuse. Drupe c. 1 cm in diameter, bluish-black, enclosed by enlarged red coloured calyx.",general,ref_wfo-0000882771,English,33700620
wfo-0000809185,"Shrubs 1-4 m tall, erect or suberect, ashy-pubescent on younger twigs, becoming glabrescent later. Leaves lanceolate to elliptic, acuminate, (3-) 4-10 cm long, 1-2.5 (-3) cm broad, crenate-serrate, pubescent, shortly petiolate. Cymes usually thyrsoid, terminal, (5-)7-10(-12) cm long, 2-2.5(-3) cm broad. Flowers 12-13 mm across, purple or blue, sometimes white with bluish tinge; bracts 2-2.5 mm long, linear, acute, pubescent. Calyx deeply 5(-6)-fid, 3-4 mm long in flower, up to 6 mm long in fruit, persistent, divided half-way down in fruit, each segment 3-nerved. Corolla-tube 10-12 mm long; limb 5-lobed, upper 4 oblong, nearly equal with rounded apices, lower slightly larger and broader and darker in colour. Stamens exserted, slightly longer than corolla-tube. Capsules 4-6 mm long, globose, bluish, pubescent, somewhat 4-lobed, ultimately separating into 4 valves each carrying 1 seed.",general,ref_wfo-0000809185,English,33702346
wfo-0000777431,"Differs from <i>Juncus leucomelas</i> Don by the short subtending bracts not exceeding the floral head. Plants rather densely caespitose and greener; perianth segments brownish. Also differs from <i>Juncus triglumis</i> L. by its exserted anthers and the ovoid-trigonous capsules, slightly exceeding the perianth.",general,ref_wfo-0000777431,English,50112120
wfo-0000776395,"A slender, loosely tufted, non-stoloniferous perennial with a short, tuberous root-stock; stem (10-) 15-20 (-30) cm tall, with cauline leaves usually exceeding it. Leaves linear, 1-1.5 mm broad, flat, acute, narrowly sheathing at base. Inflorescence of 2-few, pedicelled cymose heads, each consisting of 3-10 flowers usually. Flowers c. 3 mm long, pale whitish subsessile; perianth segments subequal, membranous-glumaceous, outer lanceolate-convex, inner ovate-lanceolate, flat, obtuse, 3-veined. Stamens 6, much exserted; filaments much longer than anthers, exceeding the perianth; anthers 1-1.5 mm long. Capsules broadly ovate, c. 2.5 mm long with beak up to 1 mm long, greyish, many seeded; seeds minute, with unequally produced ends, spotted.",general,ref_wfo-0000776395,English,50114209
wfo-0001241838,"Plants 15-30 cm. Stem stout, with 3-4 loose sheaths. Inflorescence ± dense. Flowers brownish to yellowish-brown. Perianth segments c. 2 mm long, connivent. Sepals broadly ovate, the lateral ± oblique; petals spathulate, near the rounded apex c. 1 mm broad. Labellum twice as long as sepals, pendulous to spreading, the margins shortly ciliate, divided at apex into two lobes, upper surface with thickened central longitudinal ridge. Column short, 1.5 mm long. Ovary globose, c.2 mm long, with slender, twice as long pedicel, glandular-pubescent.",general,ref_wfo-0001241838,English,50115501
wfo-0000765400,"Bulb 20-30 x 15-25 mm, ovoid. Leaves 5-6, 15-20 x 0.2-0.4 cm, terete, erect. Scape 10-20 cm, 4-12 flowered. Bracts 7-9 mm long. Pedicel 2-3 mm long. Flower 12-14 mm long. Perianth segments subequal fused for about 1/3 the length of the perianth from the base, outer ones slightly longer than inner. Stamens arising from throat of perianth segments, anthers versatile, 4-5 mm long. Ovary sessile, c. 4 mm long, style c. 4 mm long. Fruit sessile, 12-14 mm long and broad. Seeds 6-7 mm, orbicular, flat, black, narrowly winged.",general,ref_wfo-0000765400,English,50124271
wfo-0000735470,"Leaves small and softly villous. Fruit obovoid-oblong, both ends obtuse, conical, 5-8 cm long, 3-4 cm thick, 10-ribbed, seeds small.",general,ref_wfo-0000735470,English,50124604
wfo-0000156130,"Branched perennial shrubs and undershrubs, 30-60 cm tall. Branches rigid, densely pubescent, velutinous. Leaves 5-10 mm long, sessile, densely tan-tomentose, obovate to suborbicular, thick, somewhat succulent, single or in groups of 2-4, veins furrowed, margin undulate, apex obtuse to sub-acute , leaves sometimes plicate. Flowers in fulvous-sericeous, subsessile heads, 15-20 mm across. Bracts ovate-elliptic, densely rust-tomentose. Sepals 6-8 mm long, lanceolate, densely rusty-villous. Corolla c. 12 mm long, hirsute on the folds outside, tube glabrous. Ovary glabrous, seed 1, dark brown, glabrous.",general,ref_wfo-0000156130,English,50125353
wfo-0001244431,"An erect, hoary pubescent, up to 50 cm tall, basally woody, much branched shrublet with ± quadrangular twigs. Leaves on 4-10 (-20) mm long petioles; lamina elliptic-ovate, rarely obovate, (1.2-) 1.5-5 (-6) x 1-3 (-4.5) cm, densely pubescent on both sides, entire, basally rounded, obtuse or subacute. Flowers pale-white, sessile, 3-4 cm long, usually solitary axillary, rarely 2-3 in cymes; bracteoles leafy, elliptic-spathulate or ovate, 8-10 mm x 6-7 mm, obtuse, petiolate. Calyx lobes linear-lanceolate, (3-) 4-5 (-6) mm long, ciliate, ± equal, acute. Corolla tube up to 3 cm long, infundibuliform, limb lobes suborbicular, 8-10 mm long, obtuse. Staminal filaments glabrous, anthers oblong, c. 2 mm long. Ovary glabrous, c. 2 mm long; style filiform, 2-3 cm long, hairy. Capsule elliptic-clavate, 1.4-1.8 cm long, glabrous, 8-10-seeded. Seeds flat, ± orbicular, c. 3 mm across.",general,ref_wfo-0001244431,English,50128782
wfo-0001131596,"Usually a small tree or large shrub with spreading crown supported by stilt roots descending from branches. Leaves with 1.5-2.5 (-3) cm long, reddish tinged petioles; lamina elliptic-oblong to ± lanceolate-ovate, 7-15 (-18) cm long, 3-6 (-8) cm broad, cuneate at the base, entire, apiculate-acute and shortly mucronate at the tips, glabrous, dark-green above, pale-green and brownish-black dotted on lower side; stipules oblong-lanceolate, 4-8 cm long. Peduncles 2-flowered, shorter than the petioles, borne in axils of fallen leaf scars. Flowers sessile, in pairs, yellow; bracteoles cup-shaped, crenulate, fleshy, Hypanthium short. Calyx-lobes ovate to ovate-oblong, 10-14 mm long, brownish-yellow to reddish, acute, keeled. Petals white, linear to oblong-lanceolate, 8-11 mm long, thin, glabrous. Stamens nearly sessile, anthers 6-8 mm long, apiculateacute. Ovary partly inferior, superior free upper part bluntly conical; style c. 1 mm long, stigma 2-lobed. Fruit ovoid-obpyriform, 2-2.5 cm long, c. 1.5 cm in diameter, rugose. Hypocotyl cylindrical, rugose, up to 40 cm long, c.1.2 cm broad, dull-green to ± purplish.",general,ref_wfo-0001131596,English,27600231
wfo-0000991302,"Perennial, ascending or prostrate herbs. Rootstock generally undivided, rarely poorly branched. Floral stem up to 40 cm long, slender, leafy, pale-brown, adpressed pilose. Leaves 5-10 cm long, 2-3 pinnate, petioles adpressed pilose. Basal stipules adnate with lanceolate acuminate auricles, upper stipules ovate and green. Leaflets 1.5-2.5 cm long, upper surface subglabrous, lower dull white tomentose, deeply divided up to the midrib, leaflet segments remote, in 2-4 pairs, 0.9-1.8 cm long, oblong-linear, slender, obtuse. Flowers 9-12 mm diam, yellow. Speals densly pilose, eglandulose, subequal, outer oblong obtuse, inner ovate acute. Petals 6-7 mm long, obovate. Carpels numerous, styles subterminal, c 1 mm long, thickened at the base.",general,ref_wfo-0000991302,English,27800110
wfo-0000991024,"Perennial, generally erect rarely ascending herbs. Rootstock thick and woody. Flowering stem 20-40 cm. long, generally leafy, densely pubescent. Basal leaves 5-nate, digitate, upper 3-5 nate, petioles 5-15 cm. long, densely pilose and glandulose. Basal stipules ferrugineus, auricles linear-lanceolate, cauline stipules ovate-lanceolate, green, entire or divided. Leaflets 1.5-6.5 (-8.5) x 0.7-3.5 (-4.5) cm., obovate-cuneate, tru ncate, obtusely serrate, surface densely pilose with thick red glands rarely with white glands. Flowers 1-1.5 cm. diam., in terminal aggregates, pedicel small 5-7 mm. long, densely pilose. Sepals subequal, densely pilose with red glands, outer 0.5-1.2 cm., oblong-obtuse, inner 0.7-1.3 cm., ovate-acute. Petals yellow, obovate emarginate. Receptacle pilose. Stamens 20-25. Carpels numerous, styles 0.8-1 mm., coniform, very much thickened below and strongly papillose. Achenes ridged.",general,ref_wfo-0000991024,English,27800298
wfo-0000991140,"Perennial, ± erect, glandulose herbs. Rootstock much divided, a little thickened and woody, covered with remains of dark brown leaf bases. Flowering stem ± erect, 10-20 cm long, generally naked, 3-7 flowers, minutely pubescent, glandulose. Leaves distichous at the base, alternate, petioles 4-7 cm long, pilose glandulose. Basal stipules broadly ovate acute, rusty brown membranous, upper green ovate, pilose glandulose, entire or divided. Leaflets variable in size, 0.6-2.0 x 0.5-1.7 cm, obovate-cuneate, obtusely serrate dentate, surfaces sparsely to densely pilose glandulose. Flowers terminal, 1.3-1.5 cm diam., yellow, pedicels 1.0-1.5 cm, densely pilose glandulose. Calyces pilose glandulose, outer smaller elliptic-ovate obtuse, inner longer ovate acute. Petals exceeding c. 7-8 mm long, emarginate. Carpels numerous, styles 0.6- c. 1.0 mm long, subterminal, clavate.",general,ref_wfo-0000991140,English,27800305
wfo-0000426651,"Annual-perennial herb, upto 20 cm high. Stem weak but distinct and slender. Leaves broadly reniform, cordate at base, crenate, 5-7-nerved, glabrous or sporadic or scattered hairs on the margins and the veins. Petiole glabrous to pubescent, up to 15 cm long of ramal leaves, and up to 4.5 cm long of cauline leaves. Stipules 2, opposite, ovate or oblong, entire, 3-5 (-6) x 1-3 mm, acute-subacute. Flowers solitary, 0.6-1.5 cm long, yellow, on.1.6 cm long peduncle. Bracteoles 2, opposite or subopposite, setaceous, membranous, 1-3 x c. 1 mm. Sepals 0.4-0.8 x 0.1-02 cm, lanceolate, acute, entire, cuneate and pubescent at base. Petals obovate to oblong, obtuse, entire, 0.7-1.2 x 0.3-0.5 cm; lateral petal slightly larger and beardless, 1.0-1.3 x 0.4-0.6 cm, striped with brown coloured streaks; spur short, 0.2-0.3 cm long, straight, obtuse. Ovary ovate, glabrous, c. 1.0 x 1.0 mm; style bibbed at the summit, 1.5 mm long. Capsule ovoid to oblong, 4-7.0 mm long, glabrous.",general,ref_wfo-0000426651,English,33800008
wfo-0000424643,"Annual, biennial or perennial, glabrous-short retrorse hairy, upto 80 cm high herb. Stem erect, branched from base. Leaves ovate-spathulate, cordate, obtuse, crenate; stipules pinnatipartite, lanceolate, crenate, foliaceous. Flowers multi-coloured or a mixture of yellow, blue, purple and violet. Sepals lanceolate. Petals distinctly exceeding the sepals; spur 5-8 mm long, considerably straight, obtuse.",general,ref_wfo-0000424643,English,33800045
wfo-0001145664,"A robust ligneous vine, younger branches, petiole, inflorescence and under surface of the leaves woolly tomentose, older branches and stem ± glabrous, tendril mostly bifurcate. Leaves variable in size and shape, broadly ovate-cordate, rarely orbicular or truncate. 7-15 x 7-14 cm, lamina undivided, shallowy 3-lobed or 3-teethed, margin dentate-serrate acute or shortly accuminate mature leaves ± glabrous above, clothed with dense short woolly tomentum beneath turning rusting red in herbarium after few years, petiole 3-8 cm long. Peduncle 5-6 cm long, ± floccose. Flower if bisexual functionally female, minute c. 2 mm long, greenish, pedicel c. 3 mm long, glabrous thickened in fruit. Calyx cuplike, c. 0.5 mm across, petals 5 elliptic-lanceolate, 2x 1 mm. Disc with five confluent glands, ovary adnate to hypogynous disc, style absent, stigma short. Berry 6 x 5 mm, black, 1-3 seeded. Seeds obovoid with a short beak at the base and a spathulate tubercle on the back from which a ridge run over the top, ventral surface with 2 shallow linear grooves.",general,ref_wfo-0001145664,English,34001552
